Year,FIPS,Unemployment,LaborForce
2000,54101,7.420055883266066,3221.0
2000,54099,5.341806939196152,17466.0
2000,54097,6.095182367856446,10254.0
2000,54095,6.0606060606060606,3795.0
2000,54093,6.445728184858619,3289.0
2000,54089,7.485846089326903,4769.0
2000,55125,4.9320813200838725,10969.0
2000,55021,3.556941231687284,29829.0
2000,55023,3.6112934996717008,9138.0
2000,54091,5.573294629898403,6890.0
2000,54087,9.160554197229013,6135.0
2000,54081,6.24671266359333,32321.0
2000,54079,4.8937813827732715,25890.0
2000,54077,5.654671908073783,13228.0
2000,54075,6.820461384152457,3988.0
2000,54073,5.905631659056317,3285.0
2000,54071,8.033664881407804,3921.0
2000,54069,4.553241366874042,22182.0
2000,54067,6.9384770088673555,10939.0
2000,54065,3.988326848249027,7196.0
2000,54063,5.001736714136853,5758.0
2000,54039,5.030124556456228,96101.0
2000,54061,4.419129922419719,40732.0
2000,54057,5.529127349294237,12823.0
2000,54055,5.176563424738608,25345.0
2000,54053,8.206599713055954,10455.0
2000,54051,5.834023310617158,15701.0
2000,54049,5.8933437135072015,25690.0
2000,54047,10.485021398002853,7010.0
2000,54045,7.641293935597966,13571.0
2000,54043,7.463614877472323,8039.0
2000,54085,6.388583973655323,4555.0
2000,55027,3.147766033604245,47494.0
2000,54059,7.958091841283994,8972.0
2000,55073,3.2539946737683088,72096.0
2000,54037,3.4393025979095286,23057.0
2000,51131,2.658340767172168,5605.0
2000,54031,3.893939393939394,6600.0
2000,54029,4.650712765271238,15503.0
2000,54027,3.325389948006932,9232.0
2000,54025,6.6715738758029985,14944.0
2000,54023,5.419903810580836,5406.0
2000,54021,7.41009807482746,2753.0
2000,54019,7.2577116604681695,18284.0
2000,54017,5.949895615866389,2874.0
2000,54015,8.60871980005554,3601.0
2000,54013,10.513615994484661,2901.0
2000,54011,4.879316579280419,44248.0
2000,54009,4.68187274909964,11662.0
2000,54007,7.487463254366246,5783.0
2000,54005,6.902600082542302,9692.0
2000,54003,3.681828641558641,39111.0
2000,54001,8.06133292849552,6587.0
2000,53077,8.189658923769159,114901.0
2000,53075,4.008600829365689,19533.0
2000,53073,5.523148407322398,89315.0
2000,53071,6.110748240075478,27558.0
2000,53067,4.9170772579484705,109801.0
2000,54033,5.855564885989277,30962.0
2000,53017,6.546287709344825,18331.0
2000,53069,7.193816884661118,1682.0
2000,53019,10.112359550561797,3026.0
2000,53059,6.553348351423304,4883.0
2000,53057,6.2394475746020905,52713.0
2000,53055,4.265402843601896,7596.0
2000,53053,5.376805459721795,344926.0
2000,53051,8.160649433881648,4681.0
2000,53049,7.575757575757576,8712.0
2000,53047,8.797471385470045,20881.0
2000,53045,6.826516220028209,21270.0
2000,53043,5.086556956614661,4679.0
2000,53041,7.861749627914668,30235.0
2000,53039,8.081450843143493,9429.0
2000,53037,5.893438410142196,17511.0
2000,53035,5.418902456035934,107531.0
2000,53033,3.833750333516243,993205.0
2000,53031,5.79538734476641,11837.0
2000,53029,5.371479112804463,29396.0
2000,53027,7.846371347785109,29708.0
2000,53025,8.314221767842833,36191.0
2000,53023,5.0476190476190474,1050.0
2000,53021,7.696265489002273,23323.0
2000,53063,5.568024338234265,214313.0
2000,53065,7.787023501630495,17786.0
2000,53061,4.259383233937488,325634.0
2000,53015,6.819685596294691,43829.0
2000,51678,3.522068658047258,2243.0
2000,53009,7.385952208544532,26239.0
2000,53007,6.94744226203324,37064.0
2000,53005,5.3132085249724685,77185.0
2000,53003,5.420026538736348,9797.0
2000,53001,8.086616099828724,8174.0
2000,51840,2.2067363530778166,12915.0
2000,51830,4.3629259822009985,4607.0
2000,51820,2.568025352420501,9151.0
2000,51810,2.207514094389923,205933.0
2000,51191,3.5323600779665068,25139.0
2000,51800,2.489004057417573,29329.0
2000,51775,1.9109261827708428,12978.0
2000,51770,2.4362048295941086,46712.0
2000,51760,2.6238303312271434,95433.0
2000,51750,3.2128514056224895,7470.0
2000,51740,3.3711265802155848,42953.0
2000,51735,1.8340761055879329,5834.0
2000,51730,3.391291852277626,13918.0
2000,51720,4.099462365591398,1488.0
2000,51710,3.25275812383062,92998.0
2000,51700,2.5911986103068907,82896.0
2000,53011,5.116762205209095,181951.0
2000,53013,8.517699115044246,1808.0
2000,51690,7.860002966038855,6743.0
2000,51683,1.6650241195082731,19279.0
2000,51670,2.8258887876025525,9873.0
2000,51660,2.268450231422613,19661.0
2000,51650,2.685606825917349,64343.0
2000,51640,3.4493192133131614,3305.0
2000,51630,2.285492930466783,10326.0
2000,51620,3.1101148781171197,3569.0
2000,51610,1.6076648262422863,6158.0
2000,51600,1.342925659472422,12510.0
2000,51595,3.085376162299239,2366.0
2000,51590,4.3484359657736,21387.0
2000,51580,3.9296794208893484,2901.0
2000,51570,2.2392388908226013,8619.0
2000,51550,2.2658147747453508,97978.0
2000,51540,2.9310077919397286,19379.0
2000,51530,2.2621629996901147,3227.0
2000,51520,3.141221882071077,7513.0
2000,51510,1.766260714903288,80962.0
2000,51199,1.9393262609343012,26865.0
2000,51197,4.300543746910529,14161.0
2000,51195,4.197622585438335,16152.0
2000,51680,2.4067036928773264,30789.0
2000,51685,1.381453980314281,5791.0
2000,51193,3.53844152465201,7687.0
2000,51187,2.0196539458612164,16587.0
2000,46095,3.8506417736289387,857.0
2000,51181,2.8848984397998234,3397.0
2000,51179,1.678538247135336,48435.0
2000,51177,1.6957184654056952,48534.0
2000,51175,2.737348110562158,7489.0
2000,51173,4.3061597629405455,15861.0
2000,51171,1.776745693146838,18517.0
2000,51169,3.8075742067553735,9770.0
2000,51167,5.142038270252044,11863.0
2000,51165,1.6799977858348785,36131.0
2000,51163,2.144998126639191,10676.0
2000,51161,1.7253743019187726,46019.0
2000,51159,4.3199065966141275,3426.0
2000,51157,1.8380394246137453,3754.0
2000,51155,4.51698178265617,17401.0
2000,51153,1.75595025024569,153649.0
2000,51149,2.5406427221172025,13225.0
2000,51147,3.3316941234325057,8134.0
2000,51145,1.8039633875411,11253.0
2000,51143,3.291614518147685,31960.0
2000,51141,3.2811021137869387,9509.0
2000,51137,2.0408163265306123,12740.0
2000,51183,3.641580225115868,4531.0
2000,51083,4.97994446158593,16205.0
2000,51139,2.6210874544066503,11789.0
2000,51085,1.642208981619892,47497.0
2000,51127,1.821668264621285,7301.0
2000,51125,2.303099232300256,7034.0
2000,51121,2.5129812873518174,40828.0
2000,51119,2.089749230092389,4546.0
2000,51117,3.334035235488173,14247.0
2000,51115,2.1830985915492955,4260.0
2000,51113,1.7527815881725348,6561.0
2000,51111,3.4425009304056573,5374.0
2000,51109,2.3587833643699563,12888.0
2000,51107,1.4076486572890026,100096.0
2000,51105,4.179882193022203,8828.0
2000,51103,5.814432989690721,4850.0
2000,51101,1.8774000853363675,7031.0
2000,51099,1.9265073135925792,8409.0
2000,51097,2.5616698292220113,3162.0
2000,51095,1.9572495493175381,23298.0
2000,51093,2.152773120515056,14911.0
2000,51091,2.901023890784983,1172.0
2000,51089,4.854469854469855,28860.0
2000,51087,1.8016347276598665,145590.0
2000,51133,4.539606689946701,5441.0
2000,51135,2.8997246071602136,6173.0
2000,51081,3.339980059820538,4012.0
2000,51079,1.821211760504702,8401.0
2000,51023,1.7662053896576837,16476.0
2000,51073,1.920672803727696,17598.0
2000,51071,4.217948717948718,7800.0
2000,51069,2.022594752186589,32928.0
2000,51067,2.9736270046347566,24381.0
2000,51065,1.9554165037152915,10228.0
2000,51063,3.669724770642202,6976.0
2000,51061,1.5351530190239868,30225.0
2000,51059,1.6191487623560166,550845.0
2000,51185,5.085281111813013,18996.0
2000,51057,2.65916149068323,5152.0
2000,51051,5.7792692020879946,5364.0
2000,51049,2.2180273714016043,4238.0
2000,51047,1.901612236461348,16933.0
2000,51045,2.3961661341853033,2504.0
2000,51043,1.577424023154848,6910.0
2000,51041,1.7767692167180704,142337.0
2000,51037,3.134625838014133,5519.0
2000,51036,2.461283185840708,3616.0
2000,51035,4.022135240923202,14818.0
2000,51033,2.1634396873011545,11001.0
2000,51053,2.0765844339230832,12039.0
2000,51075,1.7380578605068402,8918.0
2000,51077,5.031524292248733,8089.0
2000,51031,2.2969863840380187,26513.0
2000,51029,3.173311635475997,6145.0
2000,51021,5.182407091714968,2933.0
2000,51019,1.9521464973654659,34731.0
2000,51017,2.66617969320672,2738.0
2000,51015,1.9333025083805342,34604.0
2000,51013,1.5566353887399464,119360.0
2000,51011,2.4527186761229314,6768.0
2000,51009,2.1084728169196834,15414.0
2000,51007,1.9942048747230272,5867.0
2000,51005,3.0130609077977497,7733.0
2000,51003,1.70522353805196,43572.0
2000,54035,6.018923431660968,12577.0
2000,51001,2.967457253171539,18130.0
2000,50025,2.827117247063672,24265.0
2000,50023,2.732809009394987,32677.0
2000,50021,3.164727348867817,33431.0
2000,50019,4.43150950717889,12885.0
2000,50017,2.45763808045531,15462.0
2000,50015,3.211975327215285,13294.0
2000,50013,3.928855853464295,3767.0
2000,50011,2.9787757108907646,24406.0
2000,51025,3.488541818712597,6851.0
2000,51027,5.827132226674299,8735.0
2000,50027,2.5192101935609377,30843.0
2000,51790,2.137889585300936,11647.0
2000,50009,4.030769230769231,3250.0
2000,50005,3.3802634140011683,15413.0
2000,49055,4.548900682335103,1319.0
2000,49053,3.496254919385553,39385.0
2000,49051,3.493001155772441,7787.0
2000,49049,2.9222892829164415,181262.0
2000,49047,4.21670903830981,11407.0
2000,49045,3.6593184396113823,20277.0
2000,49043,3.458465579511875,18274.0
2000,49041,3.859522953374086,8343.0
2000,49039,4.386417586954279,9689.0
2000,49037,7.954305056060927,4727.0
2000,49035,3.144499027167403,486723.0
2000,49033,2.9636711281070744,1046.0
2000,49031,4.4657097288676235,627.0
2000,49029,3.421052631578948,3420.0
2000,49027,3.427691122665126,5193.0
2000,49025,3.7953795379537953,3030.0
2000,49023,3.541944074567244,3755.0
2000,49021,3.2347723240685986,16910.0
2000,49019,6.5605506560550655,4649.0
2000,49015,4.777002747833439,4731.0
2000,48473,4.468182114244773,15353.0
2000,49057,4.209396613403292,100632.0
2000,48471,4.714807753415952,25176.0
2000,50001,2.6409164639091647,19728.0
2000,49013,4.908675799086757,6132.0
2000,49005,2.770123277737491,48265.0
2000,49003,3.6867505846061994,20099.0
2000,49001,3.4380776340110906,2705.0
2000,48507,12.587224906065487,3726.0
2000,48505,8.13924367643376,3993.0
2000,48503,5.058146099130631,8857.0
2000,48501,5.356605476978634,3323.0
2000,48499,5.114368062795119,16307.0
2000,48497,3.4959798202743184,25372.0
2000,48495,5.784280367471929,2939.0
2000,48493,3.6915557270564023,15549.0
2000,48491,2.7815990755516427,145384.0
2000,48489,10.002736726874657,7308.0
2000,48487,3.811101905550953,7242.0
2000,48485,4.683407543216344,61088.0
2000,48483,3.982300884955752,2712.0
2000,48481,4.353842352359773,20235.0
2000,48479,6.163516706041174,71112.0
2000,48477,3.770090614458628,15119.0
2000,49011,3.098725081709538,120243.0
2000,48475,6.320035858359479,4462.0
2000,49017,6.798069187449718,2486.0
2000,49007,5.592069820062493,9281.0
2000,48469,3.763279098294258,43207.0
2000,48413,3.774834437086093,1510.0
2000,48463,5.783385909568875,11412.0
2000,48461,4.890945142101785,1513.0
2000,48459,4.94983681856642,16546.0
2000,48457,6.809314033983638,7945.0
2000,48455,5.386214063041219,5774.0
2000,48453,3.0519487111805974,492505.0
2000,48451,3.957181369172947,50819.0
2000,48449,4.455909943714822,12792.0
2000,48173,3.017832647462277,729.0
2000,48447,3.476482617586912,978.0
2000,48443,3.8910505836575875,514.0
2000,48441,4.1086758584807495,61504.0
2000,48439,3.6027386242535138,795728.0
2000,48437,4.059609455292908,3892.0
2000,48435,3.888888888888889,2160.0
2000,48433,4.374240583232078,823.0
2000,48431,3.287671232876712,730.0
2000,48429,4.33591967138293,4382.0
2000,48427,16.88946304201303,17804.0
2000,48425,4.179878927644855,3469.0
2000,48445,4.9644128113879,5620.0
2000,48465,6.352128883774453,17380.0
2000,48415,4.870981095625776,7247.0
2000,48467,4.019612173682583,22639.0
2000,48421,2.7607361963190185,1630.0
2000,48411,4.267425320056899,2812.0
2000,48409,5.9567049251779745,27532.0
2000,48407,4.73812812068416,9413.0
2000,48405,5.324813631522897,3756.0
2000,48403,8.542713567839195,3781.0
2000,48401,5.008046956357096,21126.0
2000,48399,4.795167075703229,5297.0
2000,48397,3.0437461491065925,24345.0
2000,48395,4.671156326121221,6979.0
2000,48393,2.529182879377432,514.0
2000,48391,4.297297297297297,3700.0
2000,48389,8.900316455696203,5056.0
2000,48387,4.94044993383326,6801.0
2000,48385,4.454022988505748,1392.0
2000,48383,3.501228501228501,1628.0
2000,48381,2.5439017527598935,60419.0
2000,48379,3.957904369709449,4371.0
2000,48377,16.78125,3200.0
2000,48375,5.421845574387947,53100.0
2000,48417,3.4587378640776696,1648.0
2000,48419,5.279803215321093,11383.0
2000,48423,4.4563259272945634,86596.0
2000,49009,3.8876889848812093,463.0
2000,48373,5.939226519337017,15928.0
2000,48371,5.1062615889316785,7011.0
2000,48363,4.201555023923445,13376.0
2000,48361,6.996712624503214,40762.0
2000,48359,3.2871972318339098,1156.0
2000,48357,3.137418950010458,4781.0
2000,48355,5.306518705293035,148327.0
2000,48353,4.892633867898886,7358.0
2000,48351,8.020254818686704,6122.0
2000,48349,5.04773608091502,21158.0
2000,48347,4.409140818007137,29144.0
2000,48345,3.5410764872521248,706.0
2000,48343,6.442953020134229,5960.0
2000,48341,3.314803376569899,9714.0
2000,48339,3.692931141540573,152995.0
2000,48337,4.816934874176477,9259.0
2000,48335,5.6104651162790695,3440.0
2000,48333,3.6090835360908353,2466.0
2000,48331,3.819026320316532,11626.0
2000,48329,4.229648671808055,58350.0
2000,48327,3.583617747440273,1172.0
2000,48325,4.010665481613154,18002.0
2000,48321,6.716633035456904,17345.0
2000,48365,5.698388334612433,10424.0
2000,48367,3.6132118156550965,46413.0
2000,48323,15.13376411619059,16559.0
2000,48273,5.1009411595660605,13919.0
2000,48313,4.939287919324964,4859.0
2000,48311,4.0,400.0
2000,48309,4.193734384009225,104060.0
2000,48307,5.349905430964604,3701.0
2000,48305,4.136090727151434,2998.0
2000,48303,3.595670233243195,128321.0
2000,48301,8.16326530612245,49.0
2000,48299,4.240043348685993,7382.0
2000,48297,4.567901234567901,4860.0
2000,48295,3.4274193548387095,1488.0
2000,48293,4.795163139789429,9593.0
2000,48291,5.955719800706107,30307.0
2000,48289,5.167518455423055,7044.0
2000,48287,3.5787941283513285,8243.0
2000,48285,3.1792207792207794,9625.0
2000,48283,7.155797101449275,2208.0
2000,48281,3.8714896567664394,8653.0
2000,48279,5.019472090004327,6933.0
2000,48277,4.988102963443651,23115.0
2000,48275,4.7235641438539995,1863.0
2000,48317,4.018691588785047,2140.0
2000,48319,2.9629629629629632,2025.0
2000,48271,7.590759075907591,1212.0
2000,48267,3.535130357931949,2263.0
2000,48215,9.248009214023064,211851.0
2000,48261,3.3816425120772946,207.0
2000,48259,3.3905296155749878,12122.0
2000,48257,4.097882053187536,37678.0
2000,48255,5.397885364496383,5391.0
2000,48253,5.195479932458761,7699.0
2000,48251,3.8274349576398485,66572.0
2000,48249,6.0417539032122995,16717.0
2000,48247,6.078610603290676,2188.0
2000,48245,6.5759336393141075,113079.0
2000,48243,3.8593481989708405,1166.0
2000,48241,7.270482749658893,15391.0
2000,48239,3.7531153789766893,6821.0
2000,48237,4.288345172323073,3801.0
2000,48235,3.1746031746031744,945.0
2000,48233,4.846453483105353,11039.0
2000,48231,4.262093047139777,38948.0
2000,48229,4.545454545454546,1320.0
2000,48227,5.158875761356131,13627.0
2000,48225,5.211654755360088,9095.0
2000,48221,4.00982800982801,20350.0
2000,48369,3.4406215316315207,4505.0
2000,48263,3.8202247191011236,445.0
2000,48265,3.848544493939708,19306.0
2000,48223,4.074547780010962,16419.0
2000,48219,4.115602707152003,10934.0
2000,48213,4.249893752656184,32942.0
2000,48211,2.925243770314193,1846.0
2000,48209,3.262171492989502,56772.0
2000,48207,4.299965600275198,2907.0
2000,48205,3.2046014790468362,2434.0
2000,48203,5.019855411872518,29463.0
2000,48201,4.348153128496985,1728274.0
2000,48199,5.638224668845691,23252.0
2000,48197,3.7021969080553294,2458.0
2000,48195,3.002472624514306,2831.0
2000,50003,2.964456768338795,19835.0
2000,48193,3.8205570618683757,4057.0
2000,48189,4.551878459545401,16982.0
2000,48187,3.4536615411689655,45459.0
2000,48185,5.437612657720809,9986.0
2000,48183,5.489402453788193,55343.0
2000,48181,4.084704049292657,56479.0
2000,48179,5.076446487458779,10007.0
2000,48177,3.516652059596845,9128.0
2000,48175,3.86111942532176,3341.0
2000,48217,4.61840812315755,15265.0
2000,48269,3.30188679245283,212.0
2000,48191,5.342624854819976,1722.0
2000,50007,2.289536077002017,84777.0
2000,48171,3.923798692067103,10551.0
2000,47103,3.506880588496417,15769.0
2000,48161,5.154769425142136,7915.0
2000,48159,4.278315694663364,4441.0
2000,48157,3.6043159276232277,185916.0
2000,48155,3.7735849056603774,795.0
2000,48153,4.879448909299656,3484.0
2000,48151,3.933364183248496,2161.0
2000,48149,3.474162011173185,11456.0
2000,48147,4.889047959914102,13970.0
2000,48145,5.476982806433721,7212.0
2000,48143,3.6825320416390874,16619.0
2000,48141,6.82532375978166,275899.0
2000,48139,3.6074605071020844,60264.0
2000,48137,4.393305439330543,956.0
2000,48135,5.437906652795655,56713.0
2000,48133,4.844893691181596,8607.0
2000,48131,7.105891719745223,5024.0
2000,48129,4.166666666666666,1872.0
2000,48127,8.78099173553719,3872.0
2000,48125,5.272407732864675,1138.0
2000,48121,2.845212952528788,267994.0
2000,48071,4.295833650696931,13129.0
2000,48163,6.1660462858067655,6179.0
2000,48069,3.701850925462731,3998.0
2000,48165,4.3638107416879794,6256.0
2000,48119,5.130198212203654,2573.0
2000,48111,3.374885983581636,3289.0
2000,48109,5.752508361204013,1495.0
2000,48107,4.621567314132618,2986.0
2000,48105,3.80859375,2048.0
2000,48103,5.448916408668731,1615.0
2000,48101,4.411764705882353,952.0
2000,48099,5.395383718023497,24002.0
2000,48097,3.7009305808107817,18698.0
2000,48095,5.698401667824879,1439.0
2000,48093,3.972520908004779,6696.0
2000,48091,3.5651636812847434,40475.0
2000,48089,3.8221685777509555,9942.0
2000,48087,3.778501628664495,1535.0
2000,48085,2.8622796357643456,300355.0
2000,48083,4.85092285849503,4226.0
2000,48081,4.321728691476591,1666.0
2000,48079,5.959849435382685,1594.0
2000,48077,3.6205162587998654,5966.0
2000,48075,4.7523427041499335,2988.0
2000,48117,4.878934624697337,8260.0
2000,48073,4.683997138087288,20965.0
2000,48123,4.355071658704588,9001.0
2000,48113,3.906159324605507,1188994.0
2000,48067,5.9486952675807165,13566.0
2000,48011,3.2080659945004584,1091.0
2000,48061,7.06136051754558,127525.0
2000,48059,3.90549662487946,6222.0
2000,48057,4.729369061599231,9367.0
2000,48055,4.1385693507867245,15126.0
2000,48053,3.577859092757159,17217.0
2000,48051,4.047064908197569,7734.0
2000,48049,4.524145721547585,17705.0
2000,48047,6.8739205526770295,2895.0
2000,48169,4.423529411764706,2125.0
2000,48045,3.618421052631579,912.0
2000,48041,3.740784448082023,78807.0
2000,48039,4.993682040368437,120292.0
2000,48037,4.9834788183656356,40554.0
2000,48035,4.22134191631592,8078.0
2000,48033,6.382978723404255,423.0
2000,48031,3.2128514056224895,4482.0
2000,48029,4.096427306501081,663505.0
2000,48027,4.239482519272612,101569.0
2000,48025,5.959622674777395,11343.0
2000,48023,4.700162074554295,1851.0
2000,48043,3.942181340341656,4566.0
2000,48063,5.241009946442234,5228.0
2000,48013,4.171011470281543,17262.0
2000,48065,3.3025885153228205,3361.0
2000,48019,3.6922371287696363,8721.0
2000,48009,3.240360951599672,4876.0
2000,48007,5.996924654023577,9755.0
2000,48005,4.858044164037855,38040.0
2000,48003,4.984921057299982,5637.0
2000,48001,6.154941756956102,19659.0
2000,47189,3.11344267567133,49752.0
2000,47187,2.4582779184006176,69927.0
2000,47185,4.529234147680484,10929.0
2000,47183,4.894313783864245,16795.0
2000,47181,8.125466766243465,6695.0
2000,47179,3.9231749499362825,54930.0
2000,47177,4.048416173062066,19415.0
2000,47175,4.555722891566265,2656.0
2000,47173,3.7946428571428568,8064.0
2000,47171,6.752023191206667,8279.0
2000,47169,3.353057199211045,3549.0
2000,47167,3.6478037513440325,25111.0
2000,47165,3.1788418107182936,70403.0
2000,47163,3.6538778651129555,72772.0
2000,48015,3.980388898121988,12034.0
2000,48017,4.657705532979056,3199.0
2000,48021,3.4541850072242197,29761.0
2000,48115,5.342208568015019,5859.0
2000,47161,4.781818181818181,5500.0
2000,47159,4.259384131265453,8898.0
2000,47151,5.149617258176757,8622.0
2000,47149,3.010949794752289,102559.0
2000,47147,3.4871135764053305,29566.0
2000,47145,4.2142336652902594,24702.0
2000,47143,4.619544805828888,13313.0
2000,47141,4.326196473551637,31760.0
2000,47139,4.411764705882353,7480.0
2000,47137,5.028672254080282,2267.0
2000,47135,5.137772675086108,3484.0
2000,47133,5.2905644657363045,9602.0
2000,47131,4.2309821044216225,16261.0
2000,47129,5.0375000000000005,8000.0
2000,47127,3.056318681318681,2912.0
2000,47125,3.710131253053866,59351.0
2000,47123,5.304032675602601,17383.0
2000,47121,5.093448346683097,4869.0
2000,47119,3.495267109128495,36764.0
2000,47117,3.5187043141751464,13954.0
2000,47115,4.41751668072705,13039.0
2000,47113,3.632350420024001,46664.0
