ZCTA5,NAME,POP100,AREALAND,AREALAND_MILES,DENSITY,YEAR
971,ZCTA5 00971,30986.0,41344879,15.963347026888565,1941.0716278865184,2010
976,ZCTA5 00976,65136.0,43330243,16.729900352796026,3893.388401988538,2010
979,ZCTA5 00979,17030.0,4047122,1.562602540115193,10898.484779593773,2010
982,ZCTA5 00982,16428.0,3672315,1.4178887483755431,11586.240471138055,2010
983,ZCTA5 00983,39234.0,8971202,3.4638004569880767,11326.864952871923,2010
985,ZCTA5 00985,36553.0,21075476,8.13728677606872,4492.037826109338,2010
987,ZCTA5 00987,63661.0,64342430,24.842751109352275,2562.5583784895002,2010
1001,ZCTA5 01001,16769.0,29797658,11.504940073534675,1457.5477918893707,2010
1002,ZCTA5 01002,29049.0,142615075,55.063988299270136,527.5498723797499,2010
1003,ZCTA5 01003,10372.0,1842387,0.7113495975844588,14580.735035516103,2010
1005,ZCTA5 01005,5079.0,114638390,44.26212983169673,114.7482061824069,2010
1007,ZCTA5 01007,14649.0,136237871,52.60173606935644,278.4889072992762,2010
1008,ZCTA5 01008,1263.0,139349132,53.803000657268875,23.474527155937846,2010
1009,ZCTA5 01009,741.0,2104351,0.812494463446851,912.0062146103131,2010
1010,ZCTA5 01010,3609.0,90055966,34.770802862905406,103.79397951291472,2010
1011,ZCTA5 01011,1370.0,81827921,31.59393692775887,43.362750363545196,2010
1012,ZCTA5 01012,661.0,33971286,13.116386853319394,50.39497594817579,2010
1013,ZCTA5 01013,23188.0,14557865,5.6208231003794955,4125.374448883552,2010
1020,ZCTA5 01020,29668.0,32472747,12.537797710748036,2366.2847881623647,2010
1022,ZCTA5 01022,2451.0,12360971,4.772597584873952,513.5568118644834,2010
1026,ZCTA5 01026,946.0,62173902,24.00547776767616,39.40767224694887,2010
1027,ZCTA5 01027,17660.0,104889990,40.498251549287914,436.0682084881395,2010
1028,ZCTA5 01028,15720.0,33504997,12.936351663911273,1215.180323510709,2010
1029,ZCTA5 01029,789.0,41050308,15.849612527942332,49.78039675159375,2010
1030,ZCTA5 01030,11669.0,30612526,11.819562367267997,987.2615954305593,2010
1031,ZCTA5 01031,1308.0,21012724,8.11305809341539,161.2215745209049,2010
1032,ZCTA5 01032,570.0,30467676,11.763635469602029,48.45440862843087,2010
1033,ZCTA5 01033,6227.0,72039732,27.814696026563507,223.87445809413518,2010
1034,ZCTA5 01034,2021.0,185539400,71.63716283607187,28.21161419561907,2010
1035,ZCTA5 01035,5250.0,59785375,23.083262337221203,227.4375226215101,2010
1036,ZCTA5 01036,5109.0,50464357,19.4843971675378,262.2098059318924,2010
1037,ZCTA5 01037,838.0,36534057,14.105878268288736,59.40785706933954,2010
1038,ZCTA5 01038,2545.0,25871790,9.989153964552305,254.77633131206446,2010
1039,ZCTA5 01039,1336.0,34227443,13.215289623947086,101.09502235797154,2010
1040,ZCTA5 01040,39880.0,54816657,21.164829592194966,1884.25802467631,2010
1050,ZCTA5 01050,2530.0,99263985,38.32603887477482,66.01256154507475,2010
1053,ZCTA5 01053,1685.0,13289902,5.131259849117962,328.3793940565382,2010
1054,ZCTA5 01054,1851.0,59026773,22.790364467540858,81.21853437825814,2010
1056,ZCTA5 01056,21103.0,70436044,27.195508628122774,775.9737200935256,2010
1057,ZCTA5 01057,8534.0,116418495,44.94943221464238,189.85779306952026,2010
1060,ZCTA5 01060,15284.0,28294446,10.924546675576412,1399.051187558185,2010
1062,ZCTA5 01062,11150.0,47016296,18.15309337262573,614.2203849848443,2010
1063,ZCTA5 01063,430.0,100502,0.038804039138592095,11081.320644591058,2010
1066,ZCTA5 01066,64.0,1842125,0.7112484388189187,89.98262281781143,2010
1068,ZCTA5 01068,1902.0,53925831,20.820879750702503,91.35060683186674,2010
1069,ZCTA5 01069,8469.0,72749311,28.08866601012526,301.50951266062754,2010
1070,ZCTA5 01070,629.0,53343561,20.596064046843594,30.539815693396818,2010
1071,ZCTA5 01071,1596.0,40310831,15.564098862044254,102.54368172205086,2010
1072,ZCTA5 01072,1478.0,51998763,20.076834636229872,73.61718252800961,2010
1073,ZCTA5 01073,5792.0,72918698,28.154066696455565,205.725164412187,2010
1074,ZCTA5 01074,319.0,220264,0.0850444058508572,3750.9815820153053,2010
1075,ZCTA5 01075,17527.0,45885680,17.716560094534564,989.3004006690304,2010
1077,ZCTA5 01077,9502.0,79831033,30.82293416057628,308.2769456826542,2010
1079,ZCTA5 01079,692.0,2913267,1.1248186771324828,615.2102681688448,2010
1080,ZCTA5 01080,2334.0,4472243,1.7267426758601276,1351.6779498354522,2010
1081,ZCTA5 01081,1698.0,37594975,14.515500998133286,116.97839435361999,2010
1082,ZCTA5 01082,10322.0,119469885,46.12758048022027,223.77067889841143,2010
1083,ZCTA5 01083,2888.0,40799386,15.752731002114649,183.333289930001,2010
1084,ZCTA5 01084,176.0,23799816,9.189160330692825,19.153001326153845,2010
1085,ZCTA5 01085,41117.0,154654081,59.71227450266654,688.585392910529,2010
1086,ZCTA5 01086,687.0,96152,0.037124494748899596,18505.302352171762,2010
1088,ZCTA5 01088,670.0,13456517,5.19559026026477,128.95551158529128,2010
1089,ZCTA5 01089,28391.0,43324802,16.727799570951355,1697.2345872258277,2010
1092,ZCTA5 01092,1394.0,17375638,6.708771337983404,207.7876752345868,2010
1093,ZCTA5 01093,325.0,13060370,5.042637048461663,64.45040499179818,2010
1094,ZCTA5 01094,351.0,2957300,1.141819913479915,307.40399239514073,2010
1095,ZCTA5 01095,14319.0,58261405,22.49485423065576,636.5455785210739,2010
1096,ZCTA5 01096,2217.0,82011338,31.66475462737364,70.01475381980195,2010
1097,ZCTA5 01097,111.0,4852535,1.8735742379394242,59.24505031734366,2010
1098,ZCTA5 01098,1101.0,81230628,31.363320811172066,35.1047010177509,2010
1103,ZCTA5 01103,2479.0,1191846,0.4601743132591833,5387.089041199387,2010
1104,ZCTA5 01104,22865.0,13509676,5.216115064911129,4383.530599969533,2010
1105,ZCTA5 01105,12350.0,3219039,1.2428779063566333,9936.61560547225,2010
1106,ZCTA5 01106,16021.0,24016633,9.272873842403161,1727.7275925764122,2010
1107,ZCTA5 01107,11611.0,3903485,1.5071439843675467,7703.975280684549,2010
1108,ZCTA5 01108,26688.0,9648068,3.7251398806371814,7164.294725876185,2010
1109,ZCTA5 01109,30250.0,14098835,5.4435906265402885,5556.993917308142,2010
1118,ZCTA5 01118,14071.0,9312240,3.595475964935652,3913.5291508621804,2010
1119,ZCTA5 01119,14152.0,9194302,3.549939848560582,3986.5464215508628,2010
1128,ZCTA5 01128,2631.0,2887375,1.1148217200433062,2360.018604497405,2010
1129,ZCTA5 01129,7019.0,8875277,3.426763607429168,2048.2883572076353,2010
1151,ZCTA5 01151,8698.0,6135002,2.3687375149085668,3671.998246009011,2010
1199,ZCTA5 01199,,28277,0.010917810737318349,,2010
1201,ZCTA5 01201,46504.0,137107355,52.93744571858113,878.4707945150633,2010
1220,ZCTA5 01220,8603.0,63690789,24.591151112652593,349.8412888680758,2010
1222,ZCTA5 01222,829.0,8566364,3.307491631325012,250.6431133940299,2010
1223,ZCTA5 01223,2314.0,180707011,69.77136701221859,33.16546742727235,2010
1224,ZCTA5 01224,182.0,720507,0.2781893079503848,654.2307515012754,2010
1225,ZCTA5 01225,3117.0,65032903,25.109344225072768,124.13705320458112,2010
1226,ZCTA5 01226,6945.0,68283437,26.364382418912935,263.4235799514836,2010
1229,ZCTA5 01229,95.0,1899055,0.7332292347051702,129.5638464800156,2010
1230,ZCTA5 01230,8430.0,237021545,91.51453014735596,92.11651949068724,2010
1235,ZCTA5 01235,2766.0,118234579,45.6506261671505,60.59062563287186,2010
1236,ZCTA5 01236,1509.0,12442170,4.803948694046054,314.11659368265805,2010
1237,ZCTA5 01237,2496.0,160151858,61.834978069593085,40.36550311687408,2010
1238,ZCTA5 01238,6047.0,90220995,34.83452091602876,173.5921677974774,2010
1240,ZCTA5 01240,4534.0,55367242,21.37741164916022,212.09302952156565,2010
1242,ZCTA5 01242,476.0,1289555,0.49789996906894524,956.0153234998239,2010
1243,ZCTA5 01243,334.0,48254410,18.631131860556703,17.926983851533965,2010
1244,ZCTA5 01244,151.0,6345197,2.449894258124984,61.63531323819959,2010
1245,ZCTA5 01245,985.0,72481256,27.985169396015138,35.19721414086763,2010
1247,ZCTA5 01247,16087.0,136057208,52.53198169508632,306.2324983925883,2010
1253,ZCTA5 01253,731.0,47363256,18.28705537755624,39.9736307955385,2010
1254,ZCTA5 01254,972.0,37764323,14.58088662647941,66.66261283691853,2010
1255,ZCTA5 01255,915.0,134158275,51.7987995648445,17.6645020287498,2010
1256,ZCTA5 01256,692.0,92861201,35.853910151645415,19.3005448240697,2010
1257,ZCTA5 01257,2121.0,93799712,36.216271274568335,58.56483633889172,2010
1258,ZCTA5 01258,374.0,66907254,25.83303519205312,14.477586439980216,2010
1259,ZCTA5 01259,635.0,65561875,25.31358145608528,25.085348001886498,2010
1260,ZCTA5 01260,240.0,6503634,2.5110671258191704,95.57689538932824,2010
1262,ZCTA5 01262,1238.0,31177103,12.03754676563568,102.8448756298247,2010
1264,ZCTA5 01264,137.0,29375249,11.341847046843728,12.079161307163378,2010
1266,ZCTA5 01266,1463.0,67475967,26.052616508948567,56.1555880384409,2010
1267,ZCTA5 01267,7989.0,141216442,54.523973078950874,146.52270458045865,2010
1270,ZCTA5 01270,778.0,82502023,31.854209165041745,24.423773824333786,2010
1301,ZCTA5 01301,17700.0,66030423,25.494488850269565,694.2676946360056,2010
1330,ZCTA5 01330,1506.0,86290627,33.31699734733291,45.20215265198736,2010
1331,ZCTA5 01331,13263.0,137854216,53.225810362817946,249.1836180528152,2010
1337,ZCTA5 01337,2596.0,96461504,37.24399491137946,69.70251193989995,2010
1338,ZCTA5 01338,187.0,8939935,3.451728200796694,54.175760408029376,2010
1339,ZCTA5 01339,1438.0,142263164,54.92811470255265,26.17967151771136,2010
1340,ZCTA5 01340,1701.0,113400515,43.78418362218165,38.84964522070592,2010
1341,ZCTA5 01341,1833.0,92502841,35.715546582107436,51.322188106125346,2010
1342,ZCTA5 01342,1492.0,46226681,17.848221316702272,83.59376396816607,2010
1343,ZCTA5 01343,75.0,12606096,4.867240876488521,15.409140805480101,2010
1344,ZCTA5 01344,1498.0,35252180,13.610942791593137,110.05850387713383,2010
1346,ZCTA5 01346,533.0,55312725,21.356362517782546,24.957433624578776,2010
1347,ZCTA5 01347,166.0,1499173,0.5788339313398791,286.7834641548135,2010
1349,ZCTA5 01349,1091.0,19913508,7.688648423102693,141.89750135040453,2010
1350,ZCTA5 01350,121.0,27739553,10.710301290512128,11.297534655461988,2010
1351,ZCTA5 01351,2270.0,54211278,20.931091453554124,108.45110514361406,2010
1354,ZCTA5 01354,1500.0,35664167,13.770011861587676,108.93236803842889,2010
1355,ZCTA5 01355,878.0,122669025,47.36277533972391,18.537765021206592,2010
1360,ZCTA5 01360,3032.0,88741275,34.26319782997915,88.49144831855425,2010
1364,ZCTA5 01364,7969.0,101542347,39.20571936093312,203.26116010361437,2010
1366,ZCTA5 01366,1277.0,104578989,40.3781733918767,31.625997233864656,2010
1367,ZCTA5 01367,522.0,68731360,26.537326456077125,19.670406544682667,2010
1368,ZCTA5 01368,1261.0,108363591,41.83941639332935,30.139043722441762,2010
1370,ZCTA5 01370,4084.0,129047865,49.82565923276899,81.96579960780656,2010
1373,ZCTA5 01373,4600.0,62598287,24.169333732232403,190.32382319523379,2010
1375,ZCTA5 01375,3684.0,36831825,14.220847135835854,259.0562970553629,2010
1376,ZCTA5 01376,5247.0,7108442,2.744584800127479,1911.7645771980847,2010
1378,ZCTA5 01378,774.0,88128752,34.026701377517625,22.746841999542248,2010
1379,ZCTA5 01379,813.0,78225204,30.20292011741409,26.917927036175843,2010
1420,ZCTA5 01420,40337.0,78509913,30.312846876872705,1330.6899270742947,2010
1430,ZCTA5 01430,6089.0,95695056,36.94806768416313,164.79887533089854,2010
1431,ZCTA5 01431,3074.0,61290098,23.664239135541035,129.90064807886412,2010
1432,ZCTA5 01432,7089.0,21939378,8.470841203044381,836.8708408147523,2010
1434,ZCTA5 01434,1795.0,13669088,5.277664382209902,340.11257063837485,2010
1436,ZCTA5 01436,3336.0,24838128,9.590054835141194,347.8603675732668,2010
1438,ZCTA5 01438,559.0,1403967,0.5420746892329679,1031.223207988149,2010
1440,ZCTA5 01440,20347.0,62245169,24.032994110209543,846.6277612640997,2010
1450,ZCTA5 01450,10646.0,84886541,32.77487671194307,324.82196938732125,2010
1451,ZCTA5 01451,4747.0,49617973,19.15760647817562,247.78669534776128,2010
1452,ZCTA5 01452,4382.0,106330883,41.0545834468275,106.73595082691357,2010
1453,ZCTA5 01453,40883.0,73757607,28.47797127218259,1435.6008582653042,2010
1460,ZCTA5 01460,8924.0,42775107,16.515561144907213,540.3388914067767,2010
1462,ZCTA5 01462,10086.0,68344667,26.38802345408095,382.21885081886205,2010
1463,ZCTA5 01463,11497.0,58485771,22.581482427560992,509.1339789972231,2010
1464,ZCTA5 01464,7211.0,38791621,14.977528601753509,481.4545971994181,2010
1467,ZCTA5 01467,316.0,4891512,1.8886233417732274,167.31763979116545,2010
1468,ZCTA5 01468,4021.0,55435848,21.4039005738497,187.86295451739636,2010
1469,ZCTA5 01469,6801.0,59006708,22.78261732772955,298.5170624677199,2010
1473,ZCTA5 01473,7277.0,91788664,35.439801300820676,205.33410834421036,2010
1474,ZCTA5 01474,2125.0,25720068,9.930573772852782,213.9856214360055,2010
1475,ZCTA5 01475,10270.0,110962385,42.84281636635614,239.7134658977482,2010
1501,ZCTA5 01501,16075.0,40042635,15.460547807529778,1039.7432354997773,2010
1503,ZCTA5 01503,2866.0,33600463,12.973211292579407,220.91677498842046,2010
1504,ZCTA5 01504,9026.0,28774247,11.109798877350862,812.4359495292912,2010
1505,ZCTA5 01505,4355.0,41588110,16.057259041014838,271.2168987793049,2010
1506,ZCTA5 01506,3390.0,40215007,15.527101008803358,218.32794145397656,2010
1507,ZCTA5 01507,12981.0,109242811,42.17888513316968,307.7606238053855,2010
1510,ZCTA5 01510,13606.0,14640558,5.652751046176471,2406.969613353682,2010
1515,ZCTA5 01515,2183.0,25547237,9.863843350688425,221.31332812048788,2010
1516,ZCTA5 01516,8500.0,95314609,36.80117627624926,230.97087810983177,2010
1518,ZCTA5 01518,2974.0,23006297,8.882780931942388,334.8050596751212,2010
1519,ZCTA5 01519,6595.0,28272672,10.916139687176145,604.1513015583291,2010
1520,ZCTA5 01520,13997.0,46822255,18.07817372367853,774.2485614941809,2010
1521,ZCTA5 01521,2481.0,31821352,12.286292695179359,201.9323535221852,2010
1522,ZCTA5 01522,3310.0,42423768,16.379908398624416,202.0768321438216,2010
1523,ZCTA5 01523,7582.0,65273335,25.20217553925726,300.8470434700992,2010
1524,ZCTA5 01524,6696.0,41394105,15.982353291745346,418.9620813512105,2010
1525,ZCTA5 01525,290.0,1162429,0.4488163460611179,646.1440242653484,2010
1527,ZCTA5 01527,13246.0,40343795,15.576826333598696,850.3657751790439,2010
1529,ZCTA5 01529,3190.0,12596930,4.863701864103251,655.8790174915787,2010
1531,ZCTA5 01531,999.0,53773239,20.761963650125043,48.11683600043213,2010
1532,ZCTA5 01532,14155.0,47840582,18.471351976488275,766.3218165090215,2010
1534,ZCTA5 01534,5631.0,22684037,8.758355650328065,642.9289041018878,2010
1535,ZCTA5 01535,4680.0,55085933,21.268797637040677,220.0406473306956,2010
1536,ZCTA5 01536,6888.0,21589142,8.335614327442464,826.3338164918888,2010
1537,ZCTA5 01537,2248.0,18084547,6.982482633098926,321.94852721062983,2010
1540,ZCTA5 01540,11291.0,50104199,19.34533938631875,583.6547901550452,2010
1541,ZCTA5 01541,3413.0,91767861,35.431769217616356,96.32598301930368,2010
1542,ZCTA5 01542,2202.0,10428066,4.026298792101864,546.9042695786821,2010
1543,ZCTA5 01543,7973.0,90974490,35.12544696198539,226.98643546454514,2010
1545,ZCTA5 01545,35299.0,53731973,20.746030758450317,1701.4821008891995,2010
1550,ZCTA5 01550,16719.0,52418640,20.238950052255372,826.0804022359292,2010
1560,ZCTA5 01560,4527.0,9225421,3.5619549616324995,1270.9312859826855,2010
1561,ZCTA5 01561,330.0,319275,0.12327276667105125,2676.9902948685544,2010
1562,ZCTA5 01562,11688.0,85084292,32.85122879989849,355.7857780965598,2010
1564,ZCTA5 01564,7808.0,79294834,30.615906569263927,255.03082792389515,2010
1566,ZCTA5 01566,6294.0,73421209,28.348087278250684,222.02556166210564,2010
1568,ZCTA5 01568,7480.0,55569958,21.45568073433284,348.6256200685673,2010
1569,ZCTA5 01569,13569.0,75310383,29.07750143752722,466.64944817053447,2010
1570,ZCTA5 01570,16767.0,32005195,12.357274874313667,1356.8525561289057,2010
1571,ZCTA5 01571,11390.0,53955588,20.832368992634475,546.7453079401131,2010
