,2022-06-12,2022-06-19,2022-06-26,2022-07-03,2022-07-10,2022-07-17,2022-07-24,2022-07-31,2022-08-07,2022-08-14,2022-08-21,2022-08-28,2022-09-04,2022-09-11,2022-09-18,2022-09-25,2022-10-02,2022-10-09,2022-10-16,2022-10-23,2022-10-30,2022-11-06,2022-11-13,2022-11-20,2022-11-27,2022-12-04,2022-12-11,2022-12-18,2022-12-25,2023-01-01,2023-01-08,2023-01-15,2023-01-22,2023-01-29,2023-02-05,2023-02-12,2023-02-19,2023-02-26,2023-03-05,2023-03-12,2023-03-19,2023-03-26,2023-04-02,2023-04-09,2023-04-16,2023-04-23,2023-04-30,2023-05-07,2023-05-14,2023-05-21,2023-05-28
send-anywhere,21,24,32,48,0,44,25,0,0,61,42,36,55,46,56,0,61,0,28,0,19,36,0,0,28,64,0,0,40,45,25,33,31,31,35,40,26,28,0,0,50,33,24,45,36,46,62,17,27,100,29
ubimax,0,0,39,0,0,0,30,0,0,0,27,0,0,0,80,0,27,0,31,40,0,0,0,0,0,0,0,0,0,49,32,0,33,100,0,0,0,0,0,0,29,0,0,0,0,27,35,97,0,0,35
klaxit,25,29,19,20,22,8,0,12,12,15,23,38,46,22,29,45,50,93,54,41,37,44,43,30,18,35,27,43,7,51,58,94,43,73,67,46,62,40,70,100,70,71,62,49,29,40,34,35,30,40,14
truebotanicals,0,30,23,28,66,0,0,0,0,0,100,0,0,0,21,28,0,25,0,19,20,21,50,0,62,0,58,0,0,0,0,0,0,0,0,0,0,0,0,29,18,33,24,0,0,36,0,0,0,0,0
simplereach,0,0,100,0,0,68,26,0,27,0,0,29,0,35,0,51,0,0,26,0,0,0,0,0,0,0,24,0,70,0,0,0,0,0,0,0,0,0,62,0,38,86,0,31,57,0,0,0,43,0,0
skai,46,50,49,58,41,54,41,40,53,39,47,42,46,46,65,82,77,71,63,60,79,51,46,39,37,38,46,39,39,39,89,83,80,89,90,82,89,100,80,65,62,60,60,49,52,54,82,61,54,66,57
absmaterials,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,69,0,0,0,0
u-space,49,0,0,0,0,0,27,0,45,33,0,0,0,0,60,39,0,31,68,24,70,30,67,0,47,21,37,35,17,21,36,43,48,0,0,22,35,0,0,22,21,100,28,0,35,77,16,0,52,0,24
rarecells,0,0,0,68,0,0,0,0,0,0,0,57,78,0,0,0,0,0,36,0,0,0,0,0,40,0,100,52,0,0,0,0,53,0,64,36,0,0,0,60,0,34,64,42,0,68,41,0,0,0,0
venturebeat,89,100,99,64,96,100,95,65,41,50,40,50,28,28,30,32,36,16,18,22,35,36,35,33,38,41,39,31,27,18,16,31,52,46,51,0,50,31,19,30,25,18,52,33,20,21,39,40,29,38,57
quasar,84,87,88,81,88,87,81,85,100,80,80,77,80,76,82,80,76,74,75,78,78,80,83,82,84,80,83,86,85,79,84,81,78,83,83,81,80,76,82,81,79,90,84,83,85,91,81,90,83,89,86
getgrowfit,39,34,0,0,57,0,41,0,38,0,0,0,0,33,0,0,0,0,50,100,0,0,28,0,39,0,0,0,0,0,0,0,0,0,76,0,0,43,0,0,0,0,0,34,0,0,0,0,0,0,0
volterra,61,65,64,64,72,68,65,80,89,100,78,71,65,76,68,68,59,53,54,68,68,57,49,50,47,50,51,42,48,53,48,50,52,48,44,46,51,49,49,47,54,56,60,62,66,88,63,64,62,56,66
knowunity,25,26,22,13,5,6,6,6,7,11,20,26,37,35,52,61,48,52,55,51,58,64,76,67,72,73,61,34,22,53,74,66,66,75,67,61,67,80,76,87,75,63,66,62,84,97,73,92,100,90,72
ogury,100,34,39,42,58,62,38,42,15,19,35,45,62,32,38,43,33,15,59,56,52,65,73,55,30,40,62,62,0,0,51,46,45,52,27,45,43,36,21,49,20,36,26,42,23,33,33,30,37,0,28
keatz,0,0,0,0,0,43,35,0,22,0,0,40,0,0,35,0,0,100,39,31,0,0,0,25,0,19,0,0,0,0,21,38,74,22,0,0,0,40,0,0,0,32,0,37,31,0,19,0,0,0,0
purplelab,0,0,0,0,0,65,0,100,0,0,0,53,0,51,0,25,26,0,83,0,0,0,0,0,32,0,0,0,0,0,0,25,0,0,0,0,0,37,0,0,0,30,0,0,27,0,0,0,35,0,0
fieldagent,59,39,30,0,26,66,44,0,0,0,0,0,29,32,0,0,26,87,78,32,85,97,0,0,80,0,0,0,0,57,0,0,0,0,0,100,0,0,0,0,36,0,0,0,47,0,0,38,99,44,30
tiderock,32,58,0,0,0,0,47,56,0,0,0,0,45,0,0,94,0,0,0,0,0,0,32,27,0,40,0,0,0,70,32,32,0,0,100,0,34,29,0,0,0,0,0,0,0,0,0,0,45,45,0
wecook,47,66,45,53,44,51,22,37,54,62,74,61,77,58,67,83,38,41,39,63,39,57,47,56,49,50,60,40,40,58,63,100,46,80,95,68,45,52,74,69,57,56,71,75,43,50,72,55,80,98,54
denova,75,76,66,43,72,59,40,61,66,95,65,88,87,76,59,92,54,71,66,87,76,50,54,30,69,85,80,64,52,59,55,66,88,76,57,100,90,72,89,78,90,75,86,75,90,71,69,59,84,79,78
saperatec,0,0,0,0,34,88,32,0,0,79,46,37,100,42,0,0,0,0,40,0,0,0,0,42,0,0,0,0,0,44,0,80,42,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0
k2view,28,52,31,0,0,0,0,0,0,100,0,0,0,66,61,0,0,23,18,0,25,0,0,34,0,22,18,48,30,24,55,47,0,67,21,53,45,47,0,0,31,0,40,42,28,0,0,36,17,38,0
caipa,100,65,56,36,77,64,48,57,43,23,42,61,21,79,0,44,0,0,81,53,0,0,19,40,46,57,0,43,36,0,70,38,88,54,22,29,49,29,62,14,43,0,40,58,25,100,0,0,0,78,16
archerroose,0,0,0,0,0,0,100,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,58,0,69,0,0,0,0,0,28,0,77,32,70,0,0,0,73,0,0,74,31,0
lexset,0,0,33,0,0,26,100,0,0,0,0,0,56,33,0,0,0,44,24,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,57,0,0,39,0,0,0,0,0,39,0,0,0,0,0
corestack,38,43,100,30,72,0,0,89,29,34,51,50,31,0,53,0,62,67,57,0,89,50,35,33,0,32,46,0,0,23,33,0,0,27,32,76,0,41,38,60,25,0,40,0,0,69,58,22,41,0,26
bravowell,0,0,0,0,0,37,0,0,77,0,27,100,27,37,44,0,0,0,0,0,0,38,27,0,77,0,0,0,0,0,33,0,0,0,0,0,56,0,0,51,0,52,0,0,0,0,63,0,0,0,53
sturents,18,0,36,46,43,66,61,23,25,40,43,63,33,80,62,26,55,60,98,100,0,55,68,54,50,39,31,93,55,0,46,37,77,46,49,40,26,0,56,0,32,52,0,0,27,0,20,15,28,0,28
digifarm,21,19,84,72,46,35,0,100,84,69,31,0,40,89,69,56,0,36,43,0,0,29,0,0,27,0,30,0,0,64,20,33,34,0,42,25,27,39,38,21,95,66,37,0,0,0,23,0,0,43,21
finhabits,31,58,66,27,44,23,34,46,57,0,44,43,30,0,0,51,0,75,0,31,45,76,0,42,54,82,20,31,53,24,55,50,0,75,58,90,69,77,62,53,46,100,86,52,0,38,33,0,0,37,0
seibii,7,9,8,0,4,5,3,0,4,0,6,0,0,0,4,0,0,3,9,0,0,7,8,0,0,3,3,3,0,0,11,3,4,22,100,14,0,13,13,8,4,0,0,3,0,0,9,3,3,0,0
diona,75,79,73,76,84,80,76,78,68,72,100,89,79,63,71,76,78,67,59,60,58,67,71,62,59,58,58,61,68,65,59,57,51,51,59,56,54,57,49,54,87,65,72,68,59,46,48,40,37,41,38
diona,75,79,73,76,84,80,76,78,68,72,100,89,79,63,71,76,78,67,59,60,58,67,71,62,59,58,58,61,68,65,59,57,51,51,59,56,54,57,49,54,87,65,72,68,59,46,48,40,37,41,38
twenty20,16,15,19,31,17,13,41,79,32,7,8,25,23,18,22,24,20,17,38,75,100,74,29,18,6,4,6,7,8,11,9,8,10,13,8,11,12,6,6,7,6,8,10,10,12,10,11,9,7,8,11
thinkbright,0,0,0,67,0,0,0,0,0,0,0,25,0,49,0,0,55,0,0,0,0,0,100,0,26,0,26,22,0,0,0,0,0,0,0,0,0,0,59,0,0,0,65,21,0,0,0,77,0,0,0
qikserve,0,0,0,0,0,0,0,0,0,0,0,0,67,0,34,0,37,0,0,0,60,0,0,0,66,0,0,0,0,0,0,0,79,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,36,100,0
aporeto,0,0,0,0,86,0,0,27,0,0,37,0,35,40,40,39,0,0,0,0,0,0,55,0,0,0,39,0,0,0,0,34,0,0,0,0,0,0,0,0,28,0,0,0,0,40,0,100,0,0,0
curemetrix,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0
carawayhome,0,26,53,45,0,0,100,0,0,58,0,87,0,0,0,0,26,0,23,0,0,0,67,38,0,0,28,0,0,0,0,95,0,0,0,0,0,0,56,0,0,0,0,0,48,0,0,0,0,0,0
coachup,40,29,27,40,0,0,0,0,24,37,22,0,0,30,0,66,0,47,41,0,0,40,0,22,0,51,0,80,0,25,25,21,32,53,100,31,61,50,17,32,0,76,24,0,0,31,25,75,40,0,47
housecanary,0,40,0,0,40,0,27,20,22,48,0,0,0,0,0,0,93,20,31,58,35,32,0,34,23,100,0,0,0,0,42,0,0,0,29,30,59,0,0,0,0,18,0,27,79,0,75,0,59,0,22
lana,65,73,65,71,74,67,64,63,66,65,68,72,82,68,67,68,78,72,74,72,65,65,67,66,69,74,69,72,73,72,72,77,76,72,71,81,72,69,67,69,84,82,70,71,72,78,70,67,71,83,100
shadow.tech,0,0,40,47,18,25,0,0,0,25,40,21,32,45,28,22,25,33,0,0,0,0,0,0,0,0,0,0,42,26,19,0,0,89,46,29,26,21,39,0,100,0,81,27,18,21,30,0,70,0,21
fulgentgenetics,44,0,0,0,0,0,0,0,0,0,0,0,0,0,67,39,0,0,61,0,39,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,37,0,100,0,0,37,0,0
niki,81,80,80,90,87,87,83,88,100,93,78,79,80,74,79,78,82,82,76,80,75,68,70,100,80,90,76,70,77,76,75,66,78,69,73,77,80,72,82,66,68,67,77,70,77,69,65,60,96,78,73
grainchain,0,86,0,0,0,58,0,0,37,0,40,100,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,36,0,47,0,0,0,0,0,0,53,0,0,0,0,0,0,20,38,67
radiumone,0,0,0,0,0,100,0,28,0,0,0,43,51,66,0,0,0,53,0,38,0,49,0,0,0,0,0,0,0,0,38,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,29
keycoopt,0,62,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,40,0,0,0,38,0,0,0,76,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,40,0,0,0
fab,86,81,87,92,87,88,89,91,90,88,85,90,87,86,82,88,87,89,89,88,100,89,89,81,84,82,86,75,84,86,90,85,85,95,92,86,85,88,86,89,82,90,85,87,86,85,84,84,84,83,88
weecare,42,70,26,35,41,48,33,38,38,35,38,25,22,32,100,21,35,45,45,26,31,43,51,35,33,35,46,50,41,19,52,47,44,35,57,37,33,37,41,41,55,31,0,57,49,46,50,30,47,30,7
nanapi,0,0,0,40,26,0,24,74,0,0,0,0,0,24,0,36,0,35,0,0,0,48,0,30,0,0,28,0,0,0,68,0,0,0,31,0,66,29,0,26,40,72,100,44,47,0,0,0,82,0,0
sportheroes,63,0,0,0,0,0,40,0,0,0,0,0,0,33,66,0,0,0,0,0,0,0,32,0,0,0,100,0,0,0,0,0,0,33,0,0,0,27,0,29,30,0,0,0,0,0,0,0,0,33,0
landtrust,16,22,0,0,0,38,32,59,40,50,38,22,26,21,55,24,0,0,38,19,20,0,27,0,42,25,30,100,33,0,0,38,36,46,42,34,57,46,72,0,57,69,42,24,22,20,45,0,18,57,15
dasient,0,0,0,0,56,0,0,0,34,0,52,0,0,0,0,47,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,36,100,0,0,0,0,0,0,0,0,0,67,0,0,0,39,0,78,0,0
gogoro,83,84,91,87,100,100,93,87,98,91,89,90,83,84,96,90,87,84,70,85,85,81,84,79,96,77,65,69,74,68,69,63,44,70,78,86,71,78,83,83,79,77,64,78,69,76,69,69,64,72,67
hashquark,0,0,0,0,0,0,0,0,0,0,48,0,30,0,0,77,0,0,0,0,53,0,0,0,0,56,44,0,0,100,0,58,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0
thegoodpatch,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,54,0,0,91,0,0,100,0,0,91,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0
wrld3d,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,31,0,0,99,0,0,0,0,0,0,0,0,0,37,0,0,31,0,40,0,0,0,36,0,0,0,0,0,38,0,0,100
asklocala,44,0,0,0,30,0,0,0,24,100,28,0,32,0,0,29,0,0,0,0,35,0,0,0,0,0,0,0,0,23,0,47,0,0,0,0,0,0,0,0,26,0,34,0,0,37,0,0,76,0,21
asklocala,44,0,0,0,30,0,0,0,24,100,28,0,32,0,0,29,0,0,0,0,35,0,0,0,0,0,0,0,0,23,0,47,0,0,0,0,0,0,0,0,26,0,34,0,0,37,0,0,76,0,21
pinmeto,0,0,69,0,0,0,0,0,0,0,35,0,22,0,85,0,0,0,47,0,0,0,0,24,31,39,0,0,22,0,37,0,0,21,25,0,0,0,35,0,0,0,0,0,41,0,27,30,100,0,56
fshealth,0,0,55,0,0,0,0,0,0,0,0,0,33,25,0,0,0,0,31,0,0,42,0,0,0,0,26,0,85,33,0,0,0,0,0,27,43,0,100,43,0,20,0,0,0,0,0,0,0,23,0
mylittlepiccolo,0,0,0,0,64,0,26,52,0,51,100,0,0,0,0,0,0,0,0,0,50,0,0,0,50,0,0,0,0,0,0,0,42,0,34,0,39,32,0,0,0,0,0,22,29,0,0,0,0,0,0
peerby,63,81,88,50,56,0,0,0,0,50,100,39,34,47,38,91,51,35,43,54,0,61,31,26,52,60,37,31,0,41,62,85,0,35,38,39,30,45,0,44,52,28,32,43,40,28,48,55,24,64,58
micin,55,66,51,57,63,55,63,64,59,63,57,63,55,78,59,71,56,64,55,55,60,73,100,98,99,97,76,87,85,75,84,85,78,84,80,81,85,78,87,83,64,77,71,61,53,50,60,74,67,76,59
openbots,52,39,27,30,30,0,0,0,45,0,26,0,0,0,0,0,23,0,79,0,23,0,0,0,100,68,0,0,0,0,37,41,0,0,0,0,0,0,0,0,57,36,24,0,51,0,53,30,0,0,0
lekta,0,28,0,0,0,0,34,76,52,0,0,61,56,0,24,0,0,61,0,0,25,0,0,0,57,38,94,0,0,32,100,32,37,0,83,56,0,0,0,51,0,36,0,0,0,0,29,0,0,34,24
playhaven,0,0,71,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,34,0,31,0,0,0,0,25,47,42,0,0,0,0,0,0,0,32,49,0,0,0,50,25,100,37,0,0,0,0,84,0
energysquare,0,0,0,28,0,0,40,100,30,0,35,43,0,0,40,0,0,0,0,24,0,0,33,0,60,26,0,0,0,0,56,0,0,0,86,0,0,0,0,21,0,0,0,0,0,86,22,0,46,22,0
phylagen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,34,0,0,66,0,0,0,0
cal.com,40,38,0,42,87,61,50,34,43,54,46,65,46,73,75,78,73,62,42,73,59,45,56,70,32,69,75,41,26,96,95,49,65,84,99,97,64,69,100,53,70,36,84,58,74,69,88,58,67,48,15
tricentis,59,65,71,68,64,53,71,65,51,59,42,54,100,56,63,43,64,54,59,56,57,80,91,38,48,76,59,52,41,51,68,66,66,96,91,70,82,82,77,68,70,68,70,68,72,78,55,72,74,77,69
,30,31,31,31,36,100,40,32,32,33,32,36,32,33,33,33,32,32,32,32,33,35,32,33,32,32,33,31,31,31,31,31,32,33,32,35,33,33,34,34,33,33,33,31,32,32,32,33,30,32,31
,30,31,31,31,36,100,40,32,32,33,32,36,32,33,33,33,32,32,32,32,33,35,32,33,32,32,33,31,31,31,31,31,32,33,32,35,33,33,34,34,33,33,33,31,32,32,32,33,30,32,31
patientiq,77,0,0,33,41,44,0,29,0,0,0,0,0,0,0,0,23,34,0,0,32,0,0,27,0,0,0,0,0,0,0,38,29,0,0,0,0,34,0,29,0,0,0,52,38,100,28,28,0,0,59
cheribundi,72,59,54,71,0,21,82,31,0,39,35,83,90,52,53,100,36,44,41,46,54,32,84,0,74,0,25,16,33,25,22,53,66,72,19,39,38,51,89,70,52,20,57,47,23,51,48,37,86,44,31
mindbridge,73,48,51,53,84,85,97,78,76,100,83,60,54,65,87,44,70,76,95,52,80,48,82,39,46,43,80,53,13,58,80,44,54,68,50,62,53,68,60,51,62,53,56,47,70,88,85,78,51,69,82
gooddata,52,19,48,45,19,42,53,15,14,39,0,28,29,31,37,49,27,36,37,0,0,32,12,18,40,14,29,21,0,23,26,22,100,40,40,40,27,30,40,29,34,28,25,58,11,37,34,0,28,22,41
3clogic,0,0,0,0,0,0,37,0,0,46,43,0,0,0,100,0,76,21,0,42,34,0,0,0,33,0,0,0,34,0,0,0,0,0,0,0,45,95,0,31,0,0,0,0,31,0,58,0,0,32,27
hyperganic,37,0,70,34,56,0,28,100,0,0,36,0,0,19,0,51,0,0,56,21,0,61,46,19,0,26,0,0,0,0,0,0,44,46,0,0,23,0,62,0,0,20,0,0,36,0,0,0,23,25,0
qiibee,63,0,0,0,0,0,0,0,0,0,0,0,0,92,35,39,0,0,0,47,0,0,0,0,100,0,0,67,0,0,0,69,43,56,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0
mooveguru,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,41,0,100,0,0,0,89,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,34,42
mytime,77,80,83,68,85,77,85,78,80,92,77,90,83,80,70,87,83,87,89,81,91,91,87,84,88,84,83,91,80,100,84,82,75,89,77,80,72,75,65,62,64,62,65,55,68,65,64,57,63,59,67
beem,70,68,72,67,67,72,64,67,71,63,67,69,65,77,71,62,69,73,71,100,79,72,71,86,73,75,70,72,69,59,68,75,60,67,78,79,75,73,64,59,59,62,73,76,67,69,72,58,67,70,71
resy,66,71,67,68,75,75,71,67,70,71,70,65,59,70,68,70,71,83,69,68,78,76,78,59,72,84,83,79,89,77,82,81,81,96,100,98,76,78,77,76,79,72,77,77,78,77,93,96,90,77,71
coros,73,77,79,77,78,72,75,74,74,80,79,85,80,75,68,82,74,75,75,82,100,84,87,86,77,75,71,72,82,80,76,74,73,80,74,76,83,74,74,74,80,72,77,76,88,84,90,85,79,89,87
landscapehub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,27,76,0,0,0,0,0,0,0,0,0,0,100,0,0,57,0,28,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0
oncostem,0,0,42,25,16,0,0,0,23,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0
flashtract,0,0,0,47,0,46,47,60,81,0,0,36,0,0,31,100,0,0,27,27,37,0,49,0,0,0,0,0,0,0,45,0,28,42,0,0,70,0,59,0,28,0,0,28,41,0,0,0,0,34,63
yrefy,0,0,0,0,0,0,0,0,82,0,29,0,0,45,97,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,90,0,0,0,44,0,40,0,0,72,52,41,0,0,100,0,40,0,0,0
chatbooks,38,33,29,31,44,46,30,36,31,39,31,43,37,34,33,23,33,27,38,31,37,42,48,67,88,100,67,46,55,49,40,39,43,38,36,26,37,31,22,27,28,34,29,29,39,37,43,31,35,35,40
ebaconline,32,0,0,56,0,98,0,0,0,0,0,0,0,0,63,88,0,0,0,29,0,0,100,0,58,45,30,0,0,0,0,0,67,37,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,45
enbala,31,29,0,0,54,0,0,0,27,24,0,40,0,47,55,23,0,0,0,89,0,0,43,45,29,28,0,37,61,100,0,28,0,0,27,0,0,24,0,0,77,0,0,0,0,0,0,0,0,0,0
galgus,0,0,0,0,0,33,45,0,0,30,0,0,54,26,0,27,23,30,0,41,0,0,76,59,40,68,0,0,0,100,36,38,60,0,0,40,90,0,60,25,0,0,22,0,0,0,27,0,26,0,0
powercastco,0,62,0,100,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,30,0,0,0,0
econsult,85,81,85,84,86,79,77,73,76,73,68,61,72,65,69,75,81,78,69,66,59,67,79,70,68,73,71,79,54,100,74,68,80,80,72,74,79,72,70,62,76,76,55,73,67,69,65,65,62,59,55
macrohealth,0,39,75,0,0,100,0,0,0,0,0,0,0,91,0,0,0,0,48,0,0,83,0,0,0,92,0,0,0,0,0,0,0,0,0,41,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0
deferit,61,52,56,36,53,38,30,72,49,63,32,36,56,51,39,48,49,52,56,60,55,43,21,29,37,50,47,61,46,52,47,59,53,53,100,74,44,46,57,55,46,62,27,32,49,40,18,45,63,69,66
blackkite,0,30,0,0,53,45,0,0,0,78,0,51,43,0,0,0,0,0,41,0,38,46,29,40,33,40,0,0,28,0,33,0,0,0,37,74,28,0,100,40,0,34,0,0,0,0,0,0,73,0,0
teamstarter,48,0,0,45,0,0,0,0,0,0,0,22,0,0,0,35,0,35,77,100,0,94,0,42,52,31,0,25,41,37,0,35,50,0,0,52,24,28,22,47,57,86,0,23,54,55,0,0,43,0,0
smartscan,47,54,37,55,100,14,35,39,65,41,27,46,78,15,35,52,29,55,63,39,48,0,35,33,31,68,29,46,37,42,42,29,65,50,20,48,53,53,27,0,38,54,32,39,34,44,35,58,40,69,19
i-click,50,48,0,52,26,0,0,0,0,0,0,30,86,0,46,0,0,69,0,0,52,0,26,0,0,0,0,0,0,24,61,30,33,0,0,0,0,47,0,0,0,32,77,0,0,0,100,0,30,0,38
limejump,0,0,0,0,24,0,0,32,49,0,0,0,100,51,37,0,56,0,36,29,0,0,21,17,0,32,20,0,63,0,19,30,0,32,21,0,35,0,0,0,0,17,62,17,0,47,0,0,38,0,0
work4,43,0,0,0,30,30,0,0,0,24,45,61,46,95,40,0,0,89,36,0,55,95,54,53,37,34,60,100,0,0,0,31,26,31,0,36,59,23,69,0,0,0,97,33,81,38,33,39,37,0,40
amplify.la,0,50,0,81,0,0,0,0,0,0,0,0,0,0,100,60,0,55,0,0,72,0,39,0,0,0,0,0,52,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,32,0,0,81,0
liquidhub,0,0,0,0,0,45,0,0,0,32,0,0,0,0,0,0,0,97,35,0,0,100,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,47,30,0,0,0,0,45,46,0,0,49,0,0
nobal,66,81,59,66,71,64,70,91,61,81,70,75,84,83,100,84,90,78,82,50,86,77,87,78,66,68,71,57,53,67,79,68,47,57,55,75,81,49,68,67,58,62,52,59,60,56,51,58,55,51,51
arrayjet,0,0,0,0,0,0,34,0,0,0,0,22,0,0,37,0,0,0,0,0,100,0,0,0,0,33,0,0,0,0,0,28,0,55,35,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0
devialet,42,48,42,43,48,44,42,41,41,42,41,42,40,44,43,40,40,43,45,50,50,100,73,77,70,62,69,76,81,64,64,53,53,50,45,47,49,45,49,44,46,43,41,47,41,44,41,40,36,39,48
o8t,0,0,0,0,0,0,0,0,89,0,0,0,0,0,65,0,0,0,0,0,0,0,100,0,0,98,64,0,0,62,0,0,0,0,0,0,63,81,0,0,0,0,0,43,0,47,0,0,0,0,0
job4,0,0,76,0,28,0,0,0,0,0,0,26,31,0,0,0,0,0,0,0,0,0,54,0,64,30,45,0,0,0,26,39,27,21,24,15,0,25,0,35,0,20,68,0,17,0,0,100,19,0,15
swegan,0,60,0,0,0,0,100,44,0,0,0,50,25,0,0,31,31,0,0,27,21,0,37,0,0,0,20,23,0,23,0,34,0,0,0,0,43,0,28,0,20,0,74,0,0,0,0,0,0,0,37
xcures,0,0,0,0,0,0,17,0,0,0,0,0,0,0,21,0,0,0,0,0,34,0,0,0,0,47,0,0,0,0,0,0,0,100,0,67,0,0,0,0,0,0,0,0,0,0,19,39,0,0,0
