keyword,2022-06-19,2022-06-26,2022-07-03,2022-07-10,2022-07-17,2022-07-24,2022-07-31,2022-08-07,2022-08-14,2022-08-21,2022-08-28,2022-09-04,2022-09-11,2022-09-18,2022-09-25,2022-10-02,2022-10-09,2022-10-16,2022-10-23,2022-10-30,2022-11-06,2022-11-13,2022-11-20,2022-11-27,2022-12-04,2022-12-11,2022-12-18,2022-12-25,2023-01-01,2023-01-08,2023-01-15,2023-01-22,2023-01-29,2023-02-05,2023-02-12,2023-02-19,2023-02-26,2023-03-05,2023-03-12,2023-03-19,2023-03-26,2023-04-02,2023-04-09,2023-04-16,2023-04-23,2023-04-30,2023-05-07,2023-05-14,2023-05-21,2023-05-28,2023-06-04,2023-06-11
paradigm.co,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,39,76,0,34,0,0,0,35,83,40,0,0,0,0,0,29,0,32,0,0,0,0,0,0,0,68,0,34,75
signiant,27,19,37,53,0,41,48,39,0,64,35,64,23,86,31,39,53,67,14,0,57,48,18,49,38,14,64,35,0,63,35,64,22,35,64,61,58,26,100,34,70,26,59,42,58,18,0,33,60,51,36,28
subskribe,0,0,81,0,0,0,0,0,80,0,0,32,72,0,0,0,0,0,0,37,43,24,0,26,96,0,0,100,0,0,0,26,25,0,0,35,48,0,0,0,43,47,0,0,33,0,34,0,46,0,39,85
cybersmart,100,56,59,52,83,92,98,37,58,80,96,91,38,51,75,37,93,88,56,21,46,42,52,33,62,52,46,63,82,62,90,96,91,79,86,62,84,99,35,61,32,43,50,65,82,43,72,44,17,37,73,54
xendoo,56,0,0,0,37,38,0,0,70,91,0,0,0,0,84,0,57,66,0,0,0,0,0,100,57,50,36,79,60,39,0,0,91,0,0,0,0,0,0,61,0,0,0,46,0,70,0,52,0,53,0,0
lysto,42,72,56,37,31,50,55,100,54,89,24,36,36,0,30,0,56,0,94,18,48,49,48,48,49,0,48,56,0,35,50,48,51,35,20,42,0,31,0,29,34,68,74,82,26,28,31,40,43,26,96,26
maskott,28,57,41,0,24,21,0,27,54,0,0,25,53,60,47,48,0,100,20,29,0,64,46,59,0,63,0,25,24,76,48,0,46,49,67,0,50,45,42,0,31,0,56,22,19,23,0,55,34,23,0,0
360medics,0,0,33,0,44,0,40,0,0,30,0,46,0,56,61,0,53,0,39,49,40,0,68,58,79,0,0,48,0,0,34,58,0,0,0,0,0,0,0,75,0,35,100,0,34,0,0,0,48,30,0,0
fair.com,48,100,48,63,53,78,56,42,78,77,73,33,79,73,66,30,43,13,32,38,71,26,40,36,13,23,38,43,50,40,7,25,33,25,12,37,38,24,32,0,28,22,14,40,31,54,30,51,30,25,23,27
open.store,0,0,0,92,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,100,0,74,62,0,0,0,0,0,60,0
eyrus,0,0,45,0,51,47,23,47,0,0,0,0,44,100,23,31,0,0,0,0,46,0,33,34,0,75,0,0,33,0,0,0,0,0,40,0,58,49,26,0,36,0,0,0,0,70,0,0,0,0,0,0
ex.co,0,0,0,0,0,0,68,13,0,0,0,0,0,0,16,14,0,17,20,0,0,0,0,0,0,0,0,0,0,13,28,0,0,0,13,45,0,0,33,0,25,32,100,0,0,33,0,0,15,0,0,0
gaviti,0,31,67,0,39,55,0,0,0,68,40,0,34,0,52,46,62,30,100,0,0,0,58,0,0,0,27,0,0,0,0,0,0,0,37,0,85,47,0,51,0,0,0,44,0,0,61,0,38,0,0,0
floom,33,31,35,29,34,32,30,20,23,22,21,100,51,37,23,34,28,16,18,19,23,26,19,27,56,20,17,24,21,28,25,22,14,33,41,18,13,27,33,28,40,30,26,21,17,13,23,23,27,21,22,10
factoryfix,69,0,0,93,0,0,60,35,0,0,0,0,0,65,0,44,0,0,100,0,0,44,47,0,0,0,0,44,0,0,72,0,0,0,0,0,0,0,0,61,0,0,31,31,0,0,0,0,0,0,31,0
joinforma,0,0,0,0,18,18,26,0,100,21,0,0,0,0,0,0,0,0,0,0,0,30,21,0,0,0,0,0,0,37,63,0,27,0,0,0,34,0,0,0,23,0,49,32,0,0,0,32,0,0,0,0
adentro,89,91,90,86,88,86,85,82,83,89,92,93,82,95,90,85,89,87,88,100,97,92,80,88,81,87,89,86,82,85,81,81,95,85,86,85,92,90,86,89,94,88,90,94,93,84,81,87,90,97,90,92
namogoo,0,0,0,0,0,63,33,0,0,0,0,0,48,0,57,0,41,26,32,0,40,37,0,27,0,0,0,0,0,61,62,100,0,44,0,56,48,0,48,0,0,0,31,46,33,30,0,82,32,40,0,47
,31,30,31,34,100,38,32,31,31,31,34,31,32,31,32,31,31,30,30,32,33,31,32,30,31,33,30,29,31,32,31,31,32,31,34,33,32,32,33,33,32,32,30,32,31,30,30,30,31,31,32,31
splashthat,51,33,13,26,55,51,45,46,35,31,0,55,40,18,16,43,34,56,53,0,22,45,19,0,14,30,0,13,27,0,36,28,0,39,25,0,37,49,21,42,24,19,16,40,100,37,25,28,18,48,22,0
carbonext,16,25,34,69,49,0,23,58,37,0,26,74,41,46,55,23,33,15,25,57,21,27,46,40,0,37,22,0,100,20,0,29,32,0,39,24,36,41,35,41,43,0,0,0,0,16,48,21,0,18,0,0
vmray,73,0,44,59,0,0,0,0,0,0,0,97,32,0,86,27,0,43,0,0,0,0,26,0,81,63,74,31,0,0,57,60,26,0,0,0,0,30,0,27,0,30,27,0,0,0,0,37,0,23,0,100
collective.com,61,27,41,30,62,82,22,91,28,66,48,0,0,0,55,0,74,41,50,0,38,43,52,29,24,61,72,0,27,68,39,46,0,29,0,0,0,0,31,88,66,38,66,40,82,0,41,100,41,27,77,45
talespin,61,73,54,96,68,75,60,81,39,72,62,55,63,74,88,37,58,88,53,66,63,73,66,51,58,50,79,99,53,62,69,80,55,81,75,66,71,86,61,100,80,75,83,60,68,67,72,66,64,69,65,80
openblend,23,0,0,51,0,0,0,0,0,0,0,0,0,0,23,0,0,75,0,0,0,25,0,64,41,0,0,0,0,33,35,27,0,0,0,0,0,100,28,60,0,0,0,0,27,35,0,0,0,0,0,0
halodefense,0,100,0,0,24,0,41,0,0,0,0,0,0,0,27,0,21,0,0,0,0,0,0,0,0,0,23,23,37,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
halodefense,0,100,0,0,24,0,41,0,0,0,0,0,0,0,27,0,21,0,0,0,0,0,0,0,0,0,23,23,37,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
pretto,23,22,20,20,25,24,23,27,21,25,28,36,40,37,47,100,27,27,23,22,21,20,19,16,16,39,20,16,20,22,19,24,21,20,18,31,19,18,31,22,18,18,26,20,17,20,18,17,15,16,17,17
posthog,43,47,35,59,39,44,56,53,79,58,60,34,49,50,84,57,96,52,74,71,65,65,76,51,47,52,58,35,51,50,57,78,86,98,100,89,75,80,78,81,77,61,68,61,90,69,69,79,63,78,99,88
tagomi,28,0,29,0,77,0,0,24,38,56,51,27,29,26,56,0,40,81,21,0,23,0,24,0,40,72,26,44,0,32,54,44,47,59,45,0,28,62,93,52,48,34,21,100,29,20,44,34,0,25,0,43
globality,46,50,70,24,29,34,42,34,0,48,91,69,88,86,78,71,57,57,71,64,51,29,89,68,88,46,60,36,46,57,69,90,91,58,47,45,100,85,82,40,72,38,44,54,71,66,57,60,66,40,48,21
airware,23,0,19,52,82,62,48,0,46,33,0,81,97,0,20,45,48,25,54,0,100,43,0,0,0,63,0,82,18,0,0,40,48,66,52,28,48,22,63,53,50,53,23,38,83,26,34,44,22,0,30,54
healthcare,92,90,82,89,90,89,91,90,91,96,89,88,92,93,94,95,90,83,89,90,89,95,72,92,90,86,71,70,91,98,94,98,100,99,97,91,97,93,91,97,93,94,92,93,90,93,89,91,88,84,92,98
connext,70,61,63,61,61,60,56,57,61,60,64,65,69,60,67,57,63,70,59,61,66,60,60,54,59,77,71,100,75,71,69,65,74,65,57,69,68,70,67,65,66,68,58,66,68,61,66,59,69,72,71,76
withyouwithme,31,0,75,0,55,100,0,100,0,0,0,0,61,42,28,51,95,40,23,31,0,0,33,44,43,30,34,0,71,0,30,39,44,0,0,27,56,0,46,0,41,0,25,0,0,0,0,0,0,57,0,46
zeleros,45,62,0,32,0,0,25,0,68,0,0,38,0,0,34,100,42,67,0,38,0,0,27,0,0,29,0,23,24,27,0,0,45,34,21,0,28,0,74,34,0,0,28,0,40,32,31,0,57,0,37,0
landed.com,0,0,0,0,49,0,0,0,0,0,0,0,71,67,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,54,45,0,0,41,100,0,45,0,0,0,0,0,0,0
neofinancial,26,28,74,35,36,42,37,26,0,51,29,0,0,0,26,0,0,25,57,75,0,0,0,0,0,53,52,60,0,52,0,0,0,32,0,38,31,27,25,46,0,0,0,100,0,0,29,0,0,0,0,34
superpayments,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,51,0,0,0,0,0,0,39,0,0,100,0,0,0,0,0,0,51,66,69,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0
phantom.app,0,100,0,0,50,0,0,0,0,0,48,50,35,0,0,48,0,66,0,64,0,0,0,0,0,0,0,0,32,0,0,26,0,0,0,0,41,0,0,0,0,0,0,0,0,0,22,0,22,0,0,34
okendo,100,36,77,69,64,48,35,33,36,47,44,46,32,43,49,32,51,28,19,36,42,24,26,29,23,50,15,80,26,26,36,22,24,25,50,42,38,29,36,47,42,39,39,31,45,29,47,24,15,36,46,46
bookingkit,51,43,50,67,54,0,31,29,47,57,38,50,0,0,89,0,83,33,49,93,55,63,33,32,0,0,45,0,36,37,0,21,31,24,56,100,23,0,22,24,39,58,24,73,50,27,0,77,0,0,39,36
cielo24,0,0,100,48,0,0,0,0,0,59,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,51,0,0,0,0,0,0,0,0,80,52,0,0,49,0,0,46,0,0,0,0,0
commsignia,0,0,0,0,0,60,21,0,68,0,30,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,58,0,0,0,64,0,38,41,0,0,0,0,27,0,20,0,100,30,0,46,39,24,0,48
logrocket,71,62,72,53,77,62,65,80,78,65,79,86,78,90,58,53,78,49,77,66,59,100,74,71,58,70,87,50,66,57,42,100,77,82,51,88,46,57,92,66,65,61,70,47,53,55,65,55,56,83,60,56
playerslounge,0,0,0,0,0,0,59,0,0,28,0,0,52,0,0,0,0,59,43,0,0,0,0,0,0,0,57,41,0,0,42,0,0,0,0,46,26,58,92,100,57,0,0,0,0,0,0,0,0,70,0,0
golightyear,28,0,0,0,0,0,0,38,0,0,0,100,0,0,0,0,99,21,26,0,0,0,25,0,49,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,29
scribehow,44,27,93,30,11,31,30,9,14,24,25,27,16,61,36,46,35,31,28,11,19,56,38,79,44,38,51,40,44,51,31,54,45,52,33,100,61,55,30,37,99,40,37,38,36,47,59,61,29,43,42,73
eyecontrol,0,0,0,54,0,0,0,0,0,0,0,0,0,0,45,47,0,42,0,0,0,0,0,0,0,36,0,0,0,0,86,27,50,0,0,39,0,41,0,0,27,0,39,0,36,0,0,0,100,0,0,0
darktrace,59,42,38,55,52,49,50,54,100,79,52,86,60,55,52,53,48,50,50,41,46,54,43,42,44,47,40,25,38,58,55,47,97,65,59,56,59,59,50,49,49,44,47,43,41,44,53,35,54,43,50,59
ontic,44,29,20,56,70,28,29,40,39,26,25,35,15,19,24,18,39,26,51,42,39,51,100,61,66,64,21,21,49,40,39,26,33,48,44,55,29,42,37,35,49,34,25,19,26,31,19,33,24,27,27,28
medarrive,70,39,25,0,87,0,0,38,27,0,0,0,26,0,0,37,0,0,0,0,0,0,0,0,25,0,0,0,0,41,100,0,0,0,0,0,0,0,0,24,55,24,42,20,0,0,63,38,0,0,55,37
lifespark,0,16,23,52,69,41,59,0,76,34,16,28,98,78,0,61,29,83,78,46,32,67,0,54,45,43,49,66,58,63,38,68,42,38,17,19,54,38,50,46,54,66,38,43,100,70,39,63,34,43,57,49
tsolife,0,32,0,0,27,0,0,0,0,0,0,0,0,31,100,0,0,28,0,0,24,21,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0
smoove,44,41,44,44,46,46,42,41,44,75,44,49,44,43,37,39,42,38,38,57,64,47,41,42,44,74,63,53,52,100,52,50,48,39,42,42,45,56,40,39,35,40,38,40,37,38,36,34,43,35,42,38
patientpay,0,0,0,0,0,0,0,100,56,0,0,0,0,0,0,0,31,51,0,0,0,0,0,0,0,0,0,0,0,40,53,0,0,29,41,0,0,0,0,0,0,0,0,0,27,0,0,27,0,62,0,0
tryhampr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,14,0,16,0,15,0,0,0,100,0,0,16,0,0,0,0,0,0,0,0,31,12,0,0,0,0,0,0,0
snappr,71,85,43,77,72,78,93,86,42,64,71,96,93,71,55,94,82,64,52,69,67,66,41,63,49,91,20,66,41,67,66,40,55,45,58,34,44,67,69,50,62,55,59,51,88,56,70,65,31,59,87,100
parrable,0,0,0,8,0,0,0,8,18,18,28,0,27,100,29,7,15,10,0,8,34,87,36,24,59,21,7,39,0,30,25,22,0,12,7,16,13,0,13,0,22,26,14,14,24,0,0,20,21,19,15,0
ororatech,52,0,0,0,0,0,0,0,20,0,0,0,0,0,0,26,0,0,0,0,0,0,0,34,45,19,0,0,26,37,100,18,0,0,21,0,0,0,0,0,0,0,0,0,0,0,23,17,0,18,19,29
aviso.com,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,38,0,0,63,0,61,0,0,0,65,0,100,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0
viakoo,0,62,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,49,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,80,84,0,0,0,100,0,0,0,0,0
diamondfoundry,0,0,0,0,68,32,0,0,0,0,100,0,0,0,68,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,40,42,0,95,0,0,35,0,0,0,52,0,0,97,0,37,0,0,0
quandela,0,21,36,0,0,27,0,0,50,0,0,0,41,21,33,63,41,56,40,32,63,49,50,45,29,0,0,0,42,18,0,0,48,0,0,0,0,0,37,0,17,47,0,100,0,33,0,0,43,40,0,0
deep6,0,0,0,0,50,0,0,46,39,0,0,20,35,33,0,74,0,20,0,0,29,0,85,32,61,0,35,37,0,0,100,24,44,0,0,86,28,0,0,0,0,34,24,0,0,24,35,0,47,33,0,0
pensando,96,94,98,90,87,83,88,95,91,93,98,94,100,91,93,92,89,90,93,89,89,91,85,80,75,85,73,73,70,73,73,73,75,71,77,77,83,86,91,91,93,84,93,94,91,85,88,85,91,91,86,82
okta,91,78,74,80,83,86,83,87,85,88,100,80,82,78,85,78,77,85,81,85,83,82,62,82,79,79,75,53,80,82,90,91,83,84,83,81,89,83,67,82,82,78,75,79,83,74,76,67,77,82,86,87
starmind,36,0,0,43,34,21,0,46,0,0,0,55,0,0,0,0,0,0,21,0,0,0,0,0,0,0,61,35,38,45,42,0,0,0,94,22,0,0,73,0,41,0,0,0,0,0,0,0,0,0,100,0
paymongo,67,43,57,27,32,31,61,42,100,55,54,50,43,29,44,9,31,49,18,29,18,34,37,42,29,36,37,31,31,27,33,56,40,47,43,29,34,33,51,43,33,27,38,33,40,28,41,47,50,44,59,21
brightpearl,60,84,78,84,100,37,65,56,42,90,48,67,72,82,61,66,69,55,70,50,72,43,38,26,38,45,26,60,51,52,73,57,54,31,75,59,55,80,32,43,74,47,40,46,59,36,44,52,44,59,43,59
,31,30,31,34,100,38,32,31,31,31,34,31,32,31,32,31,31,30,30,32,33,31,32,30,31,33,30,29,31,32,31,31,32,31,34,33,32,32,33,33,32,32,30,32,31,30,30,30,31,31,32,31
daily-harvest,100,0,53,65,0,0,0,0,57,97,0,35,0,0,0,47,0,0,39,0,39,47,0,66,0,60,0,0,0,0,0,73,0,0,0,0,0,36,46,0,44,0,32,0,0,0,0,0,0,0,36,0
span.io,0,0,0,0,80,0,0,0,0,77,34,0,0,0,35,48,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,42,29,0,32,0,75,100,0,52,0,0,0,0,0,0,0,0,54,32,0
saleswhale,100,0,0,0,0,0,39,0,0,0,77,34,48,0,0,26,0,0,33,0,0,0,0,43,0,0,0,88,0,0,0,0,0,53,0,0,0,42,0,27,0,0,0,0,74,48,0,0,0,99,0,0
voxelcloud,0,0,0,0,0,0,0,0,0,0,0,74,92,58,0,0,100,79,55,0,0,0,95,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
splendidspoon,0,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,100,0,0,0,0,0,0,0,0,0,26,0,28,39,0,47,0,0,0,0,77,28,0,0,23,0,38,0,0,0,0
autocrypt,0,0,0,0,31,35,0,0,21,0,37,34,0,0,0,0,22,0,0,45,0,22,0,42,35,0,0,0,0,67,0,0,0,0,22,0,26,0,0,100,0,47,0,0,0,0,0,0,0,0,0,0
getmeez,34,33,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,50,0,26,0,70,45,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,48,0,0,0,100,0,0,0,0,0,0,50
coinfirm,100,0,0,0,46,34,0,52,0,0,34,0,78,38,22,0,0,36,0,96,0,99,44,41,22,27,0,0,0,48,25,74,54,0,0,0,30,0,27,0,36,0,21,0,81,0,0,0,0,0,0,0
taxjar,42,100,56,70,69,76,66,54,82,68,63,60,26,52,50,44,39,37,32,44,42,58,19,51,50,63,25,37,59,58,53,64,66,46,39,66,57,72,63,51,50,50,25,59,47,37,28,32,46,33,37,72
xamarin,100,96,90,85,92,82,91,85,82,90,89,81,79,88,77,73,79,80,74,70,73,73,73,72,75,67,68,59,65,70,62,72,74,71,65,73,68,72,67,66,65,61,58,60,58,52,56,59,55,56,54,61
factual.com,0,0,66,0,0,48,0,0,0,0,0,0,0,0,0,0,0,89,0,0,89,0,0,0,80,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0
sevone,25,32,40,37,48,0,0,0,27,46,18,53,0,33,0,0,37,58,0,41,0,40,67,18,0,29,0,18,72,0,18,29,0,0,0,31,48,26,37,57,100,36,0,47,0,74,41,25,0,35,16,19
shippio,54,0,0,39,16,30,28,24,28,19,19,30,31,20,34,23,100,0,38,27,26,36,0,20,19,49,59,0,25,18,20,35,71,41,0,45,35,55,29,0,0,52,37,72,0,37,23,22,54,24,0,0
hashtagpaid,0,0,0,0,0,0,52,0,0,0,0,31,0,0,0,0,41,0,0,0,0,0,0,0,100,0,0,0,27,0,29,0,35,0,0,50,22,0,0,0,0,0,56,0,37,0,0,0,0,0,36,0
rabc,26,87,83,71,100,60,50,68,53,57,49,54,62,43,48,53,68,50,38,47,46,0,62,52,55,23,59,0,99,50,47,53,47,56,46,56,18,55,40,48,43,50,68,58,48,86,53,60,58,59,61,66
juro,99,92,90,82,91,82,100,100,89,91,95,88,95,92,97,80,87,84,97,84,84,78,71,67,73,73,66,74,73,74,72,68,76,69,75,71,69,71,82,82,86,75,76,79,80,75,76,74,75,74,73,73
pulsara,29,63,47,100,0,39,86,18,30,64,41,60,25,0,32,90,51,17,32,47,41,33,49,38,0,84,81,48,49,83,91,47,48,52,0,43,55,69,53,24,79,57,22,32,38,36,58,28,0,0,46,72
verix,58,48,71,65,79,84,71,73,72,72,45,55,22,46,72,36,64,98,28,35,38,58,41,52,43,58,44,68,48,39,0,44,51,33,32,72,33,44,45,19,70,15,100,78,76,95,72,44,64,56,49,46
getmaple,0,54,0,24,0,0,0,0,0,26,31,0,0,0,0,40,0,74,100,0,49,26,0,24,28,75,0,0,55,35,0,0,0,37,33,48,0,49,62,0,21,0,0,61,45,52,0,56,0,0,39,0
infinicept,0,0,0,0,0,37,0,100,46,54,0,0,0,18,0,32,0,63,0,19,0,0,0,24,26,0,25,0,26,0,0,34,47,37,55,37,28,39,45,0,0,0,41,0,0,0,40,0,0,0,22,29
bellabeat,25,34,27,84,45,25,43,49,50,58,54,23,26,16,39,26,47,57,27,49,41,61,32,40,60,40,61,44,40,56,41,100,53,26,45,55,50,77,26,47,29,31,41,34,41,28,64,62,31,31,27,23
paloaltonetworks,0,26,0,100,0,28,83,0,50,0,58,46,78,0,67,20,45,33,27,0,47,40,0,37,0,58,38,0,41,0,0,0,0,48,53,37,54,23,75,34,35,29,40,0,57,29,70,24,66,46,0,59
celestia,96,89,100,95,100,96,92,98,95,94,90,91,80,86,78,81,72,86,81,95,90,77,77,81,79,86,85,89,87,84,79,88,80,81,79,85,77,89,74,78,81,74,78,75,78,77,73,68,74,73,78,84
odaseva,49,0,83,61,39,0,0,0,36,35,59,0,0,0,41,0,0,36,75,0,34,29,100,0,73,0,0,86,0,72,0,34,30,47,0,27,44,26,0,0,42,0,26,41,0,52,49,36,0,30,43,0
haulio,0,22,0,16,0,37,100,0,0,42,49,0,0,22,20,17,0,0,0,0,15,20,0,0,0,21,26,37,32,0,36,24,21,39,28,0,27,0,26,0,26,0,0,17,20,0,0,19,18,0,0,0
shoppable,62,73,60,45,67,53,90,84,54,56,60,31,53,58,47,83,61,53,84,100,50,64,70,75,41,73,52,25,20,59,54,83,88,18,70,77,76,56,67,66,65,52,73,47,96,54,59,56,90,25,70,44
vin,66,62,66,64,67,68,93,71,70,67,67,66,65,70,68,70,70,67,70,71,70,71,67,70,72,79,100,95,75,69,66,67,68,65,72,73,69,67,66,73,67,66,64,67,67,68,71,77,82,72,69,70
refurbed,48,50,52,56,51,51,51,49,51,49,49,57,61,62,69,68,57,59,64,59,65,76,100,72,68,66,53,73,76,71,70,67,58,65,55,65,68,58,66,67,65,57,58,54,56,56,53,54,49,54,51,55
maisonette.com,0,29,0,0,0,0,0,0,0,0,43,0,0,0,37,0,36,0,0,43,0,0,0,0,0,30,100,0,0,0,0,33,0,0,0,0,0,65,0,0,0,0,0,0,24,0,0,0,38,0,0,0
vault12,0,0,0,0,0,0,0,0,0,0,0,0,43,0,51,0,0,25,0,41,0,31,0,0,0,0,0,0,0,0,0,0,100,0,0,0,57,0,0,0,0,0,0,41,0,0,71,0,0,0,57,46
bssl,24,40,100,17,32,30,0,0,17,38,34,35,45,47,23,40,0,18,16,27,0,24,0,0,0,69,22,0,0,21,38,0,0,33,44,69,0,35,22,17,24,0,0,42,15,16,17,34,0,58,0,0
blackbuffalo,55,25,55,0,0,0,0,0,53,0,0,64,39,0,0,0,0,0,0,0,0,100,0,0,0,0,0,24,68,31,22,21,31,0,38,21,0,0,28,0,0,0,0,0,0,0,0,0,77,0,0,0
skyselect,100,0,0,0,0,35,0,0,0,74,69,46,0,0,0,0,41,0,0,51,26,0,0,33,0,0,62,0,0,0,87,63,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,34,46
nexben,0,0,0,61,0,66,0,24,0,67,0,100,0,0,0,46,71,0,28,49,0,0,0,0,0,88,32,0,34,0,0,0,38,24,0,0,39,0,0,0,0,0,0,0,0,38,27,0,0,0,25,0
merlinjobs,0,0,0,0,0,32,0,53,0,0,37,0,0,0,40,0,0,0,100,0,0,0,0,0,0,0,0,38,0,32,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,38,0
connexpay,0,30,0,31,36,0,0,0,24,31,0,0,0,0,0,0,27,38,34,0,0,0,0,0,0,0,23,65,0,0,0,22,58,0,26,0,0,0,0,0,0,100,21,36,0,0,0,0,16,0,0,43
symb,58,76,64,62,53,57,62,68,61,60,71,68,86,77,84,79,84,56,76,77,67,100,59,99,52,54,62,58,53,62,54,67,48,75,85,80,77,86,53,55,82,54,62,60,78,76,64,70,67,59,62,43
geneyx,0,0,0,0,23,45,0,0,0,0,35,0,19,0,0,17,0,0,0,22,0,18,0,29,35,29,0,0,39,0,0,0,0,0,49,0,0,0,0,39,0,33,0,0,0,0,27,0,0,0,0,100
pathmentalhealth,0,0,0,0,0,0,0,100,56,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,35,0,0,0,0,36,0,0,0,0,0,0,0,0
genedx,43,54,51,61,48,67,23,58,49,58,60,12,72,45,52,35,74,39,56,28,46,50,22,33,69,60,35,17,56,93,67,84,83,78,68,84,95,64,43,94,78,63,55,84,66,70,100,81,59,58,70,85
dolead,0,45,0,0,26,100,28,0,0,81,82,43,0,0,38,0,28,33,33,0,0,0,0,0,0,0,85,36,68,43,0,27,0,0,36,42,0,0,25,0,0,0,0,44,0,0,59,44,0,0,36,85
lahaus,38,46,100,38,43,51,71,42,43,37,50,55,68,18,52,0,16,69,61,27,15,0,0,17,0,32,0,0,0,36,94,21,0,0,18,45,22,37,18,17,62,61,24,15,0,63,48,0,38,33,0,0
devoted.com,0,0,0,0,100,0,0,0,0,0,70,0,0,0,27,49,0,0,0,0,62,0,0,0,28,39,0,0,0,23,0,0,32,0,0,0,0,24,0,31,0,0,0,27,0,53,24,0,0,0,0,73
addionics,0,0,91,0,0,0,87,26,0,0,0,0,0,21,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,26,44,100,0,0,91,41,20,26,0,0,0,43,0,0,0,48,38
getaccept,67,54,63,49,63,40,20,71,62,39,0,62,29,67,69,37,88,52,66,69,55,75,67,100,47,39,35,34,30,74,72,64,71,68,65,49,66,47,93,41,82,12,48,37,39,31,32,60,57,82,51,36
jointempest,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,41,0,100,0,0,0,0,0,0,77,68,0,0,0,35,0
fixmo,0,0,0,0,0,0,0,0,0,0,0,0,88,42,0,0,36,100,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,92,0,0,0,0,0,0
purestorage,36,50,59,63,40,71,44,59,73,45,41,33,66,71,49,54,52,72,61,53,54,63,57,51,78,53,51,17,59,70,55,57,53,38,60,57,41,63,79,33,62,47,35,60,88,61,40,58,49,61,63,100
channable,56,58,31,32,51,41,32,44,52,36,44,48,52,0,39,42,71,72,61,54,57,68,56,49,75,44,76,41,44,59,77,52,59,49,53,67,53,62,72,84,71,68,52,84,50,77,61,44,100,36,53,64
themoin,0,0,0,0,0,100,0,0,74,0,0,0,38,0,0,0,37,73,0,39,0,0,0,0,0,0,0,48,0,0,33,0,0,0,0,36,0,56,0,65,0,0,88,0,0,0,0,0,0,0,0,0
1health,100,0,0,0,50,73,46,0,0,39,62,29,23,80,46,0,0,51,100,38,0,26,29,0,38,60,38,0,0,0,0,38,69,0,62,47,0,0,0,34,74,0,0,41,93,0,38,0,38,44,35,0
astra,95,94,94,91,97,91,97,97,100,97,92,93,95,95,92,90,94,92,90,90,92,94,90,91,88,96,88,92,95,94,92,94,98,89,94,99,95,91,96,99,95,94,89,94,93,88,94,91,89,92,92,98
canceriq,0,0,0,0,81,0,0,48,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,84,49,0,0,0,0,0,0,42,0
linear.app,80,0,0,100,0,0,43,0,0,96,0,0,0,0,0,91,51,54,35,100,0,0,98,27,75,0,0,0,39,46,0,0,0,0,43,0,0,85,34,96,69,43,70,44,48,0,0,0,42,52,0,0
