,2022-06-12,2022-06-19,2022-06-26,2022-07-03,2022-07-10,2022-07-17,2022-07-24,2022-07-31,2022-08-07,2022-08-14,2022-08-21,2022-08-28,2022-09-04,2022-09-11,2022-09-18,2022-09-25,2022-10-02,2022-10-09,2022-10-16,2022-10-23,2022-10-30,2022-11-06,2022-11-13,2022-11-20,2022-11-27,2022-12-04,2022-12-11,2022-12-18,2022-12-25,2023-01-01,2023-01-08,2023-01-15,2023-01-22,2023-01-29,2023-02-05,2023-02-12,2023-02-19,2023-02-26,2023-03-05,2023-03-12,2023-03-19,2023-03-26,2023-04-02,2023-04-09,2023-04-16,2023-04-23,2023-04-30,2023-05-07,2023-05-14,2023-05-21,2023-05-28
gamefam,13,22,9,7,11,13,0,0,7,5,0,9,12,9,0,7,0,0,0,0,9,5,5,10,0,10,100,54,24,20,27,10,0,7,14,27,14,36,18,18,10,16,15,48,54,9,32,11,8,23,13
,29,30,30,30,33,100,35,30,29,31,31,33,31,31,31,30,31,31,29,30,31,34,31,31,29,29,30,30,29,30,30,31,31,30,30,32,32,31,31,32,32,30,31,30,31,30,29,30,29,29,30
statsbomb,62,55,36,40,65,73,77,26,92,100,61,52,19,90,100,48,0,41,49,32,62,62,52,50,61,35,35,66,32,34,42,40,53,51,49,61,23,40,22,70,0,33,49,72,38,49,53,41,44,60,57
highwing,0,6,15,27,0,14,15,11,0,6,8,0,14,0,0,7,6,0,10,0,0,0,6,6,0,0,0,7,0,7,0,0,10,8,9,97,100,59,38,39,28,21,0,19,24,15,8,21,17,13,20
100ms,51,57,58,43,46,84,95,65,57,62,83,77,75,67,64,62,48,100,78,51,62,81,69,79,75,77,85,72,48,46,38,67,59,63,62,85,77,49,72,87,70,66,57,56,52,59,49,61,57,73,52
photodigm,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,34,77,0,98,63,0,93,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,64,0,67,0,48,0,0,0,46,0,0
hinted,42,59,74,50,58,86,63,79,67,76,92,78,62,100,39,56,57,66,79,83,65,63,79,52,58,57,53,51,40,61,52,77,61,83,66,54,56,84,65,97,35,65,62,79,99,71,61,60,58,77,84
forcare,0,100,39,0,0,0,94,71,0,34,0,39,81,70,0,40,98,0,0,66,92,60,54,0,0,29,0,0,97,62,0,82,31,0,29,46,0,58,0,0,0,28,43,79,44,0,58,0,76,0,42
goals101,0,28,0,0,0,0,0,0,0,0,0,0,47,30,0,0,0,100,0,0,26,0,0,56,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,26,0,0,0
eatstreet,56,100,65,81,80,80,62,64,55,62,57,58,51,78,59,65,63,68,58,74,54,55,44,51,77,50,76,73,60,35,46,66,38,55,47,42,51,47,50,44,80,38,44,33,67,37,44,37,67,58,36
capna,0,78,45,44,0,0,0,39,33,0,0,0,0,36,31,0,62,37,0,0,95,79,52,49,0,100,39,0,41,0,35,0,0,79,32,0,79,53,29,0,69,42,60,30,36,25,63,0,41,0,44
mopro,57,67,43,67,0,82,34,42,63,100,44,48,25,48,55,68,70,44,32,34,63,27,27,59,29,61,36,70,71,96,92,28,17,52,76,57,61,34,89,54,53,0,50,33,67,29,65,77,75,54,57
solv,91,61,97,66,76,75,58,79,79,97,88,88,93,99,89,82,91,94,75,83,83,100,82,81,90,84,69,76,79,74,85,84,89,73,70,68,89,88,83,98,86,100,80,91,91,89,98,92,92,78,94
startupitalia,0,21,56,0,0,27,0,0,0,24,0,0,21,0,28,0,26,0,0,0,35,0,0,43,0,0,34,41,0,0,63,20,0,29,20,0,100,0,23,0,32,0,0,45,23,37,0,0,0,0,0
carewell,66,68,61,58,55,55,54,61,51,51,58,54,58,60,56,56,42,67,58,38,67,90,89,77,75,90,100,87,89,98,84,83,79,95,80,72,65,69,60,81,80,79,77,78,81,96,94,82,82,75,83
caroobi,0,0,0,0,0,0,0,58,0,0,0,39,99,0,0,0,0,0,71,0,0,0,0,0,0,0,43,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,33,0,25,0,0,0,0,0
spoqa,0,38,0,0,0,91,0,0,0,32,0,63,38,0,79,68,34,0,36,100,0,0,51,69,51,0,94,0,0,0,82,43,0,0,0,71,40,0,0,0,0,67,43,0,0,30,0,43,0,63,33
ggwp,59,65,70,67,60,62,63,64,59,62,64,52,53,51,42,44,51,50,62,52,55,53,56,52,51,66,67,84,62,56,64,68,57,59,56,67,58,49,59,42,53,58,56,52,54,43,54,46,100,74,62
boundless.com,0,0,0,59,0,35,0,100,0,35,33,0,0,0,34,28,37,0,46,0,0,0,0,0,0,0,0,87,0,0,0,0,0,46,0,38,0,30,0,0,0,0,0,0,0,0,0,0,0,46,0
appman,43,72,100,0,0,58,36,35,98,25,38,32,0,98,14,0,32,0,45,17,0,26,66,15,16,14,18,0,0,22,60,33,0,41,17,35,26,23,0,23,0,0,0,16,0,51,32,0,47,0,35
referrals,80,83,80,74,78,86,80,79,89,84,79,68,84,80,85,87,82,81,82,86,79,89,85,70,70,94,80,100,47,69,90,82,91,91,96,88,82,92,85,84,88,86,79,77,88,84,82,92,84,83,86
truxnow,0,0,100,0,35,0,29,0,0,0,0,0,0,0,0,39,0,84,41,38,0,0,0,57,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,88,0,0,0
achronix,54,0,0,0,0,0,45,0,26,0,49,25,0,0,100,39,39,48,40,0,31,0,0,28,0,0,25,98,0,25,0,0,0,30,42,33,0,49,29,45,83,0,64,69,51,28,23,29,38,44,32
projector.com,44,0,0,44,0,0,0,26,0,0,0,0,30,0,0,41,22,0,36,100,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0
foxquilt,44,59,0,40,36,0,41,0,74,40,0,0,100,0,0,60,0,0,0,0,47,36,0,0,41,0,0,0,0,0,39,0,32,0,51,0,0,45,0,0,0,32,0,0,68,45,40,0,0,33,0
boxunion,0,0,0,31,0,46,0,0,0,18,0,20,0,0,0,0,0,0,0,18,100,0,0,0,17,0,25,44,0,34,36,0,0,0,55,0,19,76,0,0,0,0,0,20,0,22,43,28,0,17,0
masteryconnect,6,3,1,1,1,0,2,5,11,23,49,59,58,78,87,80,84,78,85,100,81,66,100,24,76,90,96,19,0,39,86,85,79,71,80,70,63,82,90,51,71,75,65,33,61,52,47,39,36,24,12
aerofs,68,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,46,38,0,0,0,37,0,0,0,94,0,100,0,0,0,0,0,0,0,0,34,0,0,0,0,82,0,0,0,0,41
curimeta,0,0,0,58,27,0,0,0,92,0,0,100,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,27,0,0,0,0,0,0,31,0,0,0,0,32,0,0,24,21,0,29,0,0,0,0
alucio,0,0,0,21,0,0,0,0,44,0,37,0,41,0,0,0,65,0,0,0,36,25,0,23,0,36,0,0,0,46,46,33,0,0,0,0,0,0,0,21,0,0,0,0,24,0,0,0,0,100,36
groupsolver,89,75,0,0,0,0,0,0,0,95,0,0,0,0,0,0,100,0,0,0,0,72,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,64,0,78,0,0,0
,29,30,30,30,33,100,35,30,29,31,31,33,31,31,31,30,31,31,29,30,31,34,31,31,29,29,30,30,29,30,30,31,31,30,30,32,32,31,31,32,32,30,31,30,31,30,29,30,29,29,30
orchestria,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,47,40,0,0,31,0,0,0,20,0,28,0,0,30,0,0,0,0,0,0,34,0,100,0,0,25,0,0,0,0,59,0,28,0
invocap,0,86,0,51,98,0,46,0,0,0,0,0,0,0,0,22,23,0,0,0,0,0,0,0,40,44,0,0,0,0,100,0,0,0,63,24,0,25,0,0,0,31,0,21,26,27,0,0,0,0,0
joinzoe,11,23,14,0,0,37,0,0,13,0,0,0,0,23,0,0,33,14,0,0,100,0,0,0,0,0,0,0,89,0,13,21,0,0,0,0,0,0,17,14,17,40,36,24,0,44,18,15,14,10,0
tenantbase,0,0,0,0,33,21,0,0,0,0,0,0,100,15,0,0,0,0,0,0,0,25,0,0,12,0,0,0,13,0,0,0,0,16,12,0,0,0,0,0,0,44,0,0,0,0,0,0,0,42,0
chilisleep,100,88,77,51,61,68,63,56,53,55,60,66,46,12,38,33,16,22,19,34,19,10,23,34,28,16,22,35,41,8,22,11,15,26,0,17,9,12,16,14,23,14,24,28,21,15,18,19,24,36,37
kahoot,64,58,43,32,28,29,23,25,34,47,57,70,75,89,90,89,90,89,87,84,84,83,93,67,84,86,100,83,22,39,75,73,79,78,84,83,67,82,82,75,80,86,56,56,74,76,67,74,73,73,61
truecar,96,96,88,88,88,96,92,98,92,100,78,96,91,88,85,93,86,85,80,87,72,81,84,74,77,77,77,71,94,94,87,86,100,97,89,90,94,89,91,78,78,77,85,89,80,82,82,84,81,90,86
axlehire,62,56,89,30,35,72,52,51,55,56,88,61,60,38,32,80,76,39,50,20,64,46,64,60,45,17,36,32,30,71,64,57,60,41,32,62,96,66,84,29,41,24,37,0,34,73,68,45,51,100,55
tophatter,80,62,93,67,100,90,68,85,60,62,51,68,23,34,50,51,32,49,67,38,56,97,44,90,60,30,49,58,86,48,45,28,34,57,28,41,42,38,18,23,35,29,13,17,10,36,39,23,37,54,10
builtin,71,72,71,82,72,64,67,70,77,67,84,79,78,67,79,73,86,81,74,77,86,86,73,75,84,74,73,65,73,72,93,87,90,81,100,76,87,89,82,85,76,78,82,86,80,90,76,78,67,85,79
tumblr,97,99,98,97,100,100,96,97,98,94,89,91,93,86,84,87,86,83,85,85,93,96,93,82,78,79,78,85,89,89,83,83,83,80,77,80,81,75,75,71,74,74,76,75,72,73,74,73,76,71,73
teemo,82,86,87,83,92,91,95,100,87,86,87,88,85,81,84,84,85,76,69,71,81,77,81,75,72,69,56,59,61,65,65,66,58,65,55,54,65,55,57,54,63,64,58,53,59,64,62,54,52,52,58
,29,30,30,30,33,100,35,30,29,31,31,33,31,31,31,30,31,31,29,30,31,34,31,31,29,29,30,30,29,30,30,31,31,30,30,32,32,31,31,32,32,30,31,30,31,30,29,30,29,29,30
booksy,76,92,89,92,92,97,89,98,99,90,94,81,81,78,79,85,89,88,77,84,85,73,88,75,85,89,92,79,76,88,90,85,90,87,89,91,88,91,92,85,91,92,94,92,93,100,89,96,91,98,97
hellothinkster,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,45,0,0,0,22,21,0,16,0,0,100,45,0,0,29,0,0,0,0,0,25,0,0,0,22,20
nutonomy,0,35,0,0,0,0,62,0,0,0,0,0,37,0,55,42,0,0,53,100,0,60,0,0,0,85,0,0,0,0,52,44,0,0,37,63,79,0,0,0,0,0,0,0,33,0,99,0,0,0,0
cosemi,0,0,0,78,0,0,80,0,0,76,33,0,0,0,0,0,0,94,43,0,72,0,27,27,41,0,0,0,0,100,45,0,0,0,0,0,0,0,0,27,0,0,0,0,0,30,0,0,0,0,31
apiiro,0,0,25,0,21,44,0,0,0,0,20,23,18,0,98,60,0,27,40,35,79,34,49,23,32,53,19,0,52,19,0,0,100,31,41,13,24,30,25,0,0,31,0,24,16,15,0,54,17,26,38
nabsys,0,38,0,0,0,0,0,0,0,100,0,0,68,0,21,0,46,68,0,32,0,36,0,60,0,0,0,0,39,0,0,0,26,54,0,0,29,0,0,18,0,0,0,0,27,0,0,0,40,0,0
invaio,45,0,0,0,48,0,0,59,0,32,0,0,61,0,0,92,0,41,39,0,0,97,0,0,0,0,0,0,36,0,26,68,32,0,46,47,0,0,0,0,100,0,26,0,0,0,0,0,0,48,0
gobbler.com,55,0,59,0,0,0,0,0,0,0,0,0,0,65,0,55,0,0,0,0,61,0,100,0,0,0,0,0,58,0,40,0,0,0,87,0,0,0,0,45,0,0,0,0,0,0,0,0,49,0,0
medisapiens,0,68,0,0,0,0,0,0,0,0,0,82,0,68,0,43,0,0,0,0,58,0,0,0,100,0,0,49,0,0,0,0,48,0,0,0,0,0,79,0,0,0,97,0,0,0,0,0,0,0,0
viatec,22,54,52,29,48,60,63,77,82,65,24,71,41,48,58,46,56,21,52,49,55,12,26,67,35,73,41,52,39,45,58,58,51,85,44,73,87,43,60,60,87,63,57,100,51,60,71,81,40,82,58
cygnvs,0,38,26,29,0,0,0,0,35,0,29,0,0,25,0,51,0,0,28,33,0,0,0,0,0,0,0,0,0,0,37,0,87,45,0,38,0,0,0,0,100,0,0,0,0,0,42,0,100,0,0
daosquare,0,41,41,0,69,0,28,0,0,0,0,0,38,0,0,0,0,0,0,19,0,0,0,0,0,0,0,59,0,39,0,0,0,0,0,21,100,0,0,0,0,19,0,0,0,0,0,25,0,21,0
hungryharvest,0,0,0,0,37,47,57,0,0,0,0,0,41,35,0,0,0,0,0,0,0,0,0,0,47,20,19,0,25,100,0,88,20,0,0,0,0,0,36,0,0,0,0,0,0,20,0,0,0,0,0
craif,49,44,43,50,49,86,49,43,0,46,49,42,100,81,70,85,61,72,72,79,38,52,38,55,49,45,59,68,67,39,54,65,74,32,70,54,68,47,39,49,45,54,53,65,46,54,58,45,45,58,84
vaionic,0,53,45,46,0,0,0,0,0,58,0,0,63,100,0,0,0,0,0,0,0,55,0,0,0,0,55,0,0,0,0,65,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,62,0
sequretek,0,62,0,35,0,55,0,100,26,26,0,23,0,53,24,0,0,0,67,0,0,0,0,40,43,0,42,45,0,0,0,84,23,0,0,24,0,64,39,20,32,0,23,0,0,21,0,0,0,0,23
remix.com,57,33,20,37,32,36,12,14,84,24,11,55,88,75,12,51,100,71,19,12,14,42,38,50,42,46,34,50,98,61,39,26,16,47,18,71,45,58,38,29,0,47,14,31,27,53,48,22,38,38,15
labote,0,0,42,0,25,21,0,30,0,0,0,29,16,100,68,0,15,47,0,20,0,25,0,23,19,20,0,0,0,21,40,25,24,0,0,0,15,0,29,0,0,0,25,0,33,25,55,15,17,17,39
payzello,0,0,35,36,0,0,0,0,0,0,0,47,0,0,0,51,0,70,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,59,0,0,100,0,0,0,73,0,0,0
arctop,0,0,43,100,0,76,0,0,41,0,0,0,0,0,0,0,0,0,0,75,83,37,0,0,0,73,0,0,0,0,44,0,0,0,0,0,0,0,54,0,59,0,0,0,87,0,39,0,37,0,0
kineuphorics,24,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,34,0,30,41,100,0,60,0,0,0,0,0,0,0,0,22,0,0,0,44,63,33,0,21,0,0,0,0
sensibel,63,70,60,68,77,78,59,84,69,61,59,74,81,64,75,89,65,74,82,62,64,79,74,81,61,78,82,70,65,83,93,78,93,100,75,67,63,58,83,75,84,91,80,59,77,70,74,72,74,75,60
swypcard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,100,36,0,0,44,0,0,0,0,0,0,0,0
valyria,2,2,3,4,4,6,5,5,7,8,59,100,46,31,34,38,35,52,38,60,44,24,17,12,10,10,9,10,11,10,8,6,6,8,8,6,6,5,7,7,4,6,6,4,8,7,6,4,6,6,6
arvoia,0,0,0,0,0,0,0,85,0,51,0,0,0,0,0,0,0,0,42,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
homebay,69,0,55,0,0,0,0,0,0,0,59,50,0,41,100,0,62,0,0,0,0,0,0,32,0,0,38,0,0,0,0,51,0,0,77,0,0,0,49,0,0,0,45,0,0,85,0,0,65,0,0
himalaya,89,94,92,96,97,94,90,95,91,91,93,90,96,94,99,96,89,97,88,85,99,95,93,93,89,89,91,97,98,93,89,91,86,92,91,91,96,95,87,100,92,85,87,90,83,88,92,93,88,88,89
connectpayusa,0,0,0,0,0,45,0,0,92,83,0,0,0,61,0,48,0,0,0,0,89,0,0,0,0,0,0,0,54,37,0,0,0,0,0,0,61,0,0,0,100,0,0,0,0,0,0,37,0,0,0
,29,30,30,30,33,100,35,30,29,31,31,33,31,31,31,30,31,31,29,30,31,34,31,31,29,29,30,30,29,30,30,31,31,30,30,32,32,31,31,32,32,30,31,30,31,30,29,30,29,29,30
getcarv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,54,93,0,98,0,0,0,0,0,0,0,0,0,0,0,61,0,38,100,59,0,0,37,0,0,0,0,0,0,0,0,0
aikon,78,85,78,78,97,100,73,87,76,68,91,72,77,69,74,82,68,64,60,66,82,74,78,66,63,82,46,76,74,67,72,84,60,75,67,68,73,71,57,68,70,67,59,63,73,70,75,56,52,61,65
brillen,88,92,90,91,89,93,87,90,93,82,89,86,85,82,80,74,73,76,85,81,85,79,86,84,80,77,76,75,89,100,94,99,96,98,92,97,96,92,90,93,93,88,82,86,89,88,88,85,79,85,90
toolio,78,0,24,0,0,41,0,47,0,0,76,0,36,54,0,0,0,0,76,56,0,0,29,0,0,23,0,56,38,0,0,0,39,0,26,25,0,24,38,100,52,50,0,0,37,66,57,40,30,23,53
advent,3,3,3,3,4,3,4,4,4,5,5,6,7,9,10,13,16,18,19,22,32,39,46,59,100,65,47,32,13,7,5,4,4,4,4,4,4,4,4,3,4,3,3,4,3,3,3,3,3,3,3
fatiguescience,0,0,0,0,0,0,0,0,0,0,38,0,0,0,37,0,0,100,35,0,0,42,0,49,0,0,41,0,0,0,0,0,0,0,16,0,0,0,0,0,0,30,0,0,0,0,20,0,0,0,18
leocare,87,53,67,100,73,89,50,81,64,45,45,97,73,68,82,76,78,52,73,34,83,59,92,57,56,85,80,74,59,64,65,66,63,69,56,56,74,77,70,59,72,64,63,46,62,50,55,65,58,63,49
aviasales,48,54,53,53,50,51,48,49,44,52,42,39,41,38,100,81,46,40,42,38,41,40,41,40,38,37,34,35,34,34,39,41,40,43,39,39,38,38,38,42,42,42,41,42,41,40,39,36,44,42,43
wellnessfx,0,0,0,33,0,0,0,0,32,0,30,0,0,0,67,0,0,56,0,0,0,45,0,0,0,34,0,0,75,0,64,0,0,29,0,38,0,100,48,28,0,0,0,32,0,0,0,91,0,63,0
rosslyn,47,47,48,44,42,52,46,48,45,52,51,49,51,46,45,42,45,44,44,44,49,46,44,38,37,41,42,33,32,42,41,48,44,41,48,46,43,44,47,47,100,46,44,46,43,40,47,42,44,42,45
trinkerr,74,82,0,83,0,61,47,59,74,82,82,0,0,41,72,0,50,43,48,27,0,75,69,56,43,57,0,52,55,94,0,0,56,100,0,0,0,35,50,0,80,38,72,69,0,56,45,23,43,0,58
amaro,68,67,76,70,82,70,75,72,77,79,75,74,68,65,67,64,70,64,65,69,62,67,63,72,68,66,71,71,67,67,71,74,67,66,64,61,100,62,60,62,65,63,60,61,58,59,61,64,60,63,64
tecotec,33,0,30,0,25,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,31,0,0,48,35,0,27,24,0,59,0,0,0,0,39,0,53,67,41,0,0,0,27,0,0,0,100,0
fluidtruck,23,61,0,39,0,32,0,32,23,45,0,28,0,0,0,0,0,0,26,0,0,26,0,0,22,0,0,0,0,0,0,0,0,0,23,40,0,36,0,0,0,0,0,0,100,0,0,0,0,0,0
tranzax,0,0,61,0,89,39,0,40,0,0,0,51,83,0,0,0,0,0,0,0,51,0,0,43,0,0,33,0,34,68,0,0,0,0,59,56,0,0,100,0,0,73,0,0,0,0,36,59,0,0,0
