,2022-06-12,2022-06-19,2022-06-26,2022-07-03,2022-07-10,2022-07-17,2022-07-24,2022-07-31,2022-08-07,2022-08-14,2022-08-21,2022-08-28,2022-09-04,2022-09-11,2022-09-18,2022-09-25,2022-10-02,2022-10-09,2022-10-16,2022-10-23,2022-10-30,2022-11-06,2022-11-13,2022-11-20,2022-11-27,2022-12-04,2022-12-11,2022-12-18,2022-12-25,2023-01-01,2023-01-08,2023-01-15,2023-01-22,2023-01-29,2023-02-05,2023-02-12,2023-02-19,2023-02-26,2023-03-05,2023-03-12,2023-03-19,2023-03-26,2023-04-02,2023-04-09,2023-04-16,2023-04-23,2023-04-30,2023-05-07,2023-05-14,2023-05-21,2023-05-28
cbr,99,100,99,95,92,94,91,91,96,90,94,94,87,82,90,88,83,86,86,92,86,79,81,74,73,74,76,74,74,85,88,80,85,84,78,84,88,84,84,85,89,88,85,82,90,88,92,95,88,95,94
spacee,42,70,67,54,53,74,42,34,35,30,50,74,21,44,50,88,55,49,42,84,100,39,65,24,77,71,76,66,61,70,21,65,38,88,93,54,62,67,74,77,49,63,67,84,63,72,79,56,71,56,34
ansarada,45,71,85,53,50,85,67,71,40,69,60,35,59,37,25,58,35,100,55,57,52,40,58,61,31,40,49,53,9,30,34,54,37,56,59,67,78,56,56,48,59,55,49,47,60,59,30,74,58,69,43
blackcloak,0,75,0,0,0,0,0,46,0,0,0,0,46,0,0,71,0,34,43,0,0,0,0,44,18,0,87,0,0,0,31,83,88,0,0,0,26,29,36,27,20,0,27,0,25,0,0,0,0,100,0
osmosis.org,59,59,30,48,0,29,60,46,17,22,37,64,0,61,100,38,54,17,85,54,46,58,56,41,47,0,49,0,0,27,43,33,26,46,29,77,0,29,54,29,34,43,0,39,26,35,34,31,41,0,67
vertiia,0,0,64,25,0,0,0,0,0,0,0,25,24,0,0,45,0,0,0,0,29,32,0,0,0,0,100,0,0,78,0,0,0,0,0,0,0,61,23,46,30,0,42,31,0,0,31,0,60,35,0
javln,0,0,0,80,0,30,0,63,45,60,0,70,0,100,27,52,0,0,0,0,74,0,33,0,0,67,42,0,0,0,0,0,0,0,0,49,0,0,0,45,34,32,0,40,0,0,0,0,0,61,61
xenex,52,44,37,47,50,47,47,44,74,61,65,37,74,65,42,36,52,63,73,43,49,59,49,70,32,97,36,46,49,48,84,55,68,73,72,51,59,44,62,51,88,59,100,40,34,34,34,94,77,76,41
litescape,0,0,0,46,0,65,65,42,0,0,0,0,100,0,0,43,0,83,0,83,37,0,0,0,34,0,0,0,0,37,46,0,0,67,0,0,0,0,0,0,66,0,79,0,0,0,0,0,0,0,36
gridwiz,0,0,83,0,0,0,0,0,0,64,44,39,0,0,0,0,0,94,0,0,31,0,0,100,0,0,38,46,45,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,39,89,0
simplyhired,40,40,40,41,57,46,51,51,42,46,41,41,40,44,49,47,57,86,68,62,58,59,62,51,60,58,53,49,59,54,60,60,67,66,63,60,53,54,60,51,55,63,69,65,67,100,77,79,70,83,68
myfellow,0,0,0,0,0,0,0,0,0,0,0,0,41,0,100,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0
andieswim,0,63,39,28,24,61,100,81,0,61,47,36,0,44,45,94,0,38,0,43,0,0,0,0,42,0,0,0,62,0,46,0,29,27,0,0,0,0,34,60,40,100,33,61,0,0,0,78,0,0,72
fraction.com,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,35,0,33,0,26,0,0,43,100,0,0,0,27,0,0,0,90,0,0,49,0,0,44,0,0,0,0,0,0,0,0,0,0,0,23
fracttal,48,100,64,74,51,56,56,84,92,37,62,93,45,11,98,68,55,81,78,86,18,57,84,66,54,57,60,65,26,61,39,37,34,79,83,69,88,98,64,72,81,100,80,81,91,88,34,81,85,97,96
spinchip,0,0,0,0,0,0,74,0,73,0,72,49,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0
unchained.com,0,0,0,51,0,66,18,0,0,0,0,0,24,0,0,0,0,0,0,0,0,42,0,0,0,0,0,28,0,0,100,0,33,0,0,35,0,18,0,0,0,24,0,0,0,0,0,0,0,0,0
civicconnect,0,0,0,0,0,91,100,0,0,0,0,0,33,0,63,0,0,0,0,62,0,0,0,74,0,59,80,0,0,38,34,50,0,0,0,0,0,0,0,0,38,0,0,0,0,0,72,0,0,45,0
,30,31,30,31,35,100,41,31,31,32,31,35,31,32,32,32,32,31,31,32,34,34,33,32,30,31,32,31,30,32,31,30,31,33,31,34,33,32,32,33,32,32,33,31,32,30,31,31,30,30,32
makers,82,93,82,80,88,85,85,82,84,80,89,87,80,86,91,86,90,93,90,83,93,98,97,98,97,98,95,95,91,90,100,99,96,98,92,99,99,94,98,85,84,88,82,87,93,89,92,84,82,82,78
infinitus,70,70,57,78,56,60,65,93,65,100,53,53,56,45,52,67,70,80,59,60,66,66,64,80,77,59,71,55,35,59,52,45,60,57,83,73,79,75,64,56,77,37,53,59,80,69,81,73,65,60,79
siamab,0,40,0,0,0,27,0,0,0,0,0,0,0,100,23,0,0,0,0,0,56,0,47,70,41,0,0,70,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
akur8,22,0,0,51,0,0,58,35,0,100,0,0,0,40,48,0,22,39,32,0,22,0,0,0,25,50,0,0,22,0,0,89,0,0,0,45,28,0,17,32,35,27,0,0,0,0,49,25,46,18,25
dolarapp,0,65,79,0,0,0,30,81,30,0,34,0,0,0,0,38,34,0,0,45,36,0,31,31,0,0,0,39,0,0,0,0,0,100,0,31,87,31,94,68,97,56,98,64,30,85,0,50,0,24,25
grcs,26,63,33,39,100,48,27,33,52,49,47,49,35,65,27,40,58,49,39,59,19,49,30,34,38,46,33,38,45,41,59,54,34,29,56,45,44,38,62,28,72,44,24,73,45,23,60,56,35,36,21
,30,31,30,31,35,100,41,31,31,32,31,35,31,32,32,32,32,31,31,32,34,34,33,32,30,31,32,31,30,32,31,30,31,33,31,34,33,32,32,33,32,32,33,31,32,30,31,31,30,30,32
agrivi,0,0,38,55,19,0,0,0,0,0,100,52,0,17,0,26,18,0,32,0,18,0,0,0,0,38,0,44,23,18,65,18,76,0,0,0,0,24,20,0,0,0,0,80,0,0,0,27,34,66,0
rentalbeast,51,0,34,0,0,0,0,0,49,36,60,0,0,49,39,33,0,0,0,38,0,0,0,31,0,35,0,0,42,0,0,0,0,0,69,100,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0
alertenterprise,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,100,0,0,0,0,42,0,0,0,0,0,0,0,34,32,43,71,41,0,0,0,0,0,0,0,0
motivps,0,0,0,0,0,0,0,0,42,0,67,77,0,0,28,0,0,0,58,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,100,0,0,44,0,0,0,0,38,0,28,0,0
motivps,0,0,0,0,0,0,0,0,42,0,67,77,0,0,28,0,0,0,58,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,100,0,0,44,0,0,0,0,38,0,28,0,0
netsertive,0,0,52,0,39,0,0,46,0,0,0,100,33,42,37,0,32,0,32,0,0,0,0,0,31,0,0,0,0,27,40,0,54,0,0,0,0,0,0,46,0,26,0,0,26,0,0,51,0,0,0
zembula,0,0,19,0,0,17,38,0,15,0,0,16,0,25,31,0,0,42,0,27,0,0,20,0,0,0,0,0,0,0,15,0,0,39,100,0,0,17,0,39,0,0,0,0,0,0,0,0,0,0,0
cym,35,37,44,41,38,37,34,34,34,42,37,36,37,35,43,34,39,37,35,37,37,39,38,34,33,33,42,38,33,37,39,39,34,45,39,42,45,32,43,40,40,38,48,40,100,42,32,34,43,39,38
tripp,90,86,88,87,93,96,94,95,87,93,98,90,84,84,84,87,82,82,75,78,88,80,87,100,79,76,69,66,92,99,91,90,89,88,82,82,86,89,87,83,86,81,83,80,87,88,78,80,79,75,76
fei.money,0,0,49,0,0,0,0,0,0,0,0,100,0,67,0,0,83,55,0,0,0,0,0,0,0,0,0,0,78,0,0,81,0,0,0,0,44,0,70,0,0,0,0,0,0,0,0,0,0,99,0
nomoko,49,0,72,0,0,57,100,30,0,26,0,0,35,0,0,0,0,29,30,0,0,0,0,55,42,86,27,0,0,0,0,97,88,0,0,0,0,39,30,0,0,32,0,0,71,0,0,0,0,0,33
affinio,0,0,0,0,47,63,0,0,0,0,0,100,77,0,0,0,0,0,0,0,48,96,0,0,0,0,0,49,0,78,0,40,0,0,0,0,0,0,0,0,0,0,81,48,0,0,0,48,72,0,0
capturi,48,0,0,37,30,0,22,50,0,50,0,0,0,0,39,46,0,24,43,37,27,50,18,24,0,0,48,30,19,88,30,27,21,42,39,0,0,36,36,0,22,38,0,0,0,37,0,28,64,100,18
bumped,45,45,42,40,41,45,38,80,88,64,66,59,57,53,61,61,52,56,55,50,54,50,47,48,46,46,50,46,50,42,49,48,49,52,51,52,51,52,55,49,59,100,61,63,56,53,53,48,54,54,53
grove.co,32,0,54,0,0,0,0,0,48,0,44,0,29,0,0,0,90,85,32,48,0,0,0,0,0,0,100,33,0,0,0,0,0,0,0,0,0,0,40,0,0,0,48,0,90,0,0,0,0,0,70
vivoom,0,0,0,0,100,0,0,82,0,0,0,0,0,44,40,59,0,36,30,0,0,0,0,0,0,0,49,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0
auterion,0,43,0,42,45,0,26,0,0,35,30,0,37,0,0,44,0,33,17,0,0,40,100,27,0,0,28,30,0,0,37,0,18,0,41,39,0,0,42,35,0,32,0,17,49,21,0,42,31,40,18
elinvar,100,0,0,0,0,0,0,0,0,88,0,0,63,35,0,0,0,69,37,58,0,0,63,0,0,51,0,0,0,0,67,0,0,71,0,0,0,0,0,77,53,0,34,68,0,0,0,0,0,0,73
ceipal,69,99,78,66,83,82,100,94,92,84,80,90,77,86,94,88,85,78,73,60,84,83,77,66,66,81,83,63,48,66,71,64,61,70,83,86,74,72,65,74,60,74,73,76,69,74,61,51,76,68,56
fr,91,95,93,95,85,87,90,88,85,87,89,87,86,91,91,91,91,100,93,95,91,96,92,89,92,90,89,89,87,91,92,92,94,95,90,83,90,88,87,86,86,90,88,88,92,88,91,89,84,89,92
nicandzoe,0,48,0,0,0,0,0,0,100,0,28,0,20,0,16,31,0,19,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
translarity,0,0,0,0,0,33,0,0,63,0,0,0,0,0,0,0,33,0,0,28,28,0,0,56,0,0,0,32,45,39,0,0,100,0,0,0,35,0,42,24,0,24,0,0,0,0,0,0,0,33,67
shiftwizard,51,48,48,50,0,51,71,42,60,43,72,57,48,43,62,59,45,26,42,57,71,70,0,79,67,59,37,61,43,45,70,62,36,30,90,0,82,74,55,68,39,100,74,47,53,79,41,90,46,59,44
ukio,62,65,61,60,82,56,56,60,71,69,74,69,71,65,82,56,66,67,63,66,55,64,79,92,49,57,57,58,68,73,71,76,77,73,86,92,74,88,68,77,92,83,91,81,71,100,72,72,90,86,79
healthfinch,0,0,0,43,0,0,0,35,52,0,0,0,35,0,0,90,57,0,100,0,0,0,0,0,0,0,0,0,28,0,0,34,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
karexpert,0,0,30,27,0,47,31,100,0,0,0,0,22,0,0,0,0,48,0,43,0,0,0,30,0,0,0,0,34,18,19,16,0,32,16,0,0,0,21,0,0,0,0,0,0,25,0,19,0,22,0
bienici,68,81,85,88,71,86,88,85,89,94,100,83,81,75,90,79,71,92,65,79,80,75,73,59,72,48,46,36,53,63,66,66,67,63,61,65,70,60,70,76,77,74,78,79,72,82,64,85,74,76,83
fretlink,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,24,57,38,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,100,27,0,0,53,0,0,0,0,0,0,0,0,0,0
synedgen,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,53,45,0,0,0,0,0,0,100,0,0,0,29,0,0,0,0,0,35,0,0,0,0,0,45,86,0,0,0
peachd,26,0,0,29,0,0,0,0,0,0,0,0,36,24,0,0,17,0,75,100,15,28,45,51,44,0,32,24,0,39,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,23,0,51,16
peachd,26,0,0,29,0,0,0,0,0,0,0,0,36,24,0,0,17,0,75,100,15,28,45,51,44,0,32,24,0,39,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,23,0,51,16
elmodis,0,0,0,0,0,0,0,0,0,0,0,0,0,100,49,0,0,0,93,52,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0
sunamp,45,14,13,15,27,22,10,10,32,29,100,45,31,31,16,11,14,24,21,29,46,34,40,21,57,31,0,15,0,33,38,9,21,0,35,0,18,31,54,19,37,35,0,22,12,55,9,16,25,21,0
hackerearth,73,76,87,79,81,90,88,86,83,100,93,90,80,80,71,71,63,78,59,53,79,68,62,59,57,60,49,47,42,68,51,51,47,48,47,52,57,60,43,41,53,48,41,44,50,54,38,41,41,40,38
stage.in,75,0,0,0,0,100,0,0,0,0,0,0,0,32,0,0,0,0,0,60,0,0,0,0,0,0,0,0,56,0,0,0,51,0,0,0,48,0,0,47,96,0,40,0,0,0,38,0,0,0,0
pullrequest,35,47,46,81,44,24,48,72,59,44,56,0,39,28,18,35,77,32,67,52,42,18,37,100,42,41,0,37,0,24,67,0,23,89,19,42,47,35,70,46,80,27,56,38,37,0,41,57,39,15,28
kumovis,0,0,100,0,0,49,0,0,0,0,0,44,0,0,0,0,0,52,33,0,0,28,0,36,0,0,0,0,50,48,32,0,69,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0
flippa,79,59,60,78,83,86,71,91,81,73,80,80,76,76,83,73,91,92,85,75,84,82,100,77,81,88,88,77,88,81,91,74,75,76,78,77,91,72,79,77,76,81,91,81,96,91,83,67,65,63,72
itsaugust,0,0,0,46,33,0,0,53,53,92,38,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,100,47,0,28,0,0,0,0,0,28,0,0,74,0,43,0,30,0,35,27,61
itchpet,0,0,0,0,0,0,0,37,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,31,0,0,0,33,0,0,0,100,26,0,0,0,20,27,0,49,0,0,23,28
amilia,84,87,75,85,85,77,85,93,87,83,81,87,81,75,82,77,79,83,76,75,78,74,81,84,78,79,83,69,67,82,77,75,77,77,73,100,79,85,92,76,82,84,74,75,89,83,76,79,79,72,78
converus,25,26,0,0,0,0,37,0,0,0,0,0,100,35,0,0,0,0,0,0,0,0,60,0,0,0,0,85,0,34,0,0,0,0,0,26,0,0,0,0,0,88,0,22,45,0,45,32,0,0,51
toysub,0,0,0,42,25,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,37,0,100,0,25,51,0,0,0,0,29,0,0,30,0,0,91,30,0,0,0,0,0,24,0,0,29,0,0,0
promoboxx,0,32,0,0,26,0,25,52,55,34,0,0,0,53,57,0,37,25,0,0,0,25,52,0,0,21,0,0,0,29,0,0,63,0,32,0,69,46,0,33,21,0,100,0,48,81,57,0,33,25,22
crossengage,0,46,0,49,0,20,0,0,62,0,100,0,0,0,0,0,0,0,0,41,19,0,0,50,34,0,0,0,0,0,19,0,0,0,0,25,42,0,0,0,0,0,26,34,0,0,20,0,0,19,0
ecoplant,48,21,39,66,17,57,23,0,11,52,65,51,34,31,44,0,18,36,36,44,0,41,100,40,42,31,38,43,0,61,56,38,32,41,46,31,50,20,36,35,54,86,45,54,39,74,43,77,77,39,46
velocidata,0,45,0,0,0,50,0,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,29,0,31,0,0,0,0,0,0,0,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
virnect,0,0,73,0,0,0,0,0,0,0,0,0,0,70,0,0,0,100,0,0,67,61,80,0,0,71,0,0,0,0,0,0,54,0,0,0,0,0,0,0,50,52,0,0,0,0,0,0,0,0,0
bainsight,0,0,0,20,54,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,27,0,0,0,0,0,0,0,0,0,25,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,30,31,30,31,35,100,41,31,31,32,31,35,31,32,32,32,32,31,31,32,34,34,33,32,30,31,32,31,30,32,31,30,31,33,31,34,33,32,32,33,32,32,33,31,32,30,31,31,30,30,32
jeeny,60,33,60,60,62,57,48,56,61,76,66,71,67,62,57,62,61,68,42,100,57,58,81,62,57,47,81,65,85,45,61,63,44,53,78,58,59,30,53,50,38,50,72,98,63,56,42,76,74,84,55
freeform,15,16,16,15,17,15,15,14,15,15,15,18,17,18,18,28,32,27,22,31,27,20,21,22,31,33,96,73,59,52,59,100,76,49,39,38,50,59,52,47,45,40,31,31,30,32,29,28,29,27,26
moneytap,49,75,67,74,64,60,77,62,77,57,100,33,64,59,48,61,43,42,56,30,70,56,62,46,29,40,48,69,38,58,48,34,33,53,52,29,42,39,50,53,46,36,46,78,38,65,54,70,54,43,47
olivia,10,11,11,10,10,10,11,10,100,17,15,13,18,11,12,12,11,11,14,11,10,16,12,11,9,10,9,8,10,13,12,11,10,10,9,9,10,10,9,10,9,9,9,8,9,9,10,8,8,9,9
bankifi,38,0,0,0,74,79,0,0,0,0,0,55,67,67,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,42,0,100,45,0,0
masaischool,0,0,0,0,0,30,0,53,0,45,0,0,27,0,28,0,67,0,85,0,58,0,29,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,24,65,29,0,100,0
qwilr,35,29,29,51,36,77,37,22,43,13,31,60,59,42,39,49,88,60,100,54,71,56,63,52,31,34,42,33,27,30,39,33,34,62,44,70,41,52,48,35,50,71,45,54,47,31,43,55,56,39,38
myieva,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,81,0,89,0,35,0,0,0,0,37,0,0,0,0,0,0,0,0,0,73,0,0,0,0,33,0,40,0,0,0,68,45,0,0,36,0
creditvidya,42,48,40,89,51,0,45,64,26,0,26,0,23,0,0,30,42,0,41,0,0,21,60,0,93,65,0,0,0,34,0,49,42,39,0,0,21,0,30,25,100,45,69,22,0,0,26,0,42,25,58
peerspot,0,29,0,74,41,20,0,20,0,45,31,0,0,0,0,0,0,41,65,38,54,0,0,0,0,0,44,0,0,0,21,0,0,0,0,19,43,0,23,30,0,19,30,0,0,100,28,19,31,48,0
partybid,37,0,0,0,0,0,0,0,0,78,0,0,0,100,0,0,72,0,33,0,0,0,0,0,0,0,0,42,47,0,0,0,0,69,0,78,0,0,59,0,0,0,0,82,0,0,0,0,40,0,0
evrythng,26,24,26,0,100,0,0,0,0,0,0,0,38,0,51,30,0,0,23,0,0,56,26,81,0,23,0,46,0,0,0,0,31,0,43,0,35,0,0,21,0,0,0,0,24,0,28,0,0,69,0
bookwitty,0,0,43,52,0,0,0,0,0,0,73,0,0,0,0,0,42,0,0,0,0,0,0,49,0,0,0,0,100,0,0,0,0,0,94,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0
coverhound,0,0,32,0,0,61,0,0,0,0,20,25,56,19,0,47,0,0,29,0,39,0,0,0,0,0,0,21,23,0,0,0,20,0,19,0,0,27,20,0,0,0,0,0,0,0,0,0,0,100,0
happiercamper,100,37,0,0,0,67,0,0,49,70,76,40,0,34,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,41,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0
xtrachef,85,52,28,52,67,97,24,54,36,0,25,38,21,42,46,64,43,59,68,52,0,0,0,0,93,38,62,20,28,62,0,0,37,100,0,0,51,95,0,29,67,57,89,77,0,22,32,22,64,36,0
qordoba,0,0,27,46,0,0,0,43,0,0,22,0,0,0,0,0,0,97,0,40,0,0,0,0,0,0,0,0,0,64,0,0,36,0,0,24,24,0,0,30,22,0,0,0,0,0,33,0,100,0,0
silexica,0,0,0,0,0,0,0,0,0,77,0,54,0,0,24,0,0,0,0,0,0,0,0,25,0,0,0,100,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0
owwn,49,91,77,40,96,57,33,82,54,18,0,28,52,38,19,42,19,65,28,60,0,18,78,81,100,36,0,36,42,73,50,45,31,22,22,29,46,0,55,49,48,40,66,46,60,53,42,39,95,33,42
naritiv,100,0,0,0,0,0,0,0,0,47,0,100,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,77,0,0,0,88,54,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0
tebiki,76,57,43,0,63,93,49,0,69,0,53,47,29,0,47,0,0,43,51,36,49,40,68,0,43,39,0,24,43,0,57,30,36,91,88,67,0,80,100,48,64,41,67,0,23,71,0,0,22,0,66
idana,38,32,36,48,56,67,56,46,57,62,57,77,60,81,71,95,83,54,77,59,73,53,65,37,50,56,58,72,66,61,64,49,46,58,40,45,44,36,37,49,54,100,51,52,54,41,50,46,45,41,36
