,2022-06-12,2022-06-19,2022-06-26,2022-07-03,2022-07-10,2022-07-17,2022-07-24,2022-07-31,2022-08-07,2022-08-14,2022-08-21,2022-08-28,2022-09-04,2022-09-11,2022-09-18,2022-09-25,2022-10-02,2022-10-09,2022-10-16,2022-10-23,2022-10-30,2022-11-06,2022-11-13,2022-11-20,2022-11-27,2022-12-04,2022-12-11,2022-12-18,2022-12-25,2023-01-01,2023-01-08,2023-01-15,2023-01-22,2023-01-29,2023-02-05,2023-02-12,2023-02-19,2023-02-26,2023-03-05,2023-03-12,2023-03-19,2023-03-26,2023-04-02,2023-04-09,2023-04-16,2023-04-23,2023-04-30,2023-05-07,2023-05-14,2023-05-21,2023-05-28
penthera,31,35,0,0,43,56,0,0,0,35,0,48,37,0,0,42,0,61,0,0,0,35,0,0,0,0,100,51,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,37,0,0,0,0,0
socialtoaster,0,0,0,0,0,0,0,0,0,0,0,0,0,22,20,0,0,0,0,0,0,45,0,0,0,26,27,57,0,0,0,0,31,0,0,0,0,33,47,20,24,0,37,17,0,0,0,29,46,0,100
omrt,0,52,100,0,0,53,0,0,0,0,0,0,0,0,0,37,0,25,0,59,41,0,46,37,0,0,33,86,0,0,22,0,45,0,0,0,0,52,42,0,0,0,0,0,34,84,36,28,49,0,0
thinksurance,0,0,34,50,100,0,0,0,18,0,0,0,39,0,0,0,0,0,0,0,0,0,21,19,0,0,0,0,0,0,0,25,45,0,42,26,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0
bytelearn,0,0,0,71,58,100,0,0,0,0,84,32,0,0,0,0,49,53,0,0,0,38,0,0,67,74,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,43,0,0,47,0,0,52
radixdlt,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,74,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,100,0,58,0,0,0,0,74
mighty.com,0,0,0,0,0,0,0,0,24,20,0,0,0,0,0,27,0,0,0,0,51,33,0,0,20,34,40,0,0,0,20,28,42,53,18,34,0,0,0,0,29,0,18,0,0,50,100,21,0,0,54
convegenius,35,17,26,38,21,71,14,54,41,45,100,91,40,36,50,0,19,36,72,0,27,11,27,12,33,29,39,27,42,0,10,19,41,0,0,10,0,0,0,0,18,0,22,31,20,11,0,20,13,0,32
applicaster,0,62,0,78,0,0,0,0,0,0,0,0,0,0,38,0,0,100,37,59,0,0,42,0,52,0,0,0,0,0,47,0,0,0,0,34,0,0,0,0,34,0,0,0,57,0,0,0,0,0,0
anrok,100,0,41,0,0,27,56,31,0,60,33,0,76,0,23,24,31,40,0,42,40,39,0,0,81,96,0,0,0,0,31,40,0,0,53,0,0,0,82,0,54,0,44,0,0,0,68,0,0,60,0
vesttoo,0,0,96,36,0,41,0,28,0,0,31,0,86,0,28,40,0,31,0,100,0,30,20,20,17,0,17,0,24,0,46,0,81,49,0,46,0,32,39,0,21,34,16,64,0,18,81,31,84,36,0
fincura,0,29,0,0,29,30,0,0,0,52,69,0,0,0,50,0,0,0,0,33,0,0,0,0,0,43,0,0,0,0,0,100,0,0,38,0,65,0,0,0,0,0,0,22,0,0,53,0,0,0,0
solarmonkey,0,0,0,77,0,0,0,0,0,0,30,0,0,0,0,32,30,0,27,0,45,0,0,0,88,0,0,67,0,54,0,0,0,0,0,40,0,64,0,0,0,0,0,27,0,100,43,26,0,51,0
embodied,56,61,52,55,49,46,51,42,57,58,63,69,82,79,88,95,94,100,98,85,76,85,87,70,80,80,76,52,34,51,66,73,78,79,70,74,78,75,85,77,88,77,70,75,75,68,69,83,65,70,62
skupos,0,0,20,0,28,0,58,0,30,0,19,33,0,42,29,42,0,0,0,46,35,0,0,0,46,69,32,0,0,0,0,26,48,44,81,32,31,0,52,45,28,63,64,0,42,0,100,46,92,0,49
vian,99,99,96,72,67,65,69,69,69,66,72,83,83,88,84,97,93,100,91,77,86,89,98,83,86,83,93,81,88,90,86,89,85,96,81,78,85,80,86,81,84,81,80,88,73,79,81,94,85,91,95
maven,93,99,89,93,97,99,89,88,87,82,86,82,84,91,92,85,78,86,90,83,94,91,94,82,87,85,89,85,65,79,85,89,89,97,94,91,100,99,97,97,95,98,88,87,97,91,74,86,82,89,79
redbaycoffee,0,0,0,0,0,0,30,0,100,41,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,61,0,25,0,0,0,0,0,0,0,0,0,0,0
rrr,44,39,37,32,29,32,28,28,40,53,28,25,24,24,26,21,23,21,22,23,19,18,20,16,16,17,18,21,25,26,55,40,48,32,25,23,25,31,28,100,38,28,25,19,21,27,20,17,15,22,16
documo,0,21,100,0,52,45,58,30,0,69,50,0,0,57,24,19,65,23,27,0,47,37,58,0,65,17,27,45,28,26,21,19,31,0,0,28,25,21,17,0,17,0,73,0,63,23,36,0,18,34,18
learnvest,0,38,0,0,0,0,0,43,0,0,42,0,0,0,0,0,0,0,44,0,53,0,88,0,0,44,0,100,0,0,0,0,0,94,0,70,0,0,0,0,0,65,34,31,42,0,0,0,0,0,0
omnystudio,39,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,26,21,0,0,53,0,100,25,0,0,32,0,34,67,0,0,0,0,0,61,0,0,0,34,22,0,0,0,0,0,21,0,0,0
weconvene,43,0,100,0,0,0,0,0,89,63,71,0,40,67,0,66,0,0,0,0,40,0,0,0,0,0,0,54,0,51,0,36,0,77,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0
smartcat,67,72,68,43,53,43,52,54,43,45,41,51,73,97,76,82,86,89,68,81,70,80,76,89,100,89,92,76,30,67,100,71,74,83,95,74,89,93,75,92,97,78,66,67,84,69,71,82,64,79,70
yapily,59,40,0,45,100,22,38,41,38,0,79,20,54,68,48,58,84,75,51,18,42,45,27,25,37,40,29,48,0,0,39,50,72,22,0,77,31,32,0,65,45,41,23,35,42,56,0,0,39,18,0
voatz,53,0,0,0,38,0,0,0,0,38,38,56,0,82,0,0,58,0,41,0,38,0,0,0,58,40,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,100,92,0,0,0,0,0,0,0
lumigo,37,52,0,83,100,80,98,73,34,0,93,0,30,0,0,0,55,59,57,34,58,55,0,54,62,0,25,26,36,0,0,51,0,39,0,0,30,37,28,75,0,42,35,0,35,55,31,0,64,0,43
gipper.com,67,0,0,0,84,87,0,100,0,0,0,0,0,71,0,0,0,0,0,0,89,0,0,0,0,0,86,90,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gopinata,0,0,0,0,0,32,48,0,0,0,0,0,0,0,0,0,25,82,0,0,0,0,0,0,0,100,0,0,0,35,0,0,39,32,0,0,0,0,0,0,0,41,0,0,0,26,42,0,0,0,0
galxe,0,4,0,0,8,7,0,0,0,0,0,4,5,20,32,19,13,19,16,44,42,46,44,38,40,50,77,44,49,51,50,40,34,45,38,34,57,41,48,46,100,73,91,75,63,61,87,79,86,93,82
puls,87,84,84,88,85,82,85,86,81,84,83,83,82,80,79,89,79,83,91,85,84,90,90,79,78,83,81,81,90,98,100,93,96,97,91,92,100,91,95,95,95,91,86,88,93,86,84,85,81,82,81
happeo,100,44,71,80,49,32,39,26,37,46,62,72,94,85,61,31,56,23,47,41,30,62,53,60,85,42,25,38,0,0,43,58,69,43,49,9,33,32,37,45,58,41,48,21,35,19,23,36,48,47,14
knowherenews,0,43,0,0,0,0,100,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,19,51,0,0,39,0,0,0,0,0,0,0,0,67,0
hutom,0,0,36,0,47,53,0,0,0,0,100,37,0,0,0,51,34,0,71,0,0,57,0,48,25,0,46,79,0,0,38,0,0,34,49,0,69,0,0,31,0,38,30,0,78,39,49,0,52,0,88
orka,51,54,100,67,61,73,71,68,62,63,63,61,46,49,46,48,40,57,59,44,43,43,43,40,37,40,35,38,42,47,49,50,47,49,43,44,41,42,46,47,46,56,48,46,42,51,53,53,52,51,53
medihive,0,0,19,23,43,0,0,0,0,100,0,0,23,0,41,0,0,0,0,20,23,0,0,0,0,0,0,0,0,27,22,62,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,28,0
medihive,0,0,19,23,43,0,0,0,0,100,0,0,23,0,41,0,0,0,0,20,23,0,0,0,0,0,0,0,0,27,22,62,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,28,0
rows,83,86,84,81,83,85,85,84,82,79,82,82,81,90,93,92,86,90,89,86,92,90,93,78,90,90,90,74,57,79,92,88,93,100,97,94,95,92,90,90,94,91,81,82,86,86,81,81,79,82,76
coinsquare,51,58,47,48,15,24,46,62,40,40,22,20,19,61,65,15,22,62,27,47,41,63,70,100,72,43,45,26,35,39,73,41,18,41,43,47,31,26,27,32,55,34,48,20,30,39,29,22,40,17,38
iboss,64,50,37,35,27,39,40,30,56,40,63,57,49,51,57,56,50,65,58,46,69,65,78,61,76,56,54,38,41,46,66,59,72,72,80,67,83,89,70,70,81,72,68,62,77,100,64,70,68,57,45
salauno,56,22,0,0,0,0,50,67,32,38,55,0,31,58,0,30,33,0,22,40,0,27,41,66,27,30,58,21,68,84,68,79,0,74,76,20,86,34,63,72,65,49,33,41,80,100,54,54,49,40,98
pingthings,75,0,0,0,0,0,99,0,0,0,0,0,0,47,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,49,100,0,46,0,0,0,0,0,0,63,0,42,0
privy.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,89,0,64,0,0,0,45,100,34,40,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,71,0,38,34,0,0,80,45
ipaidthat,38,27,0,69,0,38,19,0,0,0,0,0,0,64,34,0,0,0,0,33,18,21,29,94,0,25,22,0,0,39,52,0,0,35,44,31,49,0,0,0,0,49,92,100,54,0,0,56,40,0,0
identify3d,0,0,0,0,0,0,0,0,69,0,49,0,64,0,41,0,0,0,0,0,0,54,0,0,0,0,0,68,0,56,0,73,0,0,76,100,0,0,0,69,0,0,0,0,0,83,0,44,0,0,0
bizly,0,35,23,19,0,0,18,0,0,0,0,60,51,29,0,0,48,0,100,36,16,39,26,18,0,0,0,0,20,0,0,0,0,34,0,19,0,19,0,0,0,19,25,14,36,37,16,0,0,0,53
eltes,26,33,77,36,25,65,57,40,90,43,30,44,83,72,55,100,99,56,49,45,64,67,56,69,34,29,66,13,21,81,50,43,60,51,69,75,47,62,36,34,68,66,46,51,37,46,25,55,23,32,51
roadwin,65,89,84,86,100,84,77,61,70,50,62,97,81,70,76,31,62,58,60,63,44,41,35,45,19,39,38,43,36,20,49,73,56,54,31,37,69,38,60,53,61,24,88,62,80,73,49,80,64,37,77
blubrake,19,0,15,0,16,0,19,0,0,0,0,0,14,0,0,100,0,15,0,55,0,0,31,0,0,0,0,34,0,0,0,30,18,24,0,28,41,0,0,0,21,22,20,0,0,0,0,0,0,0,34
ike,14,18,17,16,15,15,17,16,16,15,15,15,14,14,15,16,14,15,14,14,16,15,15,14,14,15,15,15,18,16,15,17,16,19,18,17,21,19,20,17,22,20,17,16,18,16,18,16,15,100,37
voxneuro,0,0,0,0,26,0,0,0,0,0,0,0,47,0,28,0,49,89,38,0,0,0,100,0,0,54,36,0,0,0,0,0,0,0,0,23,26,29,0,0,0,0,0,0,83,31,0,0,88,0,0
girlboss,66,64,64,72,71,83,100,98,78,67,64,66,48,63,73,86,66,66,61,61,54,57,68,69,80,63,54,47,50,65,63,68,82,77,70,65,50,54,60,65,69,59,59,59,67,57,55,53,47,56,80
jobhopin,57,46,32,44,42,28,0,52,0,0,72,0,41,51,0,0,44,0,0,29,49,29,0,22,29,0,68,0,47,26,0,0,95,28,0,81,55,0,20,20,100,0,38,27,0,0,0,28,44,56,0
sortlist,38,36,48,32,13,40,34,42,69,31,50,19,15,54,67,32,57,55,53,52,67,27,69,25,23,22,25,0,29,26,33,67,54,25,27,38,0,42,40,35,34,40,35,54,100,50,61,70,62,51,60
swarmfarm,0,0,0,0,88,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,25,0,0,0,0,0,0,26,0,0,0,53,0,0,0,32,49,0,0,0,0,0,34,24,0
prepaid2cash,34,0,0,24,0,22,41,0,0,75,46,42,24,90,63,33,0,0,51,22,70,66,0,31,36,25,55,67,91,89,82,44,53,79,27,37,76,43,70,86,58,32,100,0,47,0,53,56,0,0,28
orchid.com,0,0,0,0,0,0,0,0,0,0,0,17,43,0,25,100,0,0,0,0,0,33,0,0,17,0,37,69,0,0,0,0,18,0,0,18,0,0,0,0,23,0,0,31,45,0,22,0,72,0,0
cured,84,100,80,80,80,84,84,87,88,76,87,93,73,82,81,81,76,81,81,78,87,78,89,76,77,79,86,93,87,90,84,85,83,85,75,79,88,87,85,85,86,87,81,84,88,87,87,87,79,83,77
leanpay,68,35,45,46,61,39,68,43,56,39,53,66,50,47,52,45,51,49,53,54,61,81,94,57,62,64,59,73,28,42,41,61,73,60,62,87,60,62,56,77,67,80,70,100,47,64,79,77,83,65,48
xata,66,55,37,54,52,69,37,45,66,72,29,41,41,78,52,42,31,47,28,68,82,59,92,63,45,63,35,58,67,45,33,19,40,53,100,64,54,49,65,67,65,53,84,40,43,61,55,37,37,59,79
way.co,0,0,0,0,0,0,0,0,61,37,60,0,0,0,0,0,0,100,0,53,0,0,0,0,0,0,0,0,0,0,0,0,37,0,77,0,37,41,0,0,0,99,92,0,0,0,88,43,0,73,0
vhive,62,47,36,47,53,58,60,42,30,33,37,64,51,29,37,58,42,32,100,0,84,41,31,38,33,67,43,35,34,16,75,62,30,19,39,90,42,42,0,40,0,21,30,22,14,34,47,29,29,18,0
mytutor,58,58,42,30,21,40,46,45,47,49,48,53,40,54,54,51,39,58,67,67,61,60,71,52,36,31,29,28,19,29,33,31,40,42,63,69,76,85,78,77,71,54,48,73,96,64,67,100,89,78,61
ezono,0,40,0,0,0,0,100,0,76,0,74,0,44,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,49,0,73,0,62,0,0,0,0,84,0,0,0,0,59,0,0,0,0,0,0,62
civiceye,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,96,0,81,0,0,0,0,0,0,38,0,0,0,0,0,43,0,86,47,0,0,100,0,0,0,0,0,0,36,0,56,0,0
civiceye,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,96,0,81,0,0,0,0,0,0,38,0,0,0,0,0,43,0,86,47,0,0,100,0,0,0,0,0,0,36,0,56,0,0
indiaproperty,45,49,0,0,0,93,0,0,0,86,0,100,0,0,0,54,0,0,48,0,62,63,40,65,0,0,0,0,0,0,0,0,53,0,0,0,34,0,0,40,0,0,0,0,0,0,0,0,0,0,0
greenlancer,50,0,0,0,0,56,0,0,18,30,0,59,0,0,0,45,16,46,0,0,35,0,20,0,0,0,0,22,0,0,0,0,0,30,100,78,0,0,0,14,0,0,36,0,26,0,22,0,59,0,0
origamilogic,0,0,0,37,0,0,0,78,98,0,32,0,0,0,0,56,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,58,100
skyx,38,28,46,67,50,88,96,57,78,73,94,58,84,61,39,73,45,55,14,67,27,41,42,39,68,50,69,49,66,94,51,61,10,45,100,58,55,41,49,39,30,36,41,68,64,44,58,46,54,0,40
pamgene,0,0,100,0,0,0,0,0,0,99,31,43,0,0,0,0,30,0,47,34,0,0,0,0,0,0,0,59,0,40,0,0,0,0,0,40,32,0,0,26,0,0,65,0,40,0,0,0,0,0,63
,30,32,31,31,34,100,40,32,31,32,32,36,32,32,35,33,32,32,32,32,33,35,33,33,30,31,32,31,30,31,32,31,31,33,32,33,34,33,32,33,33,34,32,33,32,31,31,30,30,31,31
carbice,100,0,0,0,0,49,0,0,0,0,0,33,29,0,0,0,0,0,38,0,0,0,0,0,0,0,0,42,0,0,38,0,0,49,0,42,0,32,0,0,0,0,0,0,0,31,96,0,0,0,38
ombud,97,84,88,83,80,79,71,74,82,75,86,93,88,87,75,88,75,80,82,82,76,69,81,82,85,81,90,80,77,74,68,100,83,96,70,75,78,88,82,82,89,96,78,78,96,99,82,71,81,91,81
otoqi,0,0,0,46,0,100,0,0,0,40,0,0,88,0,78,43,57,51,0,54,0,0,45,47,48,29,43,60,0,53,72,0,75,65,0,0,0,0,0,79,0,0,33,55,48,69,61,50,0,43,42
greenscreens,65,0,100,40,19,16,20,0,0,24,0,0,0,0,15,0,20,0,42,0,18,24,0,0,0,18,0,29,14,16,0,0,14,36,0,19,14,31,0,0,0,0,13,27,23,33,39,0,0,12,0
verse.me,0,28,0,48,40,32,31,28,0,0,0,0,45,0,25,39,0,0,29,42,0,49,47,0,0,0,0,0,37,0,23,0,0,0,27,74,74,39,68,0,85,0,0,68,100,0,0,0,0,0,0
spectraledge,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,31,50,0,39,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,34,42,0,0,0,24,29,42,55,100,0,0
winzogames,71,38,0,69,51,0,99,0,0,0,0,96,0,35,0,0,0,0,0,0,0,0,0,0,0,54,0,41,0,46,0,43,0,0,0,59,69,0,0,0,0,41,0,0,100,0,0,0,0,0,0
bygr,0,75,0,68,0,0,0,29,78,0,0,0,26,0,0,50,25,0,28,0,0,27,30,0,0,96,100,0,0,30,0,0,0,35,26,0,0,0,44,69,0,0,0,0,0,40,0,0,0,73,67
globetracker,0,17,31,30,43,47,23,0,100,23,20,22,42,0,39,0,44,23,0,0,54,0,27,65,25,0,38,25,31,56,42,34,37,33,44,57,42,35,35,25,27,18,0,27,37,0,46,41,0,21,0
3dbear,0,0,0,0,0,0,0,100,31,0,0,0,0,0,0,0,30,30,0,0,0,0,78,0,16,0,0,0,0,0,0,15,19,0,0,0,22,15,23,0,0,0,0,41,0,0,0,0,0,0,22
wisesight,0,45,0,26,19,31,56,35,0,15,50,40,0,63,19,32,25,37,25,100,41,46,42,35,20,25,0,36,0,35,24,19,28,41,45,46,30,22,47,32,72,29,0,0,28,56,16,35,36,48,0
netspring,0,24,0,0,31,0,24,26,64,0,0,0,23,34,28,49,24,0,43,0,0,0,100,0,0,38,0,0,58,0,0,0,42,32,0,0,0,65,28,0,32,0,0,0,0,0,31,0,0,0,0
oncohost,98,76,27,0,28,0,0,29,0,46,0,44,0,27,0,0,34,0,0,46,0,0,41,49,0,32,0,0,0,0,56,0,0,0,0,0,0,0,0,0,29,39,0,100,32,0,22,0,29,0,51
pathrise,60,68,87,70,84,61,61,57,55,69,47,88,87,41,39,56,38,38,41,54,21,53,22,26,41,62,52,20,9,56,51,54,59,79,78,62,82,80,90,84,79,84,75,68,90,76,69,56,100,62,93
fasal,28,33,35,43,58,70,91,75,60,74,81,86,61,91,100,89,57,65,43,30,36,41,40,38,78,66,90,71,83,55,48,48,45,56,42,43,43,51,41,64,80,87,80,50,43,37,32,37,40,43,60
chayora,0,0,0,37,0,0,0,0,31,0,0,0,0,32,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,67,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beans,83,84,87,88,86,89,88,87,89,88,91,86,88,84,86,83,83,82,82,83,83,85,87,100,79,78,81,87,88,94,91,89,89,92,86,82,92,88,86,86,90,85,92,86,87,85,85,84,78,85,86
gemvara,46,0,0,0,49,0,0,100,55,28,31,45,31,0,81,32,0,0,35,38,90,20,0,0,32,0,0,22,0,55,85,0,0,26,0,77,33,43,0,0,0,0,0,0,32,25,0,0,0,0,0
testfit,17,28,19,0,0,0,37,42,0,13,35,0,17,0,0,49,0,54,0,0,44,47,0,100,46,71,0,26,39,0,11,19,34,22,32,50,16,0,0,27,13,21,20,0,16,26,30,0,0,15,57
twikit,0,0,69,73,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,85,0,0,0,0,61,0,0,0,80,59,67,0,0,0,0,0,100,0,0
sponsorunited,0,0,0,28,24,0,34,42,0,36,0,100,39,84,0,36,19,0,24,0,0,0,19,26,33,45,0,0,0,0,48,0,0,21,0,50,0,0,41,31,0,0,0,0,0,26,23,51,0,0,0
talon.one,68,0,48,0,0,0,0,81,0,0,0,0,0,0,0,60,59,58,0,56,47,54,0,52,0,81,0,0,40,0,0,46,0,0,0,100,43,75,0,0,0,0,0,0,0,0,0,69,0,69,0
habana,89,90,92,89,98,99,87,93,98,92,89,91,79,86,88,92,87,73,87,92,93,82,96,85,81,77,83,82,89,88,84,100,86,79,76,89,83,87,85,73,81,75,80,89,85,82,82,77,82,90,90
uxcam,47,32,48,25,22,100,61,47,31,71,85,54,37,77,73,68,0,87,63,32,17,54,58,40,46,77,58,32,18,53,82,49,51,0,100,70,17,44,65,55,35,79,0,38,55,46,0,35,40,34,52
securekey,0,0,0,34,33,0,0,35,64,66,0,55,0,89,76,0,46,47,42,37,70,48,73,0,0,0,0,33,0,100,48,86,0,55,62,0,46,0,31,70,0,0,0,70,0,70,0,0,0,36,51
geosite,71,46,84,41,43,0,61,67,77,52,52,83,91,53,20,20,77,68,96,49,32,29,28,20,38,74,48,51,51,51,35,50,66,17,60,63,43,70,100,42,38,72,54,78,29,77,79,56,63,70,30
workday.com,44,86,60,22,14,99,84,36,43,84,57,96,45,28,53,78,28,21,41,47,32,45,45,0,53,62,63,61,61,85,91,0,63,63,26,38,30,69,88,30,85,73,46,17,66,61,73,24,92,42,100
lumexis,0,0,0,0,0,0,51,0,82,0,0,100,25,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,31,0,0,0,53,0,0,0,53,0,0,51,0,0,0
