,2022-06-12,2022-06-19,2022-06-26,2022-07-03,2022-07-10,2022-07-17,2022-07-24,2022-07-31,2022-08-07,2022-08-14,2022-08-21,2022-08-28,2022-09-04,2022-09-11,2022-09-18,2022-09-25,2022-10-02,2022-10-09,2022-10-16,2022-10-23,2022-10-30,2022-11-06,2022-11-13,2022-11-20,2022-11-27,2022-12-04,2022-12-11,2022-12-18,2022-12-25,2023-01-01,2023-01-08,2023-01-15,2023-01-22,2023-01-29,2023-02-05,2023-02-12,2023-02-19,2023-02-26,2023-03-05,2023-03-12,2023-03-19,2023-03-26,2023-04-02,2023-04-09,2023-04-16,2023-04-23,2023-04-30,2023-05-07,2023-05-14,2023-05-21,2023-05-28
alwaysai,47,0,100,54,0,0,0,52,0,93,37,0,0,0,0,0,0,0,0,0,0,60,0,45,0,0,45,31,0,0,98,0,0,0,29,0,0,60,0,0,0,0,0,35,0,0,0,0,76,0,0
oorbit,0,0,0,0,0,0,0,0,27,0,42,0,34,23,0,24,0,0,0,20,0,0,0,0,88,0,0,0,100,46,0,27,0,0,0,0,0,0,41,0,32,76,0,42,0,29,0,0,0,57,48
ascatron,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,46,57,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,48,68,0,53,100,0,0,0,0,45,0,0,0
xdisplay,57,80,57,64,75,84,64,69,72,68,94,86,74,61,67,59,49,79,76,90,76,84,91,96,75,67,69,77,84,68,76,75,82,88,68,87,83,75,100,71,82,83,74,79,69,76,61,77,63,56,66
ateeda,0,0,0,45,0,0,0,0,0,0,0,51,0,0,50,0,32,0,0,48,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,39,0,0,0,0,0,0,0,97,0,0,0
babylonhealth,0,0,0,0,0,0,53,0,0,0,0,0,0,54,0,0,0,100,69,0,0,0,69,0,0,0,0,0,0,0,0,35,49,44,0,0,0,0,0,0,45,0,0,0,38,71,0,0,0,0,0
storyterrace,0,31,0,0,100,0,34,65,0,0,0,0,0,0,0,0,0,0,0,31,0,34,31,0,35,0,0,41,0,0,0,0,0,0,0,43,67,26,96,36,0,30,0,0,34,0,81,0,36,48,0
zumo,95,96,93,92,93,100,92,92,92,93,95,88,86,87,86,79,77,80,81,79,88,87,86,79,76,68,70,64,72,71,78,84,82,86,81,83,83,91,87,84,88,85,84,92,99,97,97,93,94,93,94
histoscanning,0,77,0,87,0,0,0,0,0,0,0,0,0,49,0,0,0,0,62,0,0,0,90,0,37,46,53,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,43,0,0,0,0,0,0,0,100
energ2,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,99,0,0,0,0,0
,30,31,31,30,34,100,39,32,31,32,31,36,32,31,34,33,32,32,32,32,33,34,34,32,30,31,32,30,30,31,32,31,31,33,31,33,34,32,32,33,32,33,32,31,32,31,30,31,31,31,32
nutritionpro,35,30,0,0,33,0,36,0,0,28,0,0,0,54,23,22,0,0,70,0,32,0,26,38,21,22,33,100,0,0,0,0,49,0,48,0,0,0,0,0,0,0,0,0,0,25,0,40,23,0,51
ntech,100,76,82,49,58,47,73,72,73,75,73,48,65,61,66,51,69,70,49,78,60,34,42,51,75,67,80,55,70,81,42,76,59,68,68,46,69,50,80,73,71,83,68,63,60,35,79,81,54,65,64
quickloadz,0,24,0,32,46,0,0,0,0,43,0,60,35,26,0,0,0,0,0,0,88,0,0,0,34,21,0,34,0,0,0,0,100,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0
mistyrobotics,0,0,0,83,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,37,0,59,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,100
endogenex,0,0,0,100,0,0,0,0,0,0,0,0,0,41,0,0,0,48,0,0,0,0,0,0,0,0,0,36,0,64,48,0,0,0,0,0,0,0,42,0,0,0,0,0,30,0,91,0,0,31,0
sociablelabs,0,92,0,0,100,0,0,0,0,48,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,48,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0
mahila,60,61,60,64,58,82,67,76,58,61,77,65,66,69,81,68,60,71,57,49,59,57,58,50,52,52,61,56,53,50,50,51,55,73,62,79,83,70,100,68,63,55,59,55,54,52,48,52,50,54,53
pursuecare,57,0,0,0,59,0,48,0,0,0,0,0,0,0,0,66,46,52,0,0,0,32,0,0,0,0,0,35,0,0,40,100,0,56,0,0,33,0,0,0,0,0,0,0,33,0,0,0,0,0,0
,30,31,31,30,34,100,39,32,31,32,31,36,32,31,34,33,32,32,32,32,33,34,34,32,30,31,32,30,30,31,32,31,31,33,31,33,34,32,32,33,32,33,32,31,32,31,30,31,31,31,32
accro,73,77,75,77,76,88,84,88,100,90,90,72,73,71,60,70,66,66,54,76,70,74,68,68,66,67,64,66,63,56,67,64,67,77,73,75,78,65,63,58,57,69,72,74,73,78,71,75,72,64,69
grainful,23,0,0,0,0,0,0,0,0,64,24,90,0,0,0,22,0,0,0,100,18,0,0,0,39,0,77,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,18,0,0,0,25
med-life,21,0,100,0,0,0,37,0,0,0,0,0,0,0,0,0,40,0,0,38,0,29,0,0,0,18,44,19,19,0,0,0,28,53,0,26,0,0,18,0,0,0,0,17,0,0,0,0,0,0,0
muzikconnect,0,52,0,0,0,68,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,31,100,0,35,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
plezi,10,18,11,15,13,10,16,18,14,13,19,15,14,13,16,9,11,14,15,15,11,12,15,13,15,15,16,14,12,18,12,16,16,11,14,19,13,13,23,17,17,19,28,18,18,14,100,43,46,25,21
hedonova,0,65,15,0,32,0,0,0,0,0,25,0,0,0,36,0,38,26,15,0,0,0,0,0,100,0,29,66,25,0,0,0,0,47,0,0,18,0,0,0,0,0,0,0,0,0,0,20,0,0,25
zeevee,0,44,34,25,37,27,49,0,57,19,27,0,42,26,0,36,0,69,28,0,0,44,0,0,42,42,21,0,40,0,39,46,55,91,61,0,44,20,0,49,17,36,20,100,50,46,28,0,49,0,0
love.life,78,0,0,0,0,0,0,0,52,0,100,44,0,47,65,0,0,61,38,43,0,0,0,52,0,0,0,0,0,62,40,73,37,0,0,0,0,72,0,79,0,0,0,70,96,36,56,54,47,0,0
rehaboo,0,0,0,42,0,0,0,0,0,36,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,30,0,0,36,0,0,0,0,0,0,0,68,0,100,0,0
cloud4wi,0,0,0,45,0,0,100,73,0,0,0,65,0,0,60,0,0,0,43,56,0,0,85,0,0,0,0,0,0,0,0,76,0,36,62,0,38,0,0,0,0,0,31,0,0,58,0,0,0,63,0
evodiabio,83,0,0,0,0,0,76,59,38,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ridefreebee,41,0,100,0,0,54,0,0,0,41,0,0,0,0,0,53,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,32,0,0,0,0,0,0,0,0,0,0,0
videdressing,35,22,39,31,46,0,37,46,19,31,33,49,50,76,100,58,68,40,59,35,60,37,81,33,67,62,83,39,73,41,58,83,67,82,54,76,57,68,61,46,50,35,56,22,41,18,14,29,36,23,21
monox,62,42,37,88,65,72,99,46,59,23,24,42,18,53,53,57,60,91,57,50,65,77,73,38,60,46,88,39,60,64,51,61,54,68,60,90,64,49,100,92,52,58,96,94,42,57,84,49,66,57,69
,30,31,31,30,34,100,39,32,31,32,31,36,32,31,34,33,32,32,32,32,33,34,34,32,30,31,32,30,30,31,32,31,31,33,31,33,34,32,32,33,32,33,32,31,32,31,30,31,31,31,32
busfor,78,99,85,86,89,81,82,99,100,77,77,77,68,79,65,67,57,45,50,61,50,51,56,50,52,55,81,72,80,77,59,54,54,54,54,41,46,41,51,50,51,58,65,63,60,73,63,53,50,61,76
nexport,30,54,63,0,48,0,24,52,38,0,23,37,47,100,59,43,0,68,38,0,0,45,0,84,50,0,0,0,0,77,0,0,30,48,56,32,71,23,50,0,0,55,59,33,94,94,0,77,0,0,65
,30,31,31,30,34,100,39,32,31,32,31,36,32,31,34,33,32,32,32,32,33,34,34,32,30,31,32,30,30,31,32,31,31,33,31,33,34,32,32,33,32,33,32,31,32,31,30,31,31,31,32
lumi,69,62,72,70,70,67,66,71,74,77,69,67,67,70,67,67,91,78,74,76,74,73,94,83,85,79,94,83,95,100,90,90,90,97,90,86,88,90,88,84,81,90,83,80,83,83,78,82,83,81,80
jumppoint,0,58,0,0,17,16,17,31,77,15,23,32,42,21,0,52,0,22,43,45,0,0,0,47,39,29,100,0,42,57,74,54,0,31,37,15,58,61,46,16,37,29,71,99,40,20,0,14,18,72,34
syngspace,0,0,0,0,0,0,54,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,100,27,0,0,50
rovio,21,20,23,23,19,21,21,23,27,22,21,22,23,22,22,19,22,22,20,23,21,22,17,19,20,16,21,20,18,20,23,44,30,23,34,22,37,23,23,20,24,19,16,34,100,28,22,19,18,17,19
honestbrew,82,100,22,0,60,16,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,23,0,84,0,0,0,0,0,0,0,56,0,0,0,0,22,27,46,0,0,0,0,0,0,0,0,0,30
guardiansofatlas,100,0,0,43,0,0,0,0,0,59,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,30,31,31,30,34,100,39,32,31,32,31,36,32,31,34,33,32,32,32,32,33,34,34,32,30,31,32,30,30,31,32,31,31,33,31,33,34,32,32,33,32,33,32,31,32,31,30,31,31,31,32
stalicla,0,0,0,0,0,0,58,0,0,0,0,23,0,0,0,38,0,29,25,0,0,0,30,49,0,0,39,0,0,80,100,32,0,0,0,24,0,0,32,67,23,57,0,45,0,0,0,31,0,0,38
way2news,13,14,41,13,20,13,15,14,18,5,14,10,13,11,14,16,13,17,12,15,9,15,11,15,10,12,11,13,17,12,11,13,10,13,17,11,15,12,14,14,12,15,14,16,14,59,49,100,16,23,16
gimbal.com,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,41,0,36,0,94,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0
waveneuro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,88,0,51,47,0,0,0,0,0,0,0,0,0,0,0,66,0,0,56,0,0,44,100,57,0,68,0,0,0,54,0,0,0,59
generationtux,0,0,0,0,0,0,0,100,67,46,23,0,0,29,32,0,25,0,0,0,0,0,0,35,0,0,26,0,0,21,0,0,0,0,0,0,37,0,0,0,28,0,65,0,0,0,91,0,40,20,0
foyr,54,80,73,44,47,52,49,51,25,49,36,53,56,70,54,48,59,50,52,64,57,50,48,48,40,53,66,50,44,73,60,61,51,54,71,42,59,66,42,57,45,100,84,93,55,60,74,48,56,42,59
hall.com,63,48,32,51,27,65,0,67,27,60,42,49,83,62,68,57,35,47,48,62,41,44,20,48,29,25,76,40,53,42,31,36,57,100,18,59,57,51,33,16,38,54,38,35,68,17,34,26,37,25,15
gogobot,100,0,0,64,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,87,0,0,0,87,66,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0
secret.ly,57,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,19,0,0,0,0,0,16,34,0,0,26,0,0,0,0,0,0,0,0,0,0,21,41,0,0,100,0,0,0,0,29,0,0,40
genymotion,84,86,84,92,80,84,85,78,87,69,100,70,61,85,84,89,79,82,69,80,81,81,90,78,63,70,83,78,71,72,69,65,68,85,72,72,72,68,62,90,83,70,71,69,62,67,84,85,80,66,88
pixable,55,60,0,67,66,47,0,0,0,0,83,0,0,47,0,100,0,0,0,41,73,55,0,0,0,36,0,37,0,0,0,31,0,38,0,34,59,29,84,0,0,44,0,0,0,28,0,0,0,0,0
bcn3d,52,66,48,41,14,50,12,24,47,53,52,69,76,58,26,31,41,22,62,30,31,32,31,24,39,48,39,57,47,79,65,100,67,58,74,62,67,45,35,67,54,85,58,14,40,46,69,74,60,48,25
bownty,0,30,67,0,23,68,19,54,46,0,24,43,41,0,26,19,43,0,17,0,40,100,22,58,22,0,0,61,0,23,0,22,0,44,23,0,27,38,26,40,0,16,42,24,24,47,0,61,0,0,34
welltrackone,0,0,57,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0
,30,31,31,30,34,100,39,32,31,32,31,36,32,31,34,33,32,32,32,32,33,34,34,32,30,31,32,30,30,31,32,31,31,33,31,33,34,32,32,33,32,33,32,31,32,31,30,31,31,31,32
microgravity,51,55,50,42,57,39,29,36,42,57,65,50,49,52,87,70,92,56,59,59,52,73,67,49,80,57,67,45,25,36,60,69,65,65,40,78,60,74,78,71,90,95,87,100,80,79,95,77,83,69,46
playfab,62,49,46,54,81,57,82,70,69,67,71,66,100,79,78,88,76,85,82,79,70,67,87,83,48,61,80,79,60,82,84,76,65,75,77,91,81,77,73,70,63,84,89,74,69,72,66,63,65,68,92
novus,55,60,64,60,60,62,54,56,61,62,85,88,100,61,51,54,60,56,58,58,60,62,60,56,65,62,65,62,57,67,65,60,63,65,68,59,63,66,64,63,65,62,60,63,69,66,64,66,64,60,69
softbankrobotics,0,0,68,0,96,0,46,0,73,0,0,74,0,0,0,42,0,0,0,56,0,85,0,68,0,0,0,0,0,0,0,100,0,0,0,66,0,31,0,0,0,0,56,0,76,0,0,0,0,35,0
,30,31,31,30,34,100,39,32,31,32,31,36,32,31,34,33,32,32,32,32,33,34,34,32,30,31,32,30,30,31,32,31,31,33,31,33,34,32,32,33,32,33,32,31,32,31,30,31,31,31,32
lifeomic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,33,0,0,0,0,0,89,46,0,0,97,68,0,68,32,0,61,0,0,0,35,0,25,0,0,0,27,30,100,0,85,0,0
,30,31,31,30,34,100,39,32,31,32,31,36,32,31,34,33,32,32,32,32,33,34,34,32,30,31,32,30,30,31,32,31,31,33,31,33,34,32,32,33,32,33,32,31,32,31,30,31,31,31,32
cheerz,33,34,33,32,27,34,37,39,38,38,51,47,45,45,41,35,38,45,54,56,65,60,58,83,75,84,100,64,51,43,44,37,29,37,42,30,33,35,28,27,23,28,27,26,29,29,33,29,32,30,38
isara,83,78,80,70,65,76,59,76,78,57,79,100,77,89,77,82,76,56,76,62,59,66,71,73,61,63,75,52,65,93,86,70,68,69,88,80,84,77,59,61,61,73,59,67,61,75,79,58,69,76,64
oomba,0,29,0,36,0,47,0,39,0,100,0,0,0,0,0,0,38,40,0,38,45,0,32,52,61,26,36,0,21,0,40,64,59,19,0,0,92,75,0,60,33,24,0,40,0,39,70,19,0,71,36
qira,76,90,76,70,95,70,78,69,75,64,66,52,53,59,86,100,82,54,74,81,68,50,61,73,52,59,47,71,62,64,76,41,58,64,57,68,54,58,49,73,68,48,78,76,56,69,84,60,59,57,67
bzzagent,21,38,28,31,41,51,41,30,33,45,37,34,22,56,37,39,31,52,38,32,39,28,23,36,34,39,33,10,16,100,66,46,52,73,41,57,37,35,48,27,53,45,24,53,39,47,50,29,46,34,28
jackerwin,0,0,0,44,0,0,27,0,0,44,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,39,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lifeguides,61,44,0,0,0,0,0,51,0,37,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
limemicro,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,53,0,0,0,0,0,0,0,57,0,0,0,0,0,39,0,32,0,0,46,0,0,0,0,0,0,35,0,100,0
,30,31,31,30,34,100,39,32,31,32,31,36,32,31,34,33,32,32,32,32,33,34,34,32,30,31,32,30,30,31,32,31,31,33,31,33,34,32,32,33,32,33,32,31,32,31,30,31,31,31,32
,30,31,31,30,34,100,39,32,31,32,31,36,32,31,34,33,32,32,32,32,33,34,34,32,30,31,32,30,30,31,32,31,31,33,31,33,34,32,32,33,32,33,32,31,32,31,30,31,31,31,32
optasite,0,20,19,0,0,0,22,0,57,0,0,0,64,0,0,0,0,0,0,35,22,0,0,21,0,100,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,26,19,39,0,0,0,0,0,53
tensyr,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,28,0,0,38,0,0,0,0,0,0,0,0,0,0,0,30,23,47,0,0,24,0,0,0,0
withjuno,0,0,0,0,0,0,0,0,39,27,55,0,0,55,23,55,0,0,0,0,0,57,0,33,0,0,0,43,0,38,0,0,0,0,25,0,0,59,0,0,100,0,0,36,0,78,0,0,0,29,30
zerogrocery,52,0,0,0,0,0,0,25,67,73,0,78,100,0,0,0,0,0,0,0,34,0,0,0,0,42,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,64,0
tiendamia,70,82,100,80,67,59,55,52,57,57,53,53,49,55,59,57,51,57,49,52,58,57,60,77,61,55,52,55,50,52,51,51,56,55,52,53,54,53,55,54,55,55,57,61,64,59,57,71,60,61,59
svxr,44,0,0,0,0,0,0,0,0,100,42,33,0,19,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,16,0,0,38,0,0,0,0,0,0,0,30
fordays.com,0,0,0,39,0,36,0,0,32,35,0,0,0,0,0,30,0,0,0,0,0,0,33,0,0,0,43,66,0,0,0,0,0,0,0,0,22,25,28,27,0,100,0,0,0,46,0,0,0,30,74
naga.com,44,0,0,55,0,0,54,41,40,25,83,0,0,91,0,21,0,0,0,0,0,0,58,46,0,0,0,0,22,0,25,0,0,52,100,0,72,53,24,0,35,61,45,58,65,52,0,0,0,0,0
tokendaily,0,44,0,81,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0
pontis,87,79,65,76,75,73,69,80,85,72,69,82,84,75,58,71,73,59,70,72,93,77,87,78,71,67,68,60,68,66,56,59,85,88,66,71,82,46,75,95,82,93,67,85,73,100,78,70,96,83,68
aikomi,0,0,40,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,40,0,0,0,0,0
fultec,0,0,22,0,44,41,100,57,72,35,21,52,20,24,0,0,16,0,26,0,20,23,43,29,15,0,37,0,0,0,38,0,32,28,30,0,19,24,0,16,57,0,47,0,47,0,26,47,20,31,32
shopolive,0,64,0,0,0,0,38,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,66,0,0,0,65,0,0,0,0,0,0,0,0,0,0
cultivo,85,90,75,84,74,74,72,78,80,83,89,97,86,85,93,96,97,90,94,98,78,95,94,80,90,69,64,45,42,52,63,65,66,69,71,78,80,82,83,79,94,93,69,81,100,89,83,87,94,93,96
percentil,82,88,82,77,82,84,80,81,82,81,90,81,85,86,89,99,90,83,90,95,89,85,88,87,92,71,77,65,60,65,84,82,81,81,78,79,84,95,82,95,94,90,82,100,91,96,98,89,90,96,97
highdeal,0,0,0,100,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tilt.com,33,0,0,0,26,0,100,0,23,0,0,0,17,15,0,20,22,0,0,0,0,22,0,15,25,0,0,16,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,22,17,0,27
ambire,13,50,22,100,49,29,56,16,59,52,32,17,45,56,49,92,28,80,29,17,53,18,68,58,24,12,41,18,52,14,49,53,74,54,46,59,80,0,62,25,47,38,54,35,23,58,27,73,42,47,43
cafler,26,90,0,0,49,52,0,0,0,0,38,0,0,27,31,0,41,23,22,32,31,0,0,0,0,0,31,60,0,31,0,0,44,68,0,34,74,58,33,27,0,100,0,40,0,0,0,0,24,41,32
quitoque,49,48,55,56,47,46,41,33,41,49,53,86,89,94,100,81,75,77,55,58,67,66,63,65,52,52,48,44,53,79,99,82,95,82,72,60,68,67,69,63,67,60,62,53,50,44,59,58,60,87,56
fdna,29,0,29,31,86,73,72,26,79,52,0,54,63,37,31,0,25,0,45,43,26,33,59,38,27,98,0,71,37,56,39,41,0,53,100,62,0,35,75,55,37,34,0,0,0,0,0,83,44,0,42
,30,31,31,30,34,100,39,32,31,32,31,36,32,31,34,33,32,32,32,32,33,34,34,32,30,31,32,30,30,31,32,31,31,33,31,33,34,32,32,33,32,33,32,31,32,31,30,31,31,31,32
thecommerce,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,93,0,0,36,91,0,0,0,0,36,0,0,0,0,0,0,0,38,0,0,0,37,0,0,0,0,0,100,0,0
goodgamer,0,0,21,0,0,28,0,0,0,0,0,0,46,0,0,48,0,0,0,0,0,43,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,21,0,20,19,0,0,0,19,100
brighte,73,65,78,39,91,0,72,67,67,81,52,90,91,100,57,49,57,53,65,70,74,65,40,71,74,53,74,34,65,46,39,59,48,67,89,81,67,44,57,50,57,66,57,82,63,44,65,47,65,59,49
galazar,41,0,0,55,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,26,0,38,0,0,0,0,0,0,0,0,44,0,0,0,0,100,0,0,54,0,0,0,55,0,0,24,0,0,0,0,0
solgt,73,77,67,70,70,67,65,70,75,84,74,100,62,57,99,74,60,68,79,63,63,71,51,58,58,61,61,63,62,81,76,78,66,72,63,65,70,66,75,67,79,80,68,85,60,68,77,69,56,72,83
