,2022-06-12,2022-06-19,2022-06-26,2022-07-03,2022-07-10,2022-07-17,2022-07-24,2022-07-31,2022-08-07,2022-08-14,2022-08-21,2022-08-28,2022-09-04,2022-09-11,2022-09-18,2022-09-25,2022-10-02,2022-10-09,2022-10-16,2022-10-23,2022-10-30,2022-11-06,2022-11-13,2022-11-20,2022-11-27,2022-12-04,2022-12-11,2022-12-18,2022-12-25,2023-01-01,2023-01-08,2023-01-15,2023-01-22,2023-01-29,2023-02-05,2023-02-12,2023-02-19,2023-02-26,2023-03-05,2023-03-12,2023-03-19,2023-03-26,2023-04-02,2023-04-09,2023-04-16,2023-04-23,2023-04-30,2023-05-07,2023-05-14,2023-05-21,2023-05-28
survivornet,0,0,0,100,0,0,0,0,0,0,0,0,82,0,39,0,0,0,84,27,0,30,0,61,0,31,0,46,50,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,47,47,0,28,0
cyberx,30,60,34,41,37,63,51,33,55,38,39,51,54,20,47,100,44,52,46,30,34,25,51,51,31,23,38,48,33,50,47,56,55,56,32,42,29,37,32,39,24,41,40,55,49,37,35,27,45,10,35
aptihealth,50,86,22,36,58,100,35,47,23,49,43,42,25,0,0,37,0,43,28,49,54,54,32,50,50,35,38,47,18,45,50,27,24,25,42,54,0,46,45,18,34,48,41,33,55,51,14,88,0,18,59
maple.com,22,0,0,0,0,100,0,0,0,0,37,24,38,0,46,0,49,0,99,0,0,83,0,0,31,22,0,0,0,0,0,60,0,45,25,0,0,0,0,0,0,50,0,30,31,0,24,0,0,0,63
way2b1,0,0,81,0,0,0,64,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
getwizer,0,0,100,0,41,0,0,0,0,0,0,0,0,0,0,0,0,45,0,42,0,0,0,0,0,39,0,41,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,40,56,43,0,0,0,0
,30,32,32,29,33,100,41,32,32,34,33,36,32,34,33,31,33,33,31,33,34,35,33,34,31,32,33,30,32,32,31,33,33,33,33,36,34,33,33,32,33,33,34,31,32,32,31,32,32,32,32
anobit,0,36,0,67,0,76,82,0,50,0,0,0,0,0,26,0,29,73,97,0,0,0,0,0,44,0,0,0,0,0,0,31,0,0,65,0,0,46,0,0,100,0,0,0,33,0,41,0,0,0,0
public.io,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,29,35,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,39,100,0,22,0,0,0,0,0,0,0,0,0
vriti,26,44,28,84,66,99,79,69,49,47,100,62,87,64,77,79,44,37,84,65,47,70,39,63,61,56,57,0,69,49,56,0,30,73,44,91,73,70,58,64,57,85,81,93,39,100,70,34,92,93,33
airblack,70,73,51,51,77,58,100,56,50,34,84,72,33,29,79,34,24,29,32,21,32,36,30,26,66,19,19,64,39,43,55,41,42,47,18,39,16,35,25,17,39,16,41,18,0,30,36,28,32,24,19
groovemobile,0,0,0,82,61,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,42,0,0,0,0,0,58,0,0,0,100,0,79,0,0,0,52,0,86,0
bakers,74,78,73,82,80,79,78,76,79,76,77,73,79,74,73,78,78,75,68,75,74,80,86,84,81,74,82,100,97,81,75,78,73,77,76,80,80,80,78,78,81,77,88,77,75,81,77,78,80,73,78
tribex,24,21,47,59,22,50,19,43,35,51,18,52,42,46,47,33,75,85,93,90,100,70,25,70,45,15,21,26,21,27,73,36,42,34,0,41,51,17,48,34,32,0,38,87,41,84,46,62,26,16,0
metaboards,0,0,0,35,0,0,29,0,0,79,100,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,36,0,0,0,0,0,0,0,0,0,49
pingpod,0,15,32,40,28,19,22,40,0,0,0,17,18,27,0,15,21,55,33,54,0,23,19,42,26,22,40,100,44,60,71,37,56,44,35,65,58,49,17,47,44,29,45,55,36,26,59,47,60,0,21
saveup,0,56,89,53,0,0,54,97,100,85,0,0,29,27,0,0,39,66,33,51,43,0,67,0,50,0,0,0,57,40,42,83,0,0,28,54,0,0,82,0,0,79,0,0,88,68,47,50,32,38,55
spiceology,84,81,44,53,53,82,77,56,59,65,98,65,84,69,60,54,86,69,53,77,75,63,96,57,36,100,98,75,74,37,74,60,55,61,54,39,79,66,54,44,44,45,76,79,53,66,40,73,61,58,99
contentwatch,0,53,0,0,0,0,0,38,100,0,0,0,0,25,0,0,33,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0
xtremedata,0,0,0,0,0,0,0,0,0,0,0,0,35,37,0,26,0,0,0,0,0,77,0,58,0,0,26,100,0,0,38,0,0,0,0,0,0,0,0,39,0,0,30,0,0,0,0,0,28,0,44
aipass,0,0,93,65,100,41,72,0,36,0,0,37,0,33,0,0,38,0,0,0,76,0,0,0,0,0,0,0,41,0,29,0,0,0,0,0,0,0,42,0,0,0,40,0,0,0,0,30,47,0,0
touchpress,56,0,84,0,0,0,28,41,0,0,0,100,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,30,0,45,0,73,0,0,0,0,0,0,0,0,0
guidespark,0,0,48,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,100,27,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,44,0,0,0,0,37
physidia,39,0,100,0,0,0,53,0,84,100,63,0,0,84,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,40,0,0,0,0,66,0,0,0,0,0,0,59,0,0,0,41,0,0,0,0,88
evoluteiq,100,52,43,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,26,0,0,0,0,0,31,0,72,48,0,0,0,47,0,0,0,0,50,0,0,0,0,0,0,0,47,0,0,0,0,0
societyone,0,39,55,100,0,28,24,0,65,0,66,63,44,32,0,0,28,25,52,0,0,0,0,77,52,0,100,39,0,60,0,0,0,0,83,0,0,0,0,51,54,33,0,45,47,23,0,0,35,0,0
enso,73,71,78,72,65,72,67,67,76,80,79,73,87,86,86,75,86,75,78,76,79,77,85,93,87,77,88,75,100,96,88,85,79,98,89,74,94,97,85,85,87,84,87,75,89,88,77,83,74,74,80
fitstop,51,48,45,70,61,71,70,34,61,68,46,65,46,50,56,59,61,83,75,58,59,43,53,50,50,58,63,52,60,100,80,96,58,56,74,48,77,83,70,61,60,60,56,71,68,45,68,59,70,58,72
apjet,0,0,26,0,0,100,0,15,25,23,23,0,24,66,66,0,19,56,26,0,25,34,17,23,18,28,17,0,0,67,15,17,31,34,0,15,0,0,23,0,0,0,0,0,14,0,0,0,0,0,26
matchabar,0,18,32,0,0,0,0,17,18,0,0,29,0,17,32,0,28,0,0,0,0,0,28,0,0,0,26,0,26,23,24,0,23,0,15,0,0,22,23,0,30,0,100,0,0,38,44,0,0,0,37
ngenebio,0,34,47,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,65,0,41,0,0,0,0,0,0,0,0,0,100,0,0,0,36
capcar,94,100,80,58,52,68,82,48,59,57,30,43,43,53,40,35,65,63,57,46,49,45,49,39,32,46,28,41,0,27,38,40,67,13,48,74,0,52,55,32,53,77,92,0,25,74,59,22,26,43,57
exaware,23,0,0,0,0,34,0,0,0,0,0,0,48,0,0,0,27,0,0,0,0,20,100,0,0,0,0,0,0,0,0,28,0,0,58,0,0,0,0,0,0,23,0,25,0,0,23,0,0,24,0
witnet,42,37,47,34,0,17,0,0,0,0,0,27,0,0,20,17,28,0,0,17,23,22,0,0,15,25,0,18,0,22,0,19,24,0,100,0,36,0,0,31,29,0,25,29,12,0,98,22,0,17,24
sgnl,77,25,67,41,53,30,49,21,25,16,53,100,88,87,54,0,40,52,50,21,0,40,0,0,30,86,0,0,38,51,19,19,78,0,0,0,55,0,0,26,30,17,27,48,15,72,32,0,0,24,36
usens,0,56,0,0,0,0,0,0,0,0,53,88,0,0,0,0,0,0,0,0,0,0,66,37,58,95,100,66,76,0,0,37,52,0,42,0,58,0,96,0,0,86,86,55,0,0,0,0,0,42,0
corvista,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,63,0,0,0,53,0,0,0,69,0,0,26,0,0,0,43,0,0,0,0,0,25,0,0,100,0,0,0,0,34,0,0
decisiondesk,0,0,68,60,0,0,48,0,0,0,0,83,93,0,0,0,82,0,0,79,0,96,0,50,0,0,0,0,0,0,0,0,0,0,51,0,0,100,0,0,53,0,0,0,0,0,0,0,0,0,49
orckestra,45,35,0,0,0,0,0,48,0,0,0,0,0,0,0,37,0,19,0,0,39,0,0,0,100,0,0,34,0,0,40,75,17,0,0,0,0,0,0,0,22,0,0,29,0,39,0,0,15,0,0
metrc,75,65,88,95,78,100,62,79,84,73,87,64,74,62,63,77,56,83,66,66,74,71,60,50,68,62,73,62,44,46,50,64,73,77,63,67,47,75,79,46,50,59,56,53,61,69,68,63,48,57,60
oyika,40,25,22,27,0,18,69,43,24,37,28,32,55,64,0,44,56,20,53,25,35,88,18,22,48,0,32,0,59,40,31,39,16,40,0,38,26,53,100,19,23,0,36,49,28,43,18,0,35,0,0
afterparty,46,54,56,45,46,50,50,58,58,70,44,52,45,44,38,37,100,63,46,37,45,39,41,30,32,40,37,42,41,47,36,44,43,39,50,45,43,41,45,65,43,45,40,46,46,51,78,48,50,45,61
affyn,21,15,37,26,24,40,29,35,19,23,25,14,48,10,27,55,100,51,53,41,0,23,32,10,10,42,28,29,41,18,0,27,26,39,30,28,45,0,42,0,12,23,25,41,30,31,60,29,21,24,0
postr,77,69,70,72,79,68,92,73,81,79,75,76,79,70,82,74,87,83,94,77,79,84,78,81,75,84,75,85,52,71,75,79,88,86,76,97,82,78,85,71,54,69,69,100,60,70,67,78,83,85,64
proof.xyz,0,0,0,0,0,0,0,0,31,0,0,0,0,36,0,0,0,0,31,0,70,100,0,0,0,0,0,0,0,0,0,0,0,53,32,0,0,0,0,0,0,0,59,37,0,0,0,36,27,0,60
sweeten.com,0,0,92,0,0,0,0,0,0,100,0,28,0,0,0,71,0,0,42,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,31,0,0,0,0,0,0
abine,61,47,44,35,65,60,49,64,61,81,82,36,39,50,74,61,100,72,53,43,68,61,78,58,60,75,78,49,83,59,50,68,62,62,51,56,57,55,56,61,63,44,53,65,45,38,53,54,40,80,44
prismforce,0,70,70,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,100,0,69,83,0,75,57,0,0,0,55,31,34,0,0,0,0,34,0,0,48,0,0,0,94,0,0,0
buzzoole,61,0,24,30,25,0,0,100,0,0,38,0,0,0,61,23,0,0,0,0,0,64,0,0,35,28,0,0,0,21,0,0,69,0,0,0,0,23,35,0,0,32,0,57,20,0,55,89,0,0,56
petfolk,0,66,42,32,0,16,20,54,0,17,100,43,53,23,0,54,54,0,22,0,35,63,14,37,46,0,17,0,0,49,0,0,58,19,20,23,36,30,32,22,28,27,44,0,42,51,21,0,55,65,78
crowdcube,80,60,53,100,88,43,48,56,43,60,57,50,59,57,60,72,61,58,47,56,70,69,55,38,57,52,41,52,26,62,44,58,53,53,59,59,56,61,41,41,48,44,37,38,70,72,57,61,47,48,55
fyld,59,44,52,59,53,43,47,61,45,38,50,50,59,52,49,57,58,59,58,56,47,56,64,50,53,58,59,71,100,56,50,75,69,64,57,62,56,59,58,68,64,54,57,49,57,54,58,40,42,37,58
mydeco,100,19,0,62,0,18,69,21,0,29,26,31,0,0,32,38,43,0,0,28,20,0,74,37,0,0,0,0,36,31,0,34,33,41,43,24,48,41,22,36,32,0,0,0,20,0,23,0,44,27,24
cardiosecur,65,0,48,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,38,100,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,45,0
monicaandandy,0,0,0,0,0,0,0,94,0,0,95,0,57,0,0,0,0,89,0,36,0,0,32,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,100,0,36,40,0,0,0,0,0
getmigo,0,41,0,67,0,0,0,0,100,0,63,36,0,30,45,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,27,0,0,55,0,0,0,0,0,0,0,78,52,35,0,0,0
healthination,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,78,72,62,0,0,0,0,76,0,92,0,47,0,0,93,0,0,0,0,57,0,0,0,51,0,0
thrivehive,0,61,0,100,0,54,0,0,71,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,39,44,0,0,0,0,0,0,33,76,0,0,0,0,0,0,0,0,0,0
voltbank,0,0,0,0,0,0,32,44,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,52,0,45,0,100,0,0,0,39,0,0,0,73,0,0,0,0,64,0,0,0,0,0,0,0,76,40
groupize,0,0,0,0,0,0,0,0,65,0,0,54,0,0,0,0,0,0,78,0,0,0,0,0,0,42,65,0,0,0,0,0,48,0,100,0,80,0,0,0,74,0,0,67,0,0,0,0,0,0,0
wilocity,0,0,44,50,100,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,79,0,0,41,0,46,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,45,0,0
cluster.mu,0,0,0,0,0,0,0,0,0,0,78,0,0,75,0,0,0,72,0,0,0,0,0,75,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0
isaraerospace,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,37,0,0,100,0,0,0,0,0,0,0,0,55,27,0,0,0,48,0,0,50,32,0,0,25,0,0,0,0,0,36,0,0,0
buzzbox,46,0,36,44,63,70,35,66,32,0,45,0,80,96,51,62,41,72,79,71,51,0,22,67,22,55,49,81,61,0,54,0,28,0,30,26,45,37,23,33,25,72,74,51,60,48,82,55,27,45,100
slimpay,100,66,67,0,55,24,25,29,29,25,41,0,21,65,51,29,93,89,0,22,41,19,0,54,78,49,19,0,55,60,62,48,0,26,0,75,58,0,0,36,16,0,23,0,0,80,36,41,36,44,0
influence.co,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,54,0,0,82,0,0,0,41,0,0,100,0,0,59,0,0,0,40,0,0,0,44,42,0,39,36,0,0,36,83,0,26,0,0,0,0
sparktx,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,25,0,28,0,38,0,0,0,100,0,81,40,0,0,0,32,0,0,0,48,75,0,0,32,0,0,0,26,0
,30,32,32,29,33,100,41,32,32,34,33,36,32,34,33,31,33,33,31,33,34,35,33,34,31,32,33,30,32,32,31,33,33,33,33,36,34,33,33,32,33,33,34,31,32,32,31,32,32,32,32
medicalnote,0,0,0,0,0,0,60,0,70,0,0,0,0,82,0,0,0,67,0,91,0,0,100,0,58,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,68,0
tagstand,36,0,100,0,0,0,0,0,0,0,0,0,0,0,42,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,44,0,0,0,0,46,0,51,35,0,0,0,0,0,0,0
informetis,0,0,100,0,69,0,0,0,0,0,60,0,0,0,0,0,52,0,58,0,0,75,0,0,0,37,0,0,0,0,0,0,38,0,30,0,0,0,0,32,0,0,0,0,32,45,0,0,0,0,0
tensorcom,0,34,0,0,0,0,0,0,0,64,0,0,0,0,36,16,20,0,0,0,0,0,0,0,0,0,17,0,19,21,0,0,0,45,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0
kolena,74,66,75,64,63,68,72,64,75,65,71,71,67,71,72,80,92,100,76,81,86,89,97,84,84,87,89,78,80,76,82,72,77,85,88,87,91,86,93,86,86,85,85,83,82,84,66,72,74,64,93
sonr,80,71,76,76,72,62,68,61,73,67,52,85,71,68,66,62,82,67,81,86,72,94,81,84,73,65,91,83,82,79,95,78,83,80,72,73,63,76,62,75,73,100,78,74,85,76,66,79,91,93,84
supportspace,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,67,100,37,0,0,0,0,0,0,62,0,0,0,52,0,0
bexio,60,78,75,66,54,54,45,37,51,71,66,85,78,64,67,74,66,64,61,61,73,71,86,65,55,61,59,74,49,62,76,87,93,92,75,93,75,100,69,63,70,85,56,52,64,78,62,86,56,66,61
muchbetteradventures,0,0,42,0,0,0,0,0,0,0,0,0,0,0,29,0,63,0,100,0,0,0,36,0,0,0,0,0,29,0,0,26,29,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0
socialclimb,35,42,0,45,0,0,0,0,0,0,35,0,0,0,0,0,0,23,58,0,0,0,0,0,100,0,0,0,0,0,0,0,42,0,66,0,38,0,40,0,20,0,0,0,0,0,49,0,0,0,0
relay2,49,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,52,52,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aisamurai,0,0,0,0,0,100,0,0,0,0,52,0,85,28,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,57,27,0,0,0,0,0,0,28,0,0,0,0,50,0,0,0,0,0,0,0,0
mindler,76,58,81,75,61,41,70,72,95,59,58,59,66,44,75,63,36,58,61,61,67,87,65,57,58,35,69,48,28,61,53,56,51,59,100,60,57,47,60,29,47,68,62,47,44,52,41,44,45,50,46
openlearning,49,60,31,55,52,87,36,0,89,48,45,49,74,45,71,61,64,92,70,100,67,73,34,34,79,59,50,46,40,49,64,41,24,46,71,64,56,60,28,42,49,59,68,70,49,20,18,66,50,62,64
onevisa,0,0,43,35,33,23,54,0,22,0,0,0,0,0,38,0,0,28,0,0,43,0,0,0,0,0,55,0,58,0,0,100,40,0,0,0,0,20,0,55,0,0,0,0,0,0,0,46,0,24,0
bsurance,0,0,69,0,0,0,0,0,0,71,0,0,0,0,0,31,100,62,0,0,71,81,0,0,0,0,0,0,40,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0
mytaskit,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,50,0,0,0,0,0,86,0,0,0,100,77,0,0,32,0,0,27,0,0,0,0,0,0,0
anotherbrain,0,0,0,0,89,47,0,100,0,0,0,76,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,54,32,0,51,0,0,42,0,0,29,26,0,0,41,0,0,31,0,0,0,0,0,0
takearecess,0,27,0,0,0,0,0,31,0,0,0,46,0,0,0,0,0,0,0,57,0,51,39,0,0,0,0,0,0,30,0,43,0,75,0,0,0,50,0,0,0,0,0,28,0,0,32,0,0,100,0
flint.com,67,0,0,0,62,0,0,0,0,0,0,0,24,0,0,33,0,0,100,0,0,0,0,0,39,0,0,0,45,0,0,44,0,0,55,0,86,0,29,57,0,0,0,0,0,62,0,0,0,0,0
cortilia,46,35,45,34,37,39,37,36,16,28,46,65,91,61,62,78,83,72,77,77,61,62,72,41,62,52,71,92,57,57,69,100,78,84,64,71,56,68,67,74,67,96,78,74,42,42,43,56,45,53,27
emindful,23,23,35,20,0,0,37,0,19,0,19,0,0,0,0,0,23,0,49,0,0,0,0,0,0,34,49,35,0,46,19,0,0,0,27,0,44,0,0,0,25,0,0,100,0,0,0,0,0,0,0
themelt,32,0,0,0,0,100,0,73,0,0,0,35,0,0,0,0,0,0,0,29,0,32,0,59,0,0,0,0,30,0,0,0,0,30,73,0,54,55,0,36,0,0,0,0,0,0,0,99,0,0,0
,30,32,32,29,33,100,41,32,32,34,33,36,32,34,33,31,33,33,31,33,34,35,33,34,31,32,33,30,32,32,31,33,33,33,33,36,34,33,33,32,33,33,34,31,32,32,31,32,32,32,32
netsocket,0,0,0,0,0,0,0,0,24,0,81,0,0,52,0,33,0,0,29,0,0,0,23,0,0,0,0,0,0,100,79,44,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,29,45,0
sharering,60,0,61,100,0,63,0,0,39,0,58,65,0,0,47,47,98,0,45,98,57,42,54,0,82,45,0,0,0,0,0,0,0,38,46,0,80,0,31,40,0,31,53,0,58,35,31,0,40,36,0
yago,57,77,63,93,96,100,73,65,67,62,63,60,60,64,58,59,61,55,55,64,58,67,67,58,58,57,55,51,58,69,55,58,54,60,70,70,81,70,81,72,75,66,58,65,54,72,60,78,81,56,57
ies,60,63,66,50,53,41,33,24,22,22,28,61,100,91,65,58,55,49,53,52,42,50,52,51,47,30,46,39,21,18,42,46,46,50,44,47,45,49,54,50,48,43,22,44,47,48,43,53,50,54,59
hotels,95,94,95,93,98,100,97,97,100,92,87,85,85,78,80,79,77,76,74,72,72,72,71,61,66,62,64,67,81,82,82,76,77,73,73,71,67,73,73,74,74,75,75,77,74,72,77,72,73,77,74
dynamicops,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,49,27,0,0,0,0,0,0,0,0,0,0,0,38,0,96,0,0,28,0,33,0,35,0,0,0,0,51,97,0,28,0,0
greeneru,62,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,64,0,0,0,84,0,0,0,0,0,0,0,0,0,0,100,0,0,71,0,0,0,0,0,58,85,0,0,0,0,75,0,0,91
rpmtraining,43,0,0,0,0,0,0,0,0,39,0,43,59,0,0,0,0,0,0,100,52,0,0,91,0,56,0,0,49,73,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,42,54
waug,50,0,0,0,0,49,40,0,0,23,0,25,42,39,0,43,0,0,0,59,23,0,28,20,0,21,23,68,100,66,0,27,47,57,20,46,0,0,24,39,0,30,0,0,22,0,0,25,84,47,24
,30,32,32,29,33,100,41,32,32,34,33,36,32,34,33,31,33,33,31,33,34,35,33,34,31,32,33,30,32,32,31,33,33,33,33,36,34,33,33,32,33,33,34,31,32,32,31,32,32,32,32
solgari,0,51,0,0,55,33,0,38,0,0,40,0,0,0,0,0,100,28,0,26,0,0,0,26,0,0,35,0,0,0,0,0,0,0,45,30,53,34,0,0,0,37,30,0,0,0,0,34,0,20,0
distractify,0,13,25,10,0,17,26,55,0,15,37,28,15,25,14,97,98,33,0,23,17,22,22,0,33,13,45,44,64,17,61,0,28,32,15,100,0,17,28,19,16,17,23,17,0,18,20,0,0,0,17
synthesio,80,32,0,32,24,25,63,58,0,0,0,88,33,0,27,51,31,0,0,0,32,0,0,26,29,23,73,37,0,100,0,85,33,0,0,0,46,62,0,0,48,29,75,26,41,0,37,80,0,0,0
emisense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,38,0,0,0,0,29,0,99,0,17,0,35,0,0,0,0,0,0,0,27,25,30
ez-wheel,50,0,0,0,0,0,0,0,0,0,0,0,72,0,47,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,55,0,0,0,0,0,0,64,0,0,0,100,0,0,0
sundaygoods,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,67,0,27,0,66,50,0,0,0,0,0,0,20,22,0,64,0,0,0,23,0,100,29,20,56,28,0,0,0,0,59,0
studs,95,82,85,85,88,90,86,87,89,87,93,84,100,83,83,91,86,93,89,84,89,89,92,95,96,95,93,99,98,92,89,87,86,96,88,90,87,87,89,88,91,88,89,79,84,86,78,90,83,84,88
promo-bot,0,0,48,0,0,38,0,60,0,68,0,0,0,83,0,0,0,0,44,0,0,58,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
